expt_id_PCR,expt_date_PCR,expt_user_PCR,expt_version_PCR,expt_assay,expt_notes_PCR,expt_summary_PCR,expt_rxns_PCR,pcr_primers,pcr_primersource,pcr_targetpanel,pcr_template_vol,pcr_enzyme,pcr_product_ngul,expt_id_seqlib,expt_date_seqlib,expt_user_seqlib,expt_sub-type,expt_version_seqlib,expt_notes_seqlib,expt_summary_seqlib,expt_rxns_seqlib,pcr_product_targetmass_per_sample_ng,pcr_product_maxvol_ul,library_dnaconc_ngul,seq_platform,flowcell_targetmass_ng,flowcell_massloaded_ng,flowcell_maxvol_ul,flowcell_id,flowcell_chemistry,flowcell_status,flowcell_checkpores,flowcell_runlength_hrs,flowcell_prevusage_hrs,seqlib_identifier,barcode,pcrproductadded_vol_ul,sample_id,extraction_id,pcr_identifier,swga_identifier,sample_type
PCBM052,2025-06-03,Brenda Mambwe,9,NOMADS_MVP,"To perform MVP PCR on 88 samples collected during the HRP2 survey is 2024 Sample Ids EE290-EE460,EE736-EE738",HRP2 2024_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0,SLMM076,2025-06-12,Mulenga Mwenda,rapid,3,To sequence  90 samples from HRP2 study amplified on PCBM052,HRP2-32024_Batch8,96,200,10,167,Mk1b,800,800,11,,R10.4.1,New,1372,,0,SLMM076_A1,barcode01,10,3D7,3D7,PCBM052_A1,No sWGA,Positive
PCBM052,2025-06-03,Brenda Mambwe,9,NOMADS_MVP,"To perform MVP PCR on 88 samples collected during the HRP2 survey is 2024 Sample Ids EE290-EE460,EE736-EE738",HRP2 2024_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0,SLMM076,2025-06-12,Mulenga Mwenda,rapid,3,To sequence  90 samples from HRP2 study amplified on PCBM052,HRP2-32024_Batch8,96,200,10,167,Mk1b,800,800,11,,R10.4.1,New,1372,,0,SLMM076_B1,barcode02,10,Dd2,Dd2,PCBM052_B1,No sWGA,Positive
PCBM052,2025-06-03,Brenda Mambwe,9,NOMADS_MVP,"To perform MVP PCR on 88 samples collected during the HRP2 survey is 2024 Sample Ids EE290-EE460,EE736-EE738",HRP2 2024_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0,SLMM076,2025-06-12,Mulenga Mwenda,rapid,3,To sequence  90 samples from HRP2 study amplified on PCBM052,HRP2-32024_Batch8,96,200,10,167,Mk1b,800,800,11,,R10.4.1,New,1372,,0,SLMM076_C1,barcode03,10,HB3,HB3,PCBM052_C1,No sWGA,Positive
PCBM052,2025-06-03,Brenda Mambwe,9,NOMADS_MVP,"To perform MVP PCR on 88 samples collected during the HRP2 survey is 2024 Sample Ids EE290-EE460,EE736-EE738",HRP2 2024_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0,SLMM076,2025-06-12,Mulenga Mwenda,rapid,3,To sequence  90 samples from HRP2 study amplified on PCBM052,HRP2-32024_Batch8,96,200,10,167,Mk1b,800,800,11,,R10.4.1,New,1372,,0,SLMM076_D1,barcode04,10,IPC3445,IPC3445,PCBM052_D1,No sWGA,Positive
PCBM052,2025-06-03,Brenda Mambwe,9,NOMADS_MVP,"To perform MVP PCR on 88 samples collected during the HRP2 survey is 2024 Sample Ids EE290-EE460,EE736-EE738",HRP2 2024_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0,SLMM076,2025-06-12,Mulenga Mwenda,rapid,3,To sequence  90 samples from HRP2 study amplified on PCBM052,HRP2-32024_Batch8,96,200,10,167,Mk1b,800,800,11,,R10.4.1,New,1372,,0,SLMM076_E1,barcode05,10,IPC3663,IPC3663,PCBM052_E1,No sWGA,Positive
PCBM052,2025-06-03,Brenda Mambwe,9,NOMADS_MVP,"To perform MVP PCR on 88 samples collected during the HRP2 survey is 2024 Sample Ids EE290-EE460,EE736-EE738",HRP2 2024_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0,SLMM076,2025-06-12,Mulenga Mwenda,rapid,3,To sequence  90 samples from HRP2 study amplified on PCBM052,HRP2-32024_Batch8,96,200,10,167,Mk1b,800,800,11,,R10.4.1,New,1372,,0,SLMM076_F1,barcode06,10,Human,Human,PCBM052_F1,No sWGA,Negative
PCBM052,2025-06-03,Brenda Mambwe,9,NOMADS_MVP,"To perform MVP PCR on 88 samples collected during the HRP2 survey is 2024 Sample Ids EE290-EE460,EE736-EE738",HRP2 2024_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0,SLMM076,2025-06-12,Mulenga Mwenda,rapid,3,To sequence  90 samples from HRP2 study amplified on PCBM052,HRP2-32024_Batch8,96,200,10,167,Mk1b,800,800,11,,R10.4.1,New,1372,,0,SLMM076_G1,barcode07,10,NTC1,NTC1,PCBM052_G1,No sWGA,Negative
PCBM052,2025-06-03,Brenda Mambwe,9,NOMADS_MVP,"To perform MVP PCR on 88 samples collected during the HRP2 survey is 2024 Sample Ids EE290-EE460,EE736-EE738",HRP2 2024_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0,SLMM076,2025-06-12,Mulenga Mwenda,rapid,3,To sequence  90 samples from HRP2 study amplified on PCBM052,HRP2-32024_Batch8,96,200,10,167,Mk1b,800,800,11,,R10.4.1,New,1372,,0,SLMM076_H1,barcode08,10,NTC,NTC,PCBM052_H1,No sWGA,Negative
PCBM052,2025-06-03,Brenda Mambwe,9,NOMADS_MVP,"To perform MVP PCR on 88 samples collected during the HRP2 survey is 2024 Sample Ids EE290-EE460,EE736-EE738",HRP2 2024_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0,SLMM076,2025-06-12,Mulenga Mwenda,rapid,3,To sequence  90 samples from HRP2 study amplified on PCBM052,HRP2-32024_Batch8,96,200,10,167,Mk1b,800,800,11,,R10.4.1,New,1372,,0,SLMM076_A2,barcode09,10,8012743,EE290,PCBM052_A2,No sWGA,Field
PCBM052,2025-06-03,Brenda Mambwe,9,NOMADS_MVP,"To perform MVP PCR on 88 samples collected during the HRP2 survey is 2024 Sample Ids EE290-EE460,EE736-EE738",HRP2 2024_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0,SLMM076,2025-06-12,Mulenga Mwenda,rapid,3,To sequence  90 samples from HRP2 study amplified on PCBM052,HRP2-32024_Batch8,96,200,10,167,Mk1b,800,800,11,,R10.4.1,New,1372,,0,SLMM076_B2,barcode10,10,8012744,EE291,PCBM052_B2,No sWGA,Field
