well,sample_id,drug,conc_nm,replicate,au
A1,8036420,dha,250.0,1,0.73
A2,8036420,dha,250.0,2,0.7
A3,8036420,lum,1000.0,1,0.78
A4,8036420,lum,1000.0,2,0.72
A5,8036422,dha,250.0,1,1.32
A6,8036422,dha,250.0,2,1.35
A7,8036422,lum,1000.0,1,1.4
A8,8036422,lum,1000.0,2,1.36
A9,8036423,dha,250.0,1,1.46
A10,8036423,dha,250.0,2,1.46
A11,8036423,lum,1000.0,1,1.54
A12,8036423,lum,1000.0,2,1.3
B1,8036420,dha,62.5,1,0.65
B2,8036420,dha,62.5,2,0.65
B3,8036420,lum,250.0,1,0.69
B4,8036420,lum,250.0,2,0.7
B5,8036422,dha,62.5,1,1.32
B6,8036422,dha,62.5,2,1.29
B7,8036422,lum,250.0,1,1.34
B8,8036422,lum,250.0,2,1.29
B9,8036423,dha,62.5,1,1.46
B10,8036423,dha,62.5,2,1.42
B11,8036423,lum,250.0,1,1.49
B12,8036423,lum,250.0,2,1.32
C1,8036420,dha,15.625,1,0.66
C2,8036420,dha,15.625,2,0.67
C3,8036420,lum,62.5,1,0.71
C4,8036420,lum,62.5,2,0.74
C5,8036422,dha,15.625,1,1.3
C6,8036422,dha,15.625,2,1.35
C7,8036422,lum,62.5,1,1.39
C8,8036422,lum,62.5,2,1.27
C9,8036423,dha,15.625,1,1.45
C10,8036423,dha,15.625,2,1.41
C11,8036423,lum,62.5,1,1.43
C12,8036423,lum,62.5,2,1.34
D1,8036420,dha,3.90625,1,0.68
D2,8036420,dha,3.90625,2,0.67
D3,8036420,lum,15.625,1,0.72
D4,8036420,lum,15.625,2,0.71
D5,8036422,dha,3.90625,1,1.3
D6,8036422,dha,3.90625,2,1.28
D7,8036422,lum,15.625,1,1.41
D8,8036422,lum,15.625,2,1.33
D9,8036423,dha,3.90625,1,1.48
D10,8036423,dha,3.90625,2,1.47
D11,8036423,lum,15.625,1,1.67
D12,8036423,lum,15.625,2,1.49
E1,8036420,dha,0.9765625,1,0.68
E2,8036420,dha,0.9765625,2,0.69
E3,8036420,lum,3.90625,1,0.73
E4,8036420,lum,3.90625,2,0.72
E5,8036422,dha,0.9765625,1,1.41
E6,8036422,dha,0.9765625,2,1.32
E7,8036422,lum,3.90625,1,1.56
E8,8036422,lum,3.90625,2,1.45
E9,8036423,dha,0.9765625,1,1.82
E10,8036423,dha,0.9765625,2,1.92
E11,8036423,lum,3.90625,1,2.13
E12,8036423,lum,3.90625,2,1.96
F1,8036420,dha,0.244140625,1,0.67
F2,8036420,dha,0.244140625,2,0.69
F3,8036420,lum,0.9765625,1,0.75
F4,8036420,lum,0.9765625,2,0.73
F5,8036422,dha,0.244140625,1,1.56
F6,8036422,dha,0.244140625,2,1.42
F7,8036422,lum,0.9765625,1,1.53
F8,8036422,lum,0.9765625,2,1.48
F9,8036423,dha,0.244140625,1,2.34
F10,8036423,dha,0.244140625,2,2.29
F11,8036423,lum,0.9765625,1,2.36
F12,8036423,lum,0.9765625,2,2.06
G1,8036420,dha,0.06103515625,1,0.67
G2,8036420,dha,0.06103515625,2,0.7
G3,8036420,lum,0.244140625,1,0.73
G4,8036420,lum,0.244140625,2,0.7
G5,8036422,dha,0.06103515625,1,1.58
G6,8036422,dha,0.06103515625,2,1.5
G7,8036422,lum,0.244140625,1,1.49
G8,8036422,lum,0.244140625,2,1.44
G9,8036423,dha,0.06103515625,1,2.3
G10,8036423,dha,0.06103515625,2,2.29
G11,8036423,lum,0.244140625,1,2.35
G12,8036423,lum,0.244140625,2,2.05
H1,8036420,dha,0.0,1,0.66
H2,8036420,dha,0.0,2,0.67
H3,8036420,lum,0.0,1,0.72
H4,8036420,lum,0.0,2,0.7
H5,8036422,dha,0.0,1,1.61
H6,8036422,dha,0.0,2,1.49
H7,8036422,lum,0.0,1,1.51
H8,8036422,lum,0.0,2,1.46
H9,8036423,dha,0.0,1,2.24
H10,8036423,dha,0.0,2,2.08
H11,8036423,lum,0.0,1,2.15
H12,8036423,lum,0.0,2,2.01
