n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
54355,50047,48393,1416,238,4308,barcode01,3D7
87578,81061,77554,3284,223,6517,barcode02,Dd2
35845,31518,30485,857,176,4327,barcode03,HB3
11756,28,10,16,2,11728,barcode04,human
1391,20,19,1,0,1371,barcode05,NTC-a
94203,92513,88761,3051,701,1690,barcode06,8012025
60296,49678,48351,1006,321,10618,barcode07,8012028
70034,68640,65963,2080,597,1394,barcode08,8012034
59780,56753,54116,2169,468,3027,barcode09,8012037
44079,41739,39040,2440,259,2340,barcode10,8012038
91730,88656,84284,3806,566,3074,barcode11,8012050
55785,54563,52160,2155,248,1222,barcode12,8012057
65475,61908,59338,2324,246,3567,barcode13,8012271
92047,88838,84763,3549,526,3209,barcode14,8012291
57628,54635,52270,2110,255,2993,barcode15,8012293
50240,48096,45702,2223,171,2144,barcode16,8012296
39960,34245,32365,1739,141,5715,barcode17,8012297
60366,57645,54673,2762,210,2721,barcode18,8012501
60692,57760,55137,2376,247,2932,barcode19,8012511
43407,37993,34169,3703,121,5414,barcode20,8012515
55321,52875,49926,2693,256,2446,barcode21,8012516
42349,40296,38508,1608,180,2053,barcode22,8012518
37351,35370,33620,1577,173,1981,barcode23,8012519
39991,36904,35279,1500,125,3087,barcode24,8012520
26511,23770,22182,1505,83,2741,barcode25,8012521
63526,60941,58507,2138,296,2585,barcode26,8012526
38670,37662,35494,1909,259,1008,barcode27,8012530
14599,7060,7004,50,6,7539,barcode28,8012536
50944,49717,47420,2036,261,1227,barcode29,8012537
76438,74752,71338,2917,497,1686,barcode30,8012538
17577,15833,15572,244,17,1744,barcode31,8012542
53662,52136,49884,1803,449,1526,barcode32,8012544
48618,46935,44930,1714,291,1683,barcode33,8012549
58594,56619,53753,2468,398,1975,barcode34,8012555
56061,54317,51246,2751,320,1744,barcode35,8012559
44096,41120,39217,1679,224,2976,barcode36,8012560
6586,5589,5469,112,8,997,barcode37,8012562
41372,38496,36258,1945,293,2876,barcode38,8012566
4789,42,37,5,0,4747,barcode39,8012567
18904,16048,15218,760,70,2856,barcode40,8012568
93630,91027,87297,3246,484,2603,barcode41,8012573
87014,84793,80826,3391,576,2221,barcode42,8012579
65764,47947,44770,2892,285,17817,barcode43,8011751
81642,79572,76293,2622,657,2070,barcode44,8012758
57460,55428,53030,2127,271,2032,barcode45,8012761
78024,75866,72703,2718,445,2158,barcode46,8012762
65600,63803,60629,2803,371,1797,barcode47,8012765
769,7,7,0,0,762,barcode48,NTC-b
184624,170780,163605,5982,1193,13844,unclassified,unclassified
