barcode,n_processed_fastq,sample_id
barcode01,377,3D7
barcode02,380,Dd2
barcode03,365,HB3
barcode04,337,human
barcode05,233,NTC-a
barcode06,380,8012025
barcode07,379,8012028
barcode08,380,8012034
barcode09,376,8012037
barcode10,358,8012038
barcode11,380,8012050
barcode12,374,8012057
barcode13,374,8012271
barcode14,379,8012291
barcode15,378,8012293
barcode16,368,8012296
barcode17,357,8012297
barcode18,374,8012501
barcode19,375,8012511
barcode20,363,8012515
barcode21,363,8012516
barcode22,360,8012518
barcode23,350,8012519
barcode24,362,8012520
barcode25,346,8012521
barcode26,377,8012526
barcode27,362,8012530
barcode28,339,8012536
barcode29,372,8012537
barcode30,379,8012538
barcode31,345,8012542
barcode32,368,8012544
barcode33,377,8012549
barcode34,357,8012555
barcode35,370,8012559
barcode36,363,8012560
barcode37,303,8012562
barcode38,359,8012566
barcode39,294,8012567
barcode40,338,8012568
barcode41,380,8012573
barcode42,377,8012579
barcode43,377,8011751
barcode44,379,8012758
barcode45,371,8012761
barcode46,379,8012762
barcode47,371,8012765
barcode48,215,NTC-b
unclassified,380,unclassified
