well,sample_id,drug,conc_nm,replicate,au
A1,8033751,dha,250.0,1,1.54
A2,8033751,dha,250.0,2,1.61
A3,8033751,lum,1000.0,1,1.76
A4,8033751,lum,1000.0,2,1.77
A5,8033753,dha,250.0,1,0.52
A6,8033753,dha,250.0,2,0.53
A7,8033753,lum,1000.0,1,0.54
A8,8033753,lum,1000.0,2,0.53
A9,8033754,dha,250.0,1,0.68
A10,8033754,dha,250.0,2,0.7
A11,8033754,lum,1000.0,1,0.68
A12,8033754,lum,1000.0,2,0.62
B1,8033751,dha,62.5,1,1.49
B2,8033751,dha,62.5,2,1.51
B3,8033751,lum,250.0,1,1.61
B4,8033751,lum,250.0,2,1.61
B5,8033753,dha,62.5,1,0.49
B6,8033753,dha,62.5,2,0.52
B7,8033753,lum,250.0,1,0.51
B8,8033753,lum,250.0,2,0.5
B9,8033754,dha,62.5,1,0.65
B10,8033754,dha,62.5,2,0.66
B11,8033754,lum,250.0,1,0.69
B12,8033754,lum,250.0,2,0.64
C1,8033751,dha,15.625,1,1.53
C2,8033751,dha,15.625,2,1.54
C3,8033751,lum,62.5,1,1.64
C4,8033751,lum,62.5,2,1.66
C5,8033753,dha,15.625,1,0.49
C6,8033753,dha,15.625,2,0.55
C7,8033753,lum,62.5,1,0.53
C8,8033753,lum,62.5,2,0.49
C9,8033754,dha,15.625,1,0.67
C10,8033754,dha,15.625,2,0.64
C11,8033754,lum,62.5,1,0.67
C12,8033754,lum,62.5,2,0.64
D1,8033751,dha,3.90625,1,1.6
D2,8033751,dha,3.90625,2,1.66
D3,8033751,lum,15.625,1,1.59
D4,8033751,lum,15.625,2,1.62
D5,8033753,dha,3.90625,1,0.49
D6,8033753,dha,3.90625,2,0.48
D7,8033753,lum,15.625,1,0.54
D8,8033753,lum,15.625,2,0.53
D9,8033754,dha,3.90625,1,0.65
D10,8033754,dha,3.90625,2,0.65
D11,8033754,lum,15.625,1,0.72
D12,8033754,lum,15.625,2,0.7
E1,8033751,dha,0.9765625,1,1.53
E2,8033751,dha,0.9765625,2,1.56
E3,8033751,lum,3.90625,1,1.59
E4,8033751,lum,3.90625,2,1.65
E5,8033753,dha,0.9765625,1,0.55
E6,8033753,dha,0.9765625,2,0.51
E7,8033753,lum,3.90625,1,0.66
E8,8033753,lum,3.90625,2,0.61
E9,8033754,dha,0.9765625,1,0.72
E10,8033754,dha,0.9765625,2,0.68
E11,8033754,lum,3.90625,1,0.99
E12,8033754,lum,3.90625,2,0.93
F1,8033751,dha,0.244140625,1,1.53
F2,8033751,dha,0.244140625,2,1.56
F3,8033751,lum,0.9765625,1,1.59
F4,8033751,lum,0.9765625,2,1.64
F5,8033753,dha,0.244140625,1,0.71
F6,8033753,dha,0.244140625,2,0.6
F7,8033753,lum,0.9765625,1,0.68
F8,8033753,lum,0.9765625,2,0.69
F9,8033754,dha,0.244140625,1,0.95
F10,8033754,dha,0.244140625,2,0.83
F11,8033754,lum,0.9765625,1,1.03
F12,8033754,lum,0.9765625,2,0.96
G1,8033751,dha,0.06103515625,1,1.48
G2,8033751,dha,0.06103515625,2,1.6
G3,8033751,lum,0.244140625,1,1.61
G4,8033751,lum,0.244140625,2,1.68
G5,8033753,dha,0.06103515625,1,0.7
G6,8033753,dha,0.06103515625,2,0.7
G7,8033753,lum,0.244140625,1,0.66
G8,8033753,lum,0.244140625,2,0.66
G9,8033754,dha,0.06103515625,1,0.99
G10,8033754,dha,0.06103515625,2,0.96
G11,8033754,lum,0.244140625,1,1.01
G12,8033754,lum,0.244140625,2,0.94
H1,8033751,dha,0.0,1,1.48
H2,8033751,dha,0.0,2,1.52
H3,8033751,lum,0.0,1,1.59
H4,8033751,lum,0.0,2,1.63
H5,8033753,dha,0.0,1,0.72
H6,8033753,dha,0.0,2,0.69
H7,8033753,lum,0.0,1,0.69
H8,8033753,lum,0.0,2,0.68
H9,8033754,dha,0.0,1,0.97
H10,8033754,dha,0.0,2,0.96
H11,8033754,lum,0.0,1,0.92
H12,8033754,lum,0.0,2,0.92
