well,sample_id,drug,conc_nm,replicate,au
A1,8033755,dha,250.0,1,0.78
A2,8033755,dha,250.0,2,0.65
A3,8033755,lum,1000.0,1,0.72
A4,8033755,lum,1000.0,2,0.73
A5,8033756,dha,250.0,1,0.78
A6,8033756,dha,250.0,2,0.8
A7,8033756,lum,1000.0,1,0.81
A8,8033756,lum,1000.0,2,0.78
A9,8033758,dha,250.0,1,0.69
A10,8033758,dha,250.0,2,0.69
A11,8033758,lum,1000.0,1,0.7
A12,8033758,lum,1000.0,2,0.65
B1,8033755,dha,62.5,1,0.67
B2,8033755,dha,62.5,2,0.6
B3,8033755,lum,250.0,1,0.67
B4,8033755,lum,250.0,2,0.69
B5,8033756,dha,62.5,1,0.77
B6,8033756,dha,62.5,2,0.76
B7,8033756,lum,250.0,1,0.76
B8,8033756,lum,250.0,2,0.75
B9,8033758,dha,62.5,1,0.66
B10,8033758,dha,62.5,2,0.66
B11,8033758,lum,250.0,1,0.69
B12,8033758,lum,250.0,2,0.64
C1,8033755,dha,15.625,1,0.62
C2,8033755,dha,15.625,2,0.65
C3,8033755,lum,62.5,1,0.66
C4,8033755,lum,62.5,2,0.68
C5,8033756,dha,15.625,1,0.74
C6,8033756,dha,15.625,2,0.79
C7,8033756,lum,62.5,1,0.78
C8,8033756,lum,62.5,2,0.76
C9,8033758,dha,15.625,1,0.67
C10,8033758,dha,15.625,2,0.65
C11,8033758,lum,62.5,1,0.76
C12,8033758,lum,62.5,2,0.71
D1,8033755,dha,3.90625,1,0.63
D2,8033755,dha,3.90625,2,0.64
D3,8033755,lum,15.625,1,0.66
D4,8033755,lum,15.625,2,0.69
D5,8033756,dha,3.90625,1,0.74
D6,8033756,dha,3.90625,2,0.77
D7,8033756,lum,15.625,1,0.78
D8,8033756,lum,15.625,2,0.76
D9,8033758,dha,3.90625,1,0.67
D10,8033758,dha,3.90625,2,0.67
D11,8033758,lum,15.625,1,1.08
D12,8033758,lum,15.625,2,0.99
E1,8033755,dha,0.9765625,1,0.7
E2,8033755,dha,0.9765625,2,0.71
E3,8033755,lum,3.90625,1,0.89
E4,8033755,lum,3.90625,2,0.95
E5,8033756,dha,0.9765625,1,0.79
E6,8033756,dha,0.9765625,2,0.78
E7,8033756,lum,3.90625,1,0.77
E8,8033756,lum,3.90625,2,0.74
E9,8033758,dha,0.9765625,1,0.72
E10,8033758,dha,0.9765625,2,0.75
E11,8033758,lum,3.90625,1,1.37
E12,8033758,lum,3.90625,2,1.25
F1,8033755,dha,0.244140625,1,0.99
F2,8033755,dha,0.244140625,2,0.95
F3,8033755,lum,0.9765625,1,1.07
F4,8033755,lum,0.9765625,2,1.09
F5,8033756,dha,0.244140625,1,0.79
F6,8033756,dha,0.244140625,2,0.77
F7,8033756,lum,0.9765625,1,0.79
F8,8033756,lum,0.9765625,2,0.79
F9,8033758,dha,0.244140625,1,1.1
F10,8033758,dha,0.244140625,2,1.12
F11,8033758,lum,0.9765625,1,1.49
F12,8033758,lum,0.9765625,2,1.41
G1,8033755,dha,0.06103515625,1,2.03
G2,8033755,dha,0.06103515625,2,1.63
G3,8033755,lum,0.244140625,1,1.1
G4,8033755,lum,0.244140625,2,1.14
G5,8033756,dha,0.06103515625,1,0.79
G6,8033756,dha,0.06103515625,2,0.78
G7,8033756,lum,0.244140625,1,0.75
G8,8033756,lum,0.244140625,2,0.74
G9,8033758,dha,0.06103515625,1,1.26
G10,8033758,dha,0.06103515625,2,1.25
G11,8033758,lum,0.244140625,1,1.45
G12,8033758,lum,0.244140625,2,1.39
H1,8033755,dha,0.0,1,3.08
H2,8033755,dha,0.0,2,2.53
H3,8033755,lum,0.0,1,2.39
H4,8033755,lum,0.0,2,1.11
H5,8033756,dha,0.0,1,0.79
H6,8033756,dha,0.0,2,0.78
H7,8033756,lum,0.0,1,0.77
H8,8033756,lum,0.0,2,0.74
H9,8033758,dha,0.0,1,1.41
H10,8033758,dha,0.0,2,1.39
H11,8033758,lum,0.0,1,1.32
H12,8033758,lum,0.0,2,1.34
