well,sample_id,drug,conc_nm,replicate,au
A1,8033783,dha,250.0,1,3.49
A2,8033783,dha,250.0,2,2.61
A3,8033783,lum,1000.0,1,1.94
A4,8033783,lum,1000.0,2,1.87
A5,8033784,dha,250.0,1,1.47
A6,8033784,dha,250.0,2,1.45
A7,8033784,lum,1000.0,1,1.59
A8,8033784,lum,1000.0,2,1.56
A9,8033785,dha,250.0,1,0.55
A10,8033785,dha,250.0,2,0.56
A11,8033785,lum,1000.0,1,0.54
A12,8033785,lum,1000.0,2,0.49
B1,8033783,dha,62.5,1,2.74
B2,8033783,dha,62.5,2,1.91
B3,8033783,lum,250.0,1,1.77
B4,8033783,lum,250.0,2,1.79
B5,8033784,dha,62.5,1,1.4
B6,8033784,dha,62.5,2,1.39
B7,8033784,lum,250.0,1,1.47
B8,8033784,lum,250.0,2,1.45
B9,8033785,dha,62.5,1,0.51
B10,8033785,dha,62.5,2,0.51
B11,8033785,lum,250.0,1,0.53
B12,8033785,lum,250.0,2,0.5
C1,8033783,dha,15.625,1,1.74
C2,8033783,dha,15.625,2,1.64
C3,8033783,lum,62.5,1,1.75
C4,8033783,lum,62.5,2,1.76
C5,8033784,dha,15.625,1,1.38
C6,8033784,dha,15.625,2,1.43
C7,8033784,lum,62.5,1,1.42
C8,8033784,lum,62.5,2,1.4
C9,8033785,dha,15.625,1,0.53
C10,8033785,dha,15.625,2,0.52
C11,8033785,lum,62.5,1,0.52
C12,8033785,lum,62.5,2,0.52
D1,8033783,dha,3.90625,1,1.62
D2,8033783,dha,3.90625,2,1.62
D3,8033783,lum,15.625,1,1.86
D4,8033783,lum,15.625,2,1.76
D5,8033784,dha,3.90625,1,1.69
D6,8033784,dha,3.90625,2,1.41
D7,8033784,lum,15.625,1,2.43
D8,8033784,lum,15.625,2,1.72
D9,8033785,dha,3.90625,1,0.53
D10,8033785,dha,3.90625,2,0.53
D11,8033785,lum,15.625,1,0.58
D12,8033785,lum,15.625,2,0.54
E1,8033783,dha,0.9765625,1,1.76
E2,8033783,dha,0.9765625,2,1.67
E3,8033783,lum,3.90625,1,2.2
E4,8033783,lum,3.90625,2,2.12
E5,8033784,dha,0.9765625,1,3.79
E6,8033784,dha,0.9765625,2,3.01
E7,8033784,lum,3.90625,1,3.68
E8,8033784,lum,3.90625,2,3.38
E9,8033785,dha,0.9765625,1,0.52
E10,8033785,dha,0.9765625,2,0.51
E11,8033785,lum,3.90625,1,0.6
E12,8033785,lum,3.90625,2,0.56
F1,8033783,dha,0.244140625,1,2.04
F2,8033783,dha,0.244140625,2,2.1
F3,8033783,lum,0.9765625,1,2.29
F4,8033783,lum,0.9765625,2,2.28
F5,8033784,dha,0.244140625,1,3.98
F6,8033784,dha,0.244140625,2,3.71
F7,8033784,lum,0.9765625,1,3.91
F8,8033784,lum,0.9765625,2,3.71
F9,8033785,dha,0.244140625,1,0.52
F10,8033785,dha,0.244140625,2,0.53
F11,8033785,lum,0.9765625,1,0.68
F12,8033785,lum,0.9765625,2,0.65
G1,8033783,dha,0.06103515625,1,2.07
G2,8033783,dha,0.06103515625,2,2.14
G3,8033783,lum,0.244140625,1,2.32
G4,8033783,lum,0.244140625,2,2.31
G5,8033784,dha,0.06103515625,1,4.02
G6,8033784,dha,0.06103515625,2,3.8
G7,8033784,lum,0.244140625,1,3.71
G8,8033784,lum,0.244140625,2,3.62
G9,8033785,dha,0.06103515625,1,0.56
G10,8033785,dha,0.06103515625,2,0.57
G11,8033785,lum,0.244140625,1,0.7
G12,8033785,lum,0.244140625,2,0.64
H1,8033783,dha,0.0,1,2.02
H2,8033783,dha,0.0,2,2.1
H3,8033783,lum,0.0,1,2.29
H4,8033783,lum,0.0,2,2.31
H5,8033784,dha,0.0,1,4.01
H6,8033784,dha,0.0,2,3.94
H7,8033784,lum,0.0,1,3.78
H8,8033784,lum,0.0,2,3.64
H9,8033785,dha,0.0,1,0.69
H10,8033785,dha,0.0,2,0.66
H11,8033785,lum,0.0,1,0.65
H12,8033785,lum,0.0,2,0.64
