well,sample_id,drug,conc_nm,replicate,au
A1,8033770,dha,250.0,1,0.84
A2,8033770,dha,250.0,2,0.72
A3,8033770,lum,1000.0,1,0.74
A4,8033770,lum,1000.0,2,0.74
A5,8033772,dha,250.0,1,0.64
A6,8033772,dha,250.0,2,0.66
A7,8033772,lum,1000.0,1,0.71
A8,8033772,lum,1000.0,2,0.69
A9,8033773,dha,250.0,1,1.31
A10,8033773,dha,250.0,2,1.32
A11,8033773,lum,1000.0,1,1.34
A12,8033773,lum,1000.0,2,1.2
B1,8033770,dha,62.5,1,0.65
B2,8033770,dha,62.5,2,0.64
B3,8033770,lum,250.0,1,0.7
B4,8033770,lum,250.0,2,0.71
B5,8033772,dha,62.5,1,0.62
B6,8033772,dha,62.5,2,0.6
B7,8033772,lum,250.0,1,0.68
B8,8033772,lum,250.0,2,0.65
B9,8033773,dha,62.5,1,1.27
B10,8033773,dha,62.5,2,1.25
B11,8033773,lum,250.0,1,1.37
B12,8033773,lum,250.0,2,1.25
C1,8033770,dha,15.625,1,0.66
C2,8033770,dha,15.625,2,0.68
C3,8033770,lum,62.5,1,0.71
C4,8033770,lum,62.5,2,0.72
C5,8033772,dha,15.625,1,0.6
C6,8033772,dha,15.625,2,0.66
C7,8033772,lum,62.5,1,0.68
C8,8033772,lum,62.5,2,0.62
C9,8033773,dha,15.625,1,1.29
C10,8033773,dha,15.625,2,1.23
C11,8033773,lum,62.5,1,1.29
C12,8033773,lum,62.5,2,1.25
D1,8033770,dha,3.90625,1,0.68
D2,8033770,dha,3.90625,2,0.67
D3,8033770,lum,15.625,1,0.74
D4,8033770,lum,15.625,2,0.74
D5,8033772,dha,3.90625,1,0.6
D6,8033772,dha,3.90625,2,0.61
D7,8033772,lum,15.625,1,0.67
D8,8033772,lum,15.625,2,0.66
D9,8033773,dha,3.90625,1,1.28
D10,8033773,dha,3.90625,2,1.23
D11,8033773,lum,15.625,1,1.41
D12,8033773,lum,15.625,2,1.31
E1,8033770,dha,0.9765625,1,0.71
E2,8033770,dha,0.9765625,2,0.69
E3,8033770,lum,3.90625,1,0.82
E4,8033770,lum,3.90625,2,0.8
E5,8033772,dha,0.9765625,1,0.73
E6,8033772,dha,0.9765625,2,0.71
E7,8033772,lum,3.90625,1,1.35
E8,8033772,lum,3.90625,2,1.27
E9,8033773,dha,0.9765625,1,1.3
E10,8033773,dha,0.9765625,2,1.28
E11,8033773,lum,3.90625,1,2.61
E12,8033773,lum,3.90625,2,2.5
F1,8033770,dha,0.244140625,1,0.79
F2,8033770,dha,0.244140625,2,0.79
F3,8033770,lum,0.9765625,1,0.87
F4,8033770,lum,0.9765625,2,0.86
F5,8033772,dha,0.244140625,1,1.39
F6,8033772,dha,0.244140625,2,1.33
F7,8033772,lum,0.9765625,1,1.68
F8,8033772,lum,0.9765625,2,1.62
F9,8033773,dha,0.244140625,1,2.32
F10,8033773,dha,0.244140625,2,2.24
F11,8033773,lum,0.9765625,1,3.08
F12,8033773,lum,0.9765625,2,2.77
G1,8033770,dha,0.06103515625,1,0.8
G2,8033770,dha,0.06103515625,2,0.82
G3,8033770,lum,0.244140625,1,0.85
G4,8033770,lum,0.244140625,2,0.87
G5,8033772,dha,0.06103515625,1,1.81
G6,8033772,dha,0.06103515625,2,1.69
G7,8033772,lum,0.244140625,1,1.67
G8,8033772,lum,0.244140625,2,1.63
G9,8033773,dha,0.06103515625,1,2.83
G10,8033773,dha,0.06103515625,2,2.82
G11,8033773,lum,0.244140625,1,3.0
G12,8033773,lum,0.244140625,2,2.68
H1,8033770,dha,0.0,1,0.79
H2,8033770,dha,0.0,2,0.81
H3,8033770,lum,0.0,1,0.85
H4,8033770,lum,0.0,2,0.87
H5,8033772,dha,0.0,1,1.85
H6,8033772,dha,0.0,2,1.74
H7,8033772,lum,0.0,1,1.78
H8,8033772,lum,0.0,2,1.71
H9,8033773,dha,0.0,1,2.9
H10,8033773,dha,0.0,2,2.71
H11,8033773,lum,0.0,1,2.67
H12,8033773,lum,0.0,2,2.65
