well,sample_id,drug,conc_nm,replicate,au
A1,8036381,dha,250.0,1,1.68
A2,8036381,dha,250.0,2,1.61
A3,8036381,lum,1000.0,1,1.82
A4,8036381,lum,1000.0,2,1.8
A5,8036382,dha,250.0,1,0.84
A6,8036382,dha,250.0,2,0.84
A7,8036382,lum,1000.0,1,0.91
A8,8036382,lum,1000.0,2,0.83
A9,8036383,dha,250.0,1,0.63
A10,8036383,dha,250.0,2,0.6
A11,8036383,lum,1000.0,1,0.59
A12,8036383,lum,1000.0,2,0.53
B1,8036381,dha,62.5,1,1.59
B2,8036381,dha,62.5,2,1.59
B3,8036381,lum,250.0,1,1.76
B4,8036381,lum,250.0,2,1.69
B5,8036382,dha,62.5,1,0.82
B6,8036382,dha,62.5,2,0.81
B7,8036382,lum,250.0,1,0.89
B8,8036382,lum,250.0,2,0.84
B9,8036383,dha,62.5,1,0.55
B10,8036383,dha,62.5,2,0.54
B11,8036383,lum,250.0,1,0.59
B12,8036383,lum,250.0,2,0.52
C1,8036381,dha,15.625,1,1.57
C2,8036381,dha,15.625,2,1.57
C3,8036381,lum,62.5,1,1.71
C4,8036381,lum,62.5,2,1.73
C5,8036382,dha,15.625,1,0.82
C6,8036382,dha,15.625,2,0.87
C7,8036382,lum,62.5,1,0.9
C8,8036382,lum,62.5,2,0.8
C9,8036383,dha,15.625,1,0.55
C10,8036383,dha,15.625,2,0.53
C11,8036383,lum,62.5,1,0.56
C12,8036383,lum,62.5,2,0.53
D1,8036381,dha,3.90625,1,1.66
D2,8036381,dha,3.90625,2,1.56
D3,8036381,lum,15.625,1,1.78
D4,8036381,lum,15.625,2,1.76
D5,8036382,dha,3.90625,1,0.82
D6,8036382,dha,3.90625,2,0.8
D7,8036382,lum,15.625,1,0.86
D8,8036382,lum,15.625,2,0.8
D9,8036383,dha,3.90625,1,0.53
D10,8036383,dha,3.90625,2,0.53
D11,8036383,lum,15.625,1,0.56
D12,8036383,lum,15.625,2,0.5
E1,8036381,dha,0.9765625,1,1.88
E2,8036381,dha,0.9765625,2,1.8
E3,8036381,lum,3.90625,1,2.27
E4,8036381,lum,3.90625,2,2.25
E5,8036382,dha,0.9765625,1,0.88
E6,8036382,dha,0.9765625,2,0.83
E7,8036382,lum,3.90625,1,1.12
E8,8036382,lum,3.90625,2,1.13
E9,8036383,dha,0.9765625,1,0.56
E10,8036383,dha,0.9765625,2,0.54
E11,8036383,lum,3.90625,1,0.65
E12,8036383,lum,3.90625,2,0.56
F1,8036381,dha,0.244140625,1,2.25
F2,8036381,dha,0.244140625,2,2.29
F3,8036381,lum,0.9765625,1,2.56
F4,8036381,lum,0.9765625,2,2.45
F5,8036382,dha,0.244140625,1,1.4
F6,8036382,dha,0.244140625,2,1.31
F7,8036382,lum,0.9765625,1,1.58
F8,8036382,lum,0.9765625,2,1.59
F9,8036383,dha,0.244140625,1,0.8
F10,8036383,dha,0.244140625,2,0.89
F11,8036383,lum,0.9765625,1,0.96
F12,8036383,lum,0.9765625,2,0.86
G1,8036381,dha,0.06103515625,1,2.34
G2,8036381,dha,0.06103515625,2,2.4
G3,8036381,lum,0.244140625,1,2.59
G4,8036381,lum,0.244140625,2,2.56
G5,8036382,dha,0.06103515625,1,1.85
G6,8036382,dha,0.06103515625,2,1.74
G7,8036382,lum,0.244140625,1,1.78
G8,8036382,lum,0.244140625,2,1.65
G9,8036383,dha,0.06103515625,1,1.05
G10,8036383,dha,0.06103515625,2,1.0
G11,8036383,lum,0.244140625,1,1.02
G12,8036383,lum,0.244140625,2,0.96
H1,8036381,dha,0.0,1,2.31
H2,8036381,dha,0.0,2,2.26
H3,8036381,lum,0.0,1,2.51
H4,8036381,lum,0.0,2,2.52
H5,8036382,dha,0.0,1,1.89
H6,8036382,dha,0.0,2,1.81
H7,8036382,lum,0.0,1,1.89
H8,8036382,lum,0.0,2,1.77
H9,8036383,dha,0.0,1,1.03
H10,8036383,dha,0.0,2,0.98
H11,8036383,lum,0.0,1,0.97
H12,8036383,lum,0.0,2,0.95
