well,sample_id,drug,conc_nm,replicate,au
A1,8036407,dha,250.0,1.0,1.89
A2,8036407,dha,250.0,2.0,1.86
A3,8036407,lum,1000.0,1.0,2.09
A4,8036407,lum,1000.0,2.0,2.03
A5,8036409,dha,250.0,1.0,3.64
A6,8036409,dha,250.0,2.0,3.58
A7,8036409,lum,1000.0,1.0,3.65
A8,8036409,lum,1000.0,2.0,3.54
A9,,,,,10.39
A10,,,,,11.03
A11,,,,,10.68
A12,,,,,9.94
B1,8036407,dha,62.5,1.0,1.82
B2,8036407,dha,62.5,2.0,1.79
B3,8036407,lum,250.0,1.0,1.96
B4,8036407,lum,250.0,2.0,1.97
B5,8036409,dha,62.5,1.0,3.48
B6,8036409,dha,62.5,2.0,3.48
B7,8036409,lum,250.0,1.0,3.48
B8,8036409,lum,250.0,2.0,3.26
B9,,,,,11.16
B10,,,,,11.25
B11,,,,,12.08
B12,,,,,10.55
C1,8036407,dha,15.625,1.0,1.88
C2,8036407,dha,15.625,2.0,1.85
C3,8036407,lum,62.5,1.0,2.0
C4,8036407,lum,62.5,2.0,2.03
C5,8036409,dha,15.625,1.0,3.45
C6,8036409,dha,15.625,2.0,3.35
C7,8036409,lum,62.5,1.0,3.49
C8,8036409,lum,62.5,2.0,3.38
C9,,,,,11.3
C10,,,,,11.63
C11,,,,,10.93
C12,,,,,10.58
D1,8036407,dha,3.90625,1.0,1.96
D2,8036407,dha,3.90625,2.0,1.87
D3,8036407,lum,15.625,1.0,2.01
D4,8036407,lum,15.625,2.0,1.98
D5,8036409,dha,3.90625,1.0,3.41
D6,8036409,dha,3.90625,2.0,3.4
D7,8036409,lum,15.625,1.0,3.55
D8,8036409,lum,15.625,2.0,3.74
D9,,,,,11.45
D10,,,,,11.57
D11,,,,,11.37
D12,,,,,10.23
E1,8036407,dha,0.9765625,1.0,1.94
E2,8036407,dha,0.9765625,2.0,1.96
E3,8036407,lum,3.90625,1.0,2.22
E4,8036407,lum,3.90625,2.0,2.26
E5,8036409,dha,0.9765625,1.0,3.58
E6,8036409,dha,0.9765625,2.0,3.41
E7,8036409,lum,3.90625,1.0,3.53
E8,8036409,lum,3.90625,2.0,3.31
E9,,,,,11.04
E10,,,,,11.62
E11,,,,,11.17
E12,,,,,10.22
F1,8036407,dha,0.244140625,1.0,2.12
F2,8036407,dha,0.244140625,2.0,2.11
F3,8036407,lum,0.9765625,1.0,2.29
F4,8036407,lum,0.9765625,2.0,2.28
F5,8036409,dha,0.244140625,1.0,3.56
F6,8036409,dha,0.244140625,2.0,3.36
F7,8036409,lum,0.9765625,1.0,3.53
F8,8036409,lum,0.9765625,2.0,3.42
F9,,,,,11.49
F10,,,,,11.62
F11,,,,,11.27
F12,,,,,10.6
G1,8036407,dha,0.06103515625,1.0,2.13
G2,8036407,dha,0.06103515625,2.0,2.11
G3,8036407,lum,0.244140625,1.0,2.35
G4,8036407,lum,0.244140625,2.0,2.23
G5,8036409,dha,0.06103515625,1.0,3.48
G6,8036409,dha,0.06103515625,2.0,3.37
G7,8036409,lum,0.244140625,1.0,3.36
G8,8036409,lum,0.244140625,2.0,3.25
G9,,,,,10.71
G10,,,,,10.67
G11,,,,,11.22
G12,,,,,10.04
H1,8036407,dha,0.0,1.0,2.04
H2,8036407,dha,0.0,2.0,2.08
H3,8036407,lum,0.0,1.0,2.25
H4,8036407,lum,0.0,2.0,2.24
H5,8036409,dha,0.0,1.0,3.58
H6,8036409,dha,0.0,2.0,3.41
H7,8036409,lum,0.0,1.0,3.46
H8,8036409,lum,0.0,2.0,3.35
H9,,,,,9.84
H10,,,,,9.83
H11,,,,,9.47
H12,,,,,9.81
