n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
25225,18418,17970,324,124,6807,barcode01,3D7
14394,11451,11267,98,86,2943,barcode02,Dd2
34448,32406,31613,266,527,2042,barcode03,HB3
4458,32,24,8,0,4426,barcode04,Human
282,2,2,0,0,280,barcode05,NTC1
261,3,3,0,0,258,barcode06,NTC2
334,4,4,0,0,330,barcode07,NTC3
285,3,3,0,0,282,barcode08,NTC4
45360,44315,43171,876,268,1045,barcode09,01046791
27719,26946,26407,416,123,773,barcode10,01046797
45763,44655,43559,775,321,1108,barcode11,01046798
39726,39294,38235,786,273,432,barcode12,01046799
37234,35816,34853,739,224,1418,barcode13,01046802
52267,51026,49300,1326,400,1241,barcode14,01046803
33833,33111,32227,590,294,722,barcode15,01046804
57393,56900,55397,1047,456,493,barcode16,01046805
37933,37212,36068,801,343,721,barcode17,5053639
47757,46681,45450,817,414,1076,barcode18,5053640
45660,43725,42746,659,320,1935,barcode19,5053641
586,5,5,0,0,581,barcode20,5053642
35206,33797,31668,860,1269,1409,barcode21,5053643
51540,50294,48840,1131,323,1246,barcode22,5053645
20408,15959,15757,156,46,4449,barcode23,5053646
22494,21493,20579,531,383,1001,barcode24,5053647
45284,44279,43011,875,393,1005,barcode25,5053648
47453,46627,45440,921,266,826,barcode26,01053971
14321,8078,8010,53,15,6243,barcode27,01053943
1728,3,3,0,0,1725,barcode28,5053676
2733,365,355,10,0,2368,barcode29,01045435
36906,33479,32349,901,229,3427,barcode30,01045436
30927,28856,27927,722,207,2071,barcode31,01045437
9951,7685,7453,181,51,2266,barcode32,01045438
33173,31407,30666,553,188,1766,barcode33,01045439
16771,13007,12718,251,38,3764,barcode34,01045440
36096,34565,33724,634,207,1531,barcode35,01045433
13217,6366,6154,136,76,6851,barcode36,01045446
23360,22287,21775,407,105,1073,barcode37,01045447
45766,43859,42673,868,318,1907,barcode38,01045448
33105,30299,28971,1175,153,2806,barcode39,01045449
13275,9133,8996,110,27,4142,barcode40,01045451
10854,1678,1603,73,2,9176,barcode41,01045452
38847,33689,32794,662,233,5158,barcode42,01045453
51134,49977,48673,1018,286,1157,barcode43,01045454
41252,35826,34767,884,175,5426,barcode44,2033421
18081,15592,15202,333,57,2489,barcode45,2033428
41971,41268,40259,682,327,703,barcode46,2033430
41381,40555,39341,878,336,826,barcode47,2033431
24718,23796,23141,525,130,922,barcode48,2033432
16576,7775,7428,287,60,8801,barcode49,8021754
41433,38921,37789,932,200,2512,barcode50,8021756
26731,22991,22044,832,115,3740,barcode51,8021758
24807,15955,15676,245,34,8852,barcode52,8021759
19694,17316,16920,332,64,2378,barcode53,8021757
8202,6130,5986,138,6,2072,barcode54,8021753
32815,23153,22264,828,61,9662,barcode55,8021764
34995,24626,23746,637,243,10369,barcode56,8021765
18496,14589,14211,339,39,3907,barcode57,8021784
19335,15500,15061,392,47,3835,barcode58,8021766
45338,44333,43185,862,286,1005,barcode59,8021785
39446,37984,36951,681,352,1462,barcode60,8021786
42200,41211,40116,805,290,989,barcode61,8021767
25275,24673,24017,432,224,602,barcode62,8021768
41648,40817,39712,803,302,831,barcode63,8021769
40309,39335,38167,871,297,974,barcode64,8021771
34572,33811,32831,784,196,761,barcode65,8021779
24333,23876,23170,545,161,457,barcode66,8021778
31326,30534,29707,638,189,792,barcode67,8021780
43428,42488,41296,893,299,940,barcode68,8021770
36208,34531,33542,751,238,1677,barcode69,8021776
28315,27411,26618,594,199,904,barcode70,8021777
38908,38160,37153,800,207,748,barcode71,8021781
55481,54666,53118,1230,318,815,barcode72,8021783
47152,46152,44815,1014,323,1000,barcode73,8021772
47127,46427,45115,1003,309,700,barcode74,8021775
38075,37156,36110,794,252,919,barcode75,8021773
32128,31063,30283,586,194,1065,barcode76,5053683
28525,27624,26488,992,144,901,barcode77,5053704
33475,32829,31633,881,315,646,barcode78,5053716
74696,73794,71537,1775,482,902,barcode79,5053780
20244,19863,19321,403,139,381,barcode80,5053692
4896,3481,3322,153,6,1415,barcode81,5053706
9049,8412,8191,201,20,637,barcode82,5053721
27598,26281,25499,593,189,1317,barcode83,5053726
5790,5107,5010,88,9,683,barcode84,5053732
45041,43616,42523,807,286,1425,barcode85,5053709
27139,26556,25541,843,172,583,barcode86,5053751
43963,43257,41931,1083,243,706,barcode87,5053722
45541,44543,42899,914,730,998,barcode88,5053702
10337,9684,9353,296,35,653,barcode89,5053714
28604,27756,27018,544,194,848,barcode90,5053782
10274,3194,3052,140,2,7080,barcode91,5053736
4318,2918,2915,0,3,1400,barcode92,5053712
21869,21233,20441,636,156,636,barcode93,5053700
46107,45596,43845,1335,416,511,barcode94,5053781
2558,2027,1960,62,5,531,barcode95,5053739
961,404,392,12,0,557,barcode96,5053724
195413,177819,172594,3723,1502,17594,unclassified,unclassified
