n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
31778,29492,29205,167,120,2286,barcode01,3D7
115285,108703,106963,1293,447,6582,barcode02,Dd2
78259,72417,71514,667,236,5842,barcode03,HB3
5332,11,7,4,0,5321,barcode04,humanDNA
1538,631,631,0,0,907,barcode05,PCR_NTC1
79340,77472,75885,1317,270,1868,barcode06,01039149
81865,78428,76661,1460,307,3437,barcode07,01039197
29957,28608,28050,515,43,1349,barcode08,01039154
58888,55543,53519,1739,285,3345,barcode09,01039190
11702,10232,10210,1,21,1470,barcode10,01039177
40345,38409,36712,1611,86,1936,barcode11,4043605
13835,13325,12643,662,20,510,barcode12,4043610
9045,7731,7610,96,25,1314,barcode13,4043678
36276,34753,33836,802,115,1523,barcode14,4043679
37473,36008,34637,1274,97,1465,barcode15,4043674
73602,71955,70753,1027,175,1647,barcode16,4043612
2800,359,358,0,1,2441,barcode17,4043629
77518,75746,74191,1233,322,1772,barcode18,4043630
41176,38992,38223,680,89,2184,barcode19,4043609
5450,3964,3961,0,3,1486,barcode20,4043667
65392,63657,62659,774,224,1735,barcode21,4043681
10762,9537,9317,183,37,1225,barcode22,4043664
66938,65331,63556,1373,402,1607,barcode23,4043677
7286,6849,6669,158,22,437,barcode24,4043673
89519,87035,85683,873,479,2484,barcode25,4043683
129831,127298,123922,2622,754,2533,barcode26,4043669
72700,71495,69176,2040,279,1205,barcode27,4043675
40949,38736,37385,1250,101,2213,barcode28,4043670
103559,101658,99328,1985,345,1901,barcode29,4043666
83840,81594,78733,2582,279,2246,barcode30,4043668
7571,3994,3981,9,4,3577,barcode31,4043631
95686,94442,92047,1988,407,1244,barcode32,4043616
11929,10847,10798,20,29,1082,barcode33,4043623
80792,78950,77498,1108,344,1842,barcode34,4043619
87570,86119,82940,2718,461,1451,barcode35,4043628
85307,82848,80983,1581,284,2459,barcode36,4043613
31639,30107,29558,482,67,1532,barcode37,4043608
49811,47211,46375,666,170,2600,barcode38,4043626
124888,122323,119609,2226,488,2565,barcode39,4043617
85970,83622,81505,1851,266,2348,barcode40,4043627
12942,11890,11784,62,44,1052,barcode41,4043625
27762,26292,25478,741,73,1470,barcode42,01038996
56620,53970,52633,1233,104,2650,barcode43,8035520
64064,60176,58885,1113,178,3888,barcode44,01038998
38660,34687,34100,495,92,3973,barcode45,01039023
7349,813,745,57,11,6536,barcode46,01038992
78703,73040,71674,1162,204,5663,barcode47,01038993
6163,2480,2401,73,6,3683,barcode48,01039028
12461,10478,10175,250,53,1983,barcode49,01039031
42976,35896,34490,1194,212,7080,barcode50,01039024
32110,28600,27942,562,96,3510,barcode51,01038997
53478,50708,48867,1666,175,2770,barcode52,01039033
6254,5591,5440,132,19,663,barcode53,01039027
3926,3422,3395,9,18,504,barcode54,01039025
26112,25010,24638,284,88,1102,barcode55,01039022
54448,52776,50763,1752,261,1672,barcode56,01039021
81163,78818,75748,2761,309,2345,barcode57,8035511
46290,43117,41729,1224,164,3173,barcode58,01039029
81290,77605,75153,2059,393,3685,barcode59,01039037
68622,60728,59399,1034,295,7894,barcode60,01039032
53193,50869,49529,1100,240,2324,barcode61,4043515
4361,3548,3453,86,9,813,barcode62,4043512
146883,144399,140254,2713,1432,2484,barcode63,4043509
67789,62900,62540,185,175,4889,barcode64,4043506
47995,42608,41455,960,193,5387,barcode65,4043511
68813,67351,65697,1231,423,1462,barcode66,4043510
76371,72839,72217,341,281,3532,barcode67,4043505
32176,31196,29898,1010,288,980,barcode68,4043502
120677,117611,114601,2078,932,3066,barcode69,4043508
23116,18805,18171,571,63,4311,barcode70,4043507
7848,3407,3311,92,4,4441,barcode71,4043504
16849,15647,15514,72,61,1202,barcode72,4043568
16127,12446,11983,435,28,3681,barcode73,01038995
21535,9972,9959,6,7,11563,barcode74,8035506
35398,33171,32717,368,86,2227,barcode75,8035515
12950,12273,11991,156,126,677,barcode76,8035504
75659,74443,72565,1368,510,1216,barcode77,4043513
2489,2384,2353,15,16,105,barcode78,01039086
124145,121925,117104,4018,803,2220,barcode79,01039050
9040,42,18,15,9,8998,barcode80,5053818
111600,110187,107293,2103,791,1413,barcode81,01039066
75168,70990,68795,1893,302,4178,barcode82,01039081
27260,25082,24311,715,56,2178,barcode83,01039103
54886,51863,50623,1060,180,3023,barcode84,01039065
97466,89937,87583,1857,497,7529,barcode85,01039089
43777,37346,35938,1287,121,6431,barcode86,01039043
124019,117615,114735,2442,438,6404,barcode87,01039041
11540,9619,9382,218,19,1921,barcode88,01039045
95146,92840,89625,2297,918,2306,barcode89,01039116
99657,96687,94143,1902,642,2970,barcode90,01039140
86802,82764,80094,2345,325,4038,barcode91,01039084
77351,71586,69734,1701,151,5765,barcode92,01039100
102777,100509,97573,2271,665,2268,barcode93,01039110
118497,112926,109076,3278,572,5571,barcode94,01039057
24351,12891,12857,13,21,11460,barcode95,01039120
878,550,548,0,2,328,barcode96,PCR_NTC2
302141,281153,274177,5030,1946,20988,unclassified,unclassified
