barcode,n_processed_fastq,sample_id
barcode01,47,3D7
barcode02,47,Dd2
barcode03,47,HB3
barcode04,47,IPC3445
barcode05,47,IPC3663
barcode06,47,Human
barcode07,45,NTC
barcode08,46,8030860
barcode09,47,8030861
barcode10,47,8030874
barcode11,47,8030875
barcode12,47,8030883
barcode13,47,8030884
barcode14,47,8030885
barcode15,46,8030887
barcode16,47,8030892
barcode17,46,8030893
barcode18,47,8030896
barcode19,46,8030904
barcode20,47,8030905
barcode21,46,8030907
barcode22,47,8030910
barcode23,47,8011159
barcode24,47,8011162
barcode25,47,8011164
barcode26,47,8011166
barcode27,47,8011167
barcode28,47,8031937
barcode29,47,8031944
barcode30,47,8031945
barcode31,47,8031946
barcode32,47,8031947
barcode33,47,8031948
barcode34,47,8031949
barcode35,47,8031959
barcode36,47,8031960
barcode37,47,8031961
barcode38,47,8031962
barcode39,47,8031963
barcode40,47,8031964
barcode41,47,8031965
barcode42,47,8031966
barcode43,47,8031967
barcode44,47,8031973
barcode45,47,8031975
barcode46,47,8031977
barcode47,46,8031979
barcode48,46,8031980
barcode49,47,8031981
barcode50,47,8031982
barcode51,47,8010682
barcode52,47,8010683
barcode53,47,8010684
barcode54,47,8010689
barcode55,47,8010691
barcode56,47,8010692
barcode57,47,8010694
barcode58,47,8010695
barcode59,47,8010699
barcode60,47,8010700
barcode61,47,8010702
barcode62,47,8010703
barcode63,47,8010705
barcode64,47,8010706
barcode65,47,8010707
barcode66,47,8010708
barcode67,47,8010709
barcode68,47,8010711
barcode69,47,8010715
barcode70,47,8010717
barcode71,47,8010938
barcode72,47,8010940
barcode73,47,8010942
barcode74,47,8010943
barcode75,47,8010944
barcode76,47,8010957
barcode77,47,8010960
barcode78,47,8010961
barcode79,47,8010965
barcode80,47,8010966
barcode81,47,8010967
barcode82,47,8010968
barcode83,47,8010969
barcode84,47,8010970
barcode85,47,8010973
barcode86,47,8010974
barcode87,47,8010975
barcode88,46,8010976
barcode89,47,8010978
barcode90,47,8010979
barcode91,47,8010983
barcode92,47,8010984
barcode93,47,8010985
barcode94,47,8010988
barcode95,47,8010990
barcode96,47,8010992
unclassified,47,unclassified
