n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
33181,31920,31377,307,236,1261,barcode01,3D7
45290,42269,41452,524,293,3021,barcode02,Dd2
24982,23119,22683,261,175,1863,barcode03,HB3
33878,33047,32201,334,512,831,barcode04,IPC3445
32987,32134,31092,545,497,853,barcode05,IPC3663
15878,37,18,13,6,15841,barcode06,Human
1178,10,10,0,0,1168,barcode07,NTC1
354,4,4,0,0,350,barcode08,NTC
35828,34485,33616,619,250,1343,barcode09,4043513
23368,22567,22144,318,105,801,barcode10,1039086
33166,32380,31551,564,265,786,barcode11,1039050
30294,29776,29097,378,301,518,barcode12,1039066
21428,19776,19133,538,105,1652,barcode13,1039081
21678,20376,19743,516,117,1302,barcode14,1039065
17055,15734,15414,222,98,1321,barcode15,1039089
12860,11739,11461,236,42,1121,barcode16,1039043
13155,12281,12073,148,60,874,barcode17,1039041
24301,23690,23114,312,264,611,barcode18,1039116
24964,24059,23518,282,259,905,barcode19,1039140
15281,14587,14272,243,72,694,barcode20,1039084
8494,7586,7404,147,35,908,barcode21,1039100
17807,16634,16280,195,159,1173,barcode22,1039110
14044,13083,12725,235,123,961,barcode23,1039057
688,99,99,0,0,589,barcode24,1039120
13546,12010,11696,261,53,1536,barcode25,1039114
30042,29094,28373,571,150,948,barcode26,8019640
17128,16541,16193,238,110,587,barcode27,8021624
35309,34645,33733,695,217,664,barcode28,8020645
3118,4,4,0,0,3114,barcode29,8020727
29107,28450,27824,460,166,657,barcode30,8020943
17946,17444,16923,363,158,502,barcode31,8021628
13434,13129,12866,157,106,305,barcode32,8019209
19520,18886,18536,274,76,634,barcode33,8019265
29622,28830,28268,356,206,792,barcode34,8019423
31236,30547,29676,643,228,689,barcode35,3031684
25603,24629,24109,327,193,974,barcode36,8019298
1409,1,1,0,0,1408,barcode37,8019366
22454,21460,21042,274,144,994,barcode38,8018917
22408,21773,21301,273,199,635,barcode39,8018869
24479,23786,23084,491,211,693,barcode40,8021475
28864,28135,27642,201,292,729,barcode41,8018864
31086,30379,29593,463,323,707,barcode42,8021482
31700,31070,30309,500,261,630,barcode43,8018863
32308,31715,30994,471,250,593,barcode44,8021544
6804,5437,5339,79,19,1367,barcode45,8018865
18037,17443,17099,193,151,594,barcode46,8021477
14318,13828,13560,164,104,490,barcode47,8018862
22758,22111,21643,280,188,647,barcode48,8018911
12741,12031,11752,168,111,710,barcode49,8018868
37866,36841,36008,477,356,1025,barcode50,8021411
34415,33362,32593,512,257,1053,barcode51,8018873
29773,29016,28447,344,225,757,barcode52,8018914
13936,13061,12841,149,71,875,barcode53,8018872
18998,18318,17898,231,189,680,barcode54,8018867
41641,40572,39403,705,464,1069,barcode55,1053913
27055,26256,25582,469,205,799,barcode56,8018912
27174,26485,25870,373,242,689,barcode57,8018866
18977,18317,17933,254,130,660,barcode58,8019973
26078,25185,24555,354,276,893,barcode59,1053912
19928,19020,18732,129,159,908,barcode60,8019861
16835,15632,15434,87,111,1203,barcode61,1053914
14175,13726,13443,158,125,449,barcode62,8018905
16617,15428,14933,409,86,1189,barcode63,2033419
26747,25736,25082,433,221,1011,barcode64,8021251
1602,57,52,4,1,1545,barcode65,8018871
85680,81042,79175,1088,779,4638,unclassified,unclassified
