expt_id_PCR,expt_date_PCR,expt_user_PCR,expt_version_PCR,expt_assay,expt_notes_PCR,expt_summary_PCR,expt_rxns_PCR,pcr_primers,pcr_primersource,pcr_targetpanel,pcr_template_vol,pcr_enzyme,pcr_product_ngul,expt_id_seqlib,expt_date_seqlib,expt_user_seqlib,expt_sub-type,expt_version_seqlib,expt_notes_seqlib,expt_summary_seqlib,expt_rxns_seqlib,pcr_product_targetmass_per_sample_ng,pcr_product_maxvol_ul,library_dnaconc_ngul,seq_platform,flowcell_targetmass_ng,flowcell_massloaded_ng,flowcell_maxvol_ul,flowcell_id,flowcell_chemistry,flowcell_status,flowcell_checkpores,flowcell_runlength_hrs,flowcell_prevusage_hrs,seqlib_identifier,barcode,pcrproductadded_vol_ul,sample_id,extraction_id,pcr_identifier,swga_identifier,sample_type
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,3.72,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_E3,barcode21,10,01039100,DR892,PCBM057_E3,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,36.2,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_F3,barcode22,10,01039110,DR893,PCBM057_F3,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,7.22,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_G3,barcode23,10,01039057,DR894,PCBM057_G3,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0.147,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_H3,barcode24,10,01039120,DR895,PCBM057_H3,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,3.5,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_A4,barcode25,10,01039114,DR897,PCBM057_A4,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,17.9,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_B4,barcode26,10,8019640,CW159,PCBM057_B4,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,11.0,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_C4,barcode27,10,8021624,CW160,PCBM057_C4,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,38.6,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_D4,barcode28,10,8020645,CW161,PCBM057_D4,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0.0358,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_E4,barcode29,10,8020727,CW162,PCBM057_E4,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,55.6,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_F4,barcode30,10,8020943,CW163,PCBM057_F4,,Field
