well,sample_id,drug,conc_nm,replicate,au
A1,8033807,dha,250.0,1,0.45
A2,8033807,dha,250.0,2,0.44
A3,8033807,lum,1000.0,1,0.47
A4,8033807,lum,1000.0,2,0.49
A5,8033808,dha,250.0,1,0.67
A6,8033808,dha,250.0,2,0.67
A7,8033808,lum,1000.0,1,0.68
A8,8033808,lum,1000.0,2,0.69
A9,8033809,dha,250.0,1,0.59
A10,8033809,dha,250.0,2,0.57
A11,8033809,lum,1000.0,1,0.57
A12,8033809,lum,1000.0,2,0.53
B1,8033807,dha,62.5,1,0.42
B2,8033807,dha,62.5,2,0.41
B3,8033807,lum,250.0,1,0.46
B4,8033807,lum,250.0,2,0.47
B5,8033808,dha,62.5,1,0.64
B6,8033808,dha,62.5,2,0.66
B7,8033808,lum,250.0,1,0.67
B8,8033808,lum,250.0,2,0.66
B9,8033809,dha,62.5,1,0.55
B10,8033809,dha,62.5,2,0.57
B11,8033809,lum,250.0,1,0.57
B12,8033809,lum,250.0,2,0.54
C1,8033807,dha,15.625,1,0.42
C2,8033807,dha,15.625,2,0.43
C3,8033807,lum,62.5,1,0.46
C4,8033807,lum,62.5,2,0.47
C5,8033808,dha,15.625,1,0.64
C6,8033808,dha,15.625,2,0.7
C7,8033808,lum,62.5,1,0.72
C8,8033808,lum,62.5,2,0.67
C9,8033809,dha,15.625,1,0.57
C10,8033809,dha,15.625,2,0.56
C11,8033809,lum,62.5,1,0.56
C12,8033809,lum,62.5,2,0.58
D1,8033807,dha,3.90625,1,0.42
D2,8033807,dha,3.90625,2,0.44
D3,8033807,lum,15.625,1,0.47
D4,8033807,lum,15.625,2,0.5
D5,8033808,dha,3.90625,1,0.65
D6,8033808,dha,3.90625,2,0.66
D7,8033808,lum,15.625,1,0.78
D8,8033808,lum,15.625,2,0.75
D9,8033809,dha,3.90625,1,0.59
D10,8033809,dha,3.90625,2,0.57
D11,8033809,lum,15.625,1,0.57
D12,8033809,lum,15.625,2,0.54
E1,8033807,dha,0.9765625,1,0.52
E2,8033807,dha,0.9765625,2,0.51
E3,8033807,lum,3.90625,1,0.55
E4,8033807,lum,3.90625,2,0.58
E5,8033808,dha,0.9765625,1,0.7
E6,8033808,dha,0.9765625,2,0.69
E7,8033808,lum,3.90625,1,0.8
E8,8033808,lum,3.90625,2,0.76
E9,8033809,dha,0.9765625,1,0.55
E10,8033809,dha,0.9765625,2,0.58
E11,8033809,lum,3.90625,1,0.58
E12,8033809,lum,3.90625,2,0.55
F1,8033807,dha,0.244140625,1,0.55
F2,8033807,dha,0.244140625,2,0.56
F3,8033807,lum,0.9765625,1,0.59
F4,8033807,lum,0.9765625,2,0.61
F5,8033808,dha,0.244140625,1,0.72
F6,8033808,dha,0.244140625,2,0.73
F7,8033808,lum,0.9765625,1,0.83
F8,8033808,lum,0.9765625,2,0.82
F9,8033809,dha,0.244140625,1,0.6
F10,8033809,dha,0.244140625,2,0.59
F11,8033809,lum,0.9765625,1,0.57
F12,8033809,lum,0.9765625,2,0.56
G1,8033807,dha,0.06103515625,1,0.58
G2,8033807,dha,0.06103515625,2,0.58
G3,8033807,lum,0.244140625,1,0.61
G4,8033807,lum,0.244140625,2,0.63
G5,8033808,dha,0.06103515625,1,0.84
G6,8033808,dha,0.06103515625,2,0.82
G7,8033808,lum,0.244140625,1,0.83
G8,8033808,lum,0.244140625,2,0.81
G9,8033809,dha,0.06103515625,1,0.59
G10,8033809,dha,0.06103515625,2,0.58
G11,8033809,lum,0.244140625,1,0.58
G12,8033809,lum,0.244140625,2,0.55
H1,8033807,dha,0.0,1,0.55
H2,8033807,dha,0.0,2,0.56
H3,8033807,lum,0.0,1,0.6
H4,8033807,lum,0.0,2,0.61
H5,8033808,dha,0.0,1,0.87
H6,8033808,dha,0.0,2,0.85
H7,8033808,lum,0.0,1,0.83
H8,8033808,lum,0.0,2,0.81
H9,8033809,dha,0.0,1,0.57
H10,8033809,dha,0.0,2,0.54
H11,8033809,lum,0.0,1,0.52
H12,8033809,lum,0.0,2,0.53
