well,sample_id,drug,conc_nm,replicate,au
A1,8033778,dha,250.0,1,0.66
A2,8033778,dha,250.0,2,0.68
A3,8033778,lum,1000.0,1,0.73
A4,8033778,lum,1000.0,2,0.76
A5,8033779,dha,250.0,1,0.82
A6,8033779,dha,250.0,2,0.83
A7,8033779,lum,1000.0,1,0.85
A8,8033779,lum,1000.0,2,0.82
A9,8033781,dha,250.0,1,2.46
A10,8033781,dha,250.0,2,2.41
A11,8033781,lum,1000.0,1,2.41
A12,8033781,lum,1000.0,2,2.23
B1,8033778,dha,62.5,1,0.61
B2,8033778,dha,62.5,2,0.62
B3,8033778,lum,250.0,1,0.69
B4,8033778,lum,250.0,2,0.7
B5,8033779,dha,62.5,1,0.76
B6,8033779,dha,62.5,2,0.78
B7,8033779,lum,250.0,1,0.8
B8,8033779,lum,250.0,2,0.75
B9,8033781,dha,62.5,1,2.35
B10,8033781,dha,62.5,2,2.42
B11,8033781,lum,250.0,1,2.47
B12,8033781,lum,250.0,2,2.28
C1,8033778,dha,15.625,1,0.64
C2,8033778,dha,15.625,2,0.66
C3,8033778,lum,62.5,1,0.69
C4,8033778,lum,62.5,2,0.68
C5,8033779,dha,15.625,1,0.79
C6,8033779,dha,15.625,2,0.81
C7,8033779,lum,62.5,1,0.85
C8,8033779,lum,62.5,2,0.77
C9,8033781,dha,15.625,1,2.42
C10,8033781,dha,15.625,2,2.41
C11,8033781,lum,62.5,1,2.4
C12,8033781,lum,62.5,2,2.3
D1,8033778,dha,3.90625,1,0.66
D2,8033778,dha,3.90625,2,0.64
D3,8033778,lum,15.625,1,0.68
D4,8033778,lum,15.625,2,0.7
D5,8033779,dha,3.90625,1,0.76
D6,8033779,dha,3.90625,2,0.77
D7,8033779,lum,15.625,1,0.89
D8,8033779,lum,15.625,2,0.84
D9,8033781,dha,3.90625,1,2.43
D10,8033781,dha,3.90625,2,2.52
D11,8033781,lum,15.625,1,2.42
D12,8033781,lum,15.625,2,2.23
E1,8033778,dha,0.9765625,1,0.68
E2,8033778,dha,0.9765625,2,0.7
E3,8033778,lum,3.90625,1,0.77
E4,8033778,lum,3.90625,2,0.79
E5,8033779,dha,0.9765625,1,0.81
E6,8033779,dha,0.9765625,2,0.78
E7,8033779,lum,3.90625,1,0.84
E8,8033779,lum,3.90625,2,0.8
E9,8033781,dha,0.9765625,1,2.31
E10,8033781,dha,0.9765625,2,2.41
E11,8033781,lum,3.90625,1,2.46
E12,8033781,lum,3.90625,2,2.25
F1,8033778,dha,0.244140625,1,0.76
F2,8033778,dha,0.244140625,2,0.82
F3,8033778,lum,0.9765625,1,0.81
F4,8033778,lum,0.9765625,2,0.82
F5,8033779,dha,0.244140625,1,0.84
F6,8033779,dha,0.244140625,2,0.82
F7,8033779,lum,0.9765625,1,0.87
F8,8033779,lum,0.9765625,2,0.84
F9,8033781,dha,0.244140625,1,2.45
F10,8033781,dha,0.244140625,2,2.48
F11,8033781,lum,0.9765625,1,2.47
F12,8033781,lum,0.9765625,2,2.24
G1,8033778,dha,0.06103515625,1,0.78
G2,8033778,dha,0.06103515625,2,0.8
G3,8033778,lum,0.244140625,1,0.85
G4,8033778,lum,0.244140625,2,0.81
G5,8033779,dha,0.06103515625,1,0.87
G6,8033779,dha,0.06103515625,2,0.83
G7,8033779,lum,0.244140625,1,0.83
G8,8033779,lum,0.244140625,2,0.81
G9,8033781,dha,0.06103515625,1,2.32
G10,8033781,dha,0.06103515625,2,2.37
G11,8033781,lum,0.244140625,1,2.41
G12,8033781,lum,0.244140625,2,2.2
H1,8033778,dha,0.0,1,0.75
H2,8033778,dha,0.0,2,0.77
H3,8033778,lum,0.0,1,0.81
H4,8033778,lum,0.0,2,0.82
H5,8033779,dha,0.0,1,0.88
H6,8033779,dha,0.0,2,0.85
H7,8033779,lum,0.0,1,0.88
H8,8033779,lum,0.0,2,0.87
H9,8033781,dha,0.0,1,2.26
H10,8033781,dha,0.0,2,2.23
H11,8033781,lum,0.0,1,2.18
H12,8033781,lum,0.0,2,2.12
