well,sample_id,drug,conc_nm,replicate,au
A1,8036295,dha,250.0,1,1.27
A2,8036295,dha,250.0,2,1.24
A3,8036295,lum,1000.0,1,1.44
A4,8036295,lum,1000.0,2,1.45
A5,8036296,dha,250.0,1,1.29
A6,8036296,dha,250.0,2,1.22
A7,8036296,lum,1000.0,1,1.41
A8,8036296,lum,1000.0,2,1.21
A9,8036297,dha,250.0,1,0.65
A10,8036297,dha,250.0,2,0.66
A11,8036297,lum,1000.0,1,0.65
A12,8036297,lum,1000.0,2,0.59
B1,8036295,dha,83.33333333333333,1,1.21
B2,8036295,dha,83.33333333333333,2,1.15
B3,8036295,lum,333.3333333333333,1,1.33
B4,8036295,lum,333.3333333333333,2,1.36
B5,8036296,dha,83.33333333333333,1,1.25
B6,8036296,dha,83.33333333333333,2,1.19
B7,8036296,lum,333.3333333333333,1,1.29
B8,8036296,lum,333.3333333333333,2,1.16
B9,8036297,dha,83.33333333333333,1,0.63
B10,8036297,dha,83.33333333333333,2,0.65
B11,8036297,lum,333.3333333333333,1,0.69
B12,8036297,lum,333.3333333333333,2,0.6
C1,8036295,dha,27.77777777777778,1,1.19
C2,8036295,dha,27.77777777777778,2,1.21
C3,8036295,lum,111.11111111111111,1,1.27
C4,8036295,lum,111.11111111111111,2,1.32
C5,8036296,dha,27.77777777777778,1,1.15
C6,8036296,dha,27.77777777777778,2,1.18
C7,8036296,lum,111.11111111111111,1,1.3
C8,8036296,lum,111.11111111111111,2,1.16
C9,8036297,dha,27.77777777777778,1,0.64
C10,8036297,dha,27.77777777777778,2,0.64
C11,8036297,lum,111.11111111111111,1,0.69
C12,8036297,lum,111.11111111111111,2,0.61
D1,8036295,dha,9.25925925925926,1,1.62
D2,8036295,dha,9.25925925925926,2,1.5
D3,8036295,lum,37.03703703703704,1,1.54
D4,8036295,lum,37.03703703703704,2,1.43
D5,8036296,dha,9.25925925925926,1,1.16
D6,8036296,dha,9.25925925925926,2,1.17
D7,8036296,lum,37.03703703703704,1,1.27
D8,8036296,lum,37.03703703703704,2,1.16
D9,8036297,dha,9.25925925925926,1,0.69
D10,8036297,dha,9.25925925925926,2,0.73
D11,8036297,lum,37.03703703703704,1,0.69
D12,8036297,lum,37.03703703703704,2,0.61
E1,8036295,dha,3.0864197530864197,1,2.63
E2,8036295,dha,3.0864197530864197,2,2.38
E3,8036295,lum,12.345679012345679,1,2.58
E4,8036295,lum,12.345679012345679,2,2.94
E5,8036296,dha,3.0864197530864197,1,1.2
E6,8036296,dha,3.0864197530864197,2,1.13
E7,8036296,lum,12.345679012345679,1,1.2
E8,8036296,lum,12.345679012345679,2,1.07
E9,8036297,dha,3.0864197530864197,1,0.74
E10,8036297,dha,3.0864197530864197,2,0.75
E11,8036297,lum,12.345679012345679,1,0.76
E12,8036297,lum,12.345679012345679,2,0.64
F1,8036295,dha,1.02880658436214,1,3.21
F2,8036295,dha,1.02880658436214,2,3.26
F3,8036295,lum,4.11522633744856,1,3.56
F4,8036295,lum,4.11522633744856,2,3.61
F5,8036296,dha,1.02880658436214,1,1.15
F6,8036296,dha,1.02880658436214,2,1.15
F7,8036296,lum,4.11522633744856,1,1.21
F8,8036296,lum,4.11522633744856,2,1.11
F9,8036297,dha,1.02880658436214,1,0.86
F10,8036297,dha,1.02880658436214,2,0.86
F11,8036297,lum,4.11522633744856,1,0.84
F12,8036297,lum,4.11522633744856,2,0.74
G1,8036295,dha,0.3429355281207133,1,3.2
G2,8036295,dha,0.3429355281207133,2,3.43
G3,8036295,lum,1.3717421124828533,1,3.91
G4,8036295,lum,1.3717421124828533,2,3.82
G5,8036296,dha,0.3429355281207133,1,1.19
G6,8036296,dha,0.3429355281207133,2,1.15
G7,8036296,lum,1.3717421124828533,1,1.16
G8,8036296,lum,1.3717421124828533,2,1.08
G9,8036297,dha,0.3429355281207133,1,0.84
G10,8036297,dha,0.3429355281207133,2,0.84
G11,8036297,lum,1.3717421124828533,1,0.85
G12,8036297,lum,1.3717421124828533,2,0.76
H1,8036295,dha,0.0,1,3.46
H2,8036295,dha,0.0,2,3.72
H3,8036295,lum,0.0,1,3.63
H4,8036295,lum,0.0,2,3.38
H5,8036296,dha,0.0,1,1.15
H6,8036296,dha,0.0,2,1.1
H7,8036296,lum,0.0,1,1.14
H8,8036296,lum,0.0,2,1.09
H9,8036297,dha,0.0,1,0.82
H10,8036297,dha,0.0,2,0.81
H11,8036297,lum,0.0,1,0.77
H12,8036297,lum,0.0,2,0.77
