barcode,n_processed_fastq,sample_id
barcode01,27,3D7
barcode02,27,Dd2
barcode03,27,HB3
barcode04,27,IPC3445
barcode05,27,Human
barcode06,27,NTC
barcode07,27,8013432
barcode08,27,8013434
barcode09,27,8013435
barcode10,27,8013436
barcode11,27,8013437
barcode12,27,8013439
barcode13,27,8013440
barcode14,27,8013442
barcode15,27,8013443
barcode16,27,8013444
barcode17,27,8013446
barcode18,27,8013449
barcode19,27,8013450
barcode20,27,8013452
barcode21,27,8013453
barcode22,27,8013454
barcode23,27,8013455
barcode24,27,8013456
barcode25,27,8013457
barcode26,27,8013458
barcode27,27,8013459
barcode28,27,8013460
barcode29,27,8013461
barcode30,27,8013462
barcode31,27,8013463
barcode32,27,8013464
barcode33,27,8013466
barcode34,27,8013468
barcode35,27,8013469
barcode36,27,8013470
barcode37,27,8013471
barcode38,27,8013472
barcode39,27,8013475
barcode40,27,8013476
barcode41,27,8013477
barcode42,27,8013478
barcode43,27,8013479
barcode44,27,8013480
barcode45,27,8013481
barcode46,27,8013482
barcode47,27,8013483
barcode48,27,8013485
barcode49,27,8013487
barcode50,27,8013488
barcode51,27,8013489
barcode52,27,8013491
barcode53,27,8013492
barcode54,27,8013493
barcode55,27,8013494
barcode56,27,8013496
barcode57,27,8013497
barcode58,27,8013498
barcode59,27,8013500
barcode60,27,8013676
barcode61,27,8013677
barcode62,27,8013679
barcode63,27,8013680
barcode64,27,8013681
barcode65,27,8013682
barcode66,27,8013685
barcode67,27,8013686
barcode68,27,8013687
barcode69,27,8013689
barcode70,27,8022801
barcode71,27,8022804
barcode72,27,8022806
barcode73,27,8022807
barcode74,27,8022809
barcode75,27,8022810
barcode76,27,8022811
barcode77,27,8022812
barcode78,27,8022813
barcode79,27,8022814
barcode80,27,8022816
barcode81,27,8022817
barcode82,27,8022818
barcode83,27,8022819
barcode84,27,8022820
barcode85,27,8022821
barcode86,27,8022822
barcode87,27,8022823
barcode88,27,8022824
barcode89,27,8022825
barcode90,27,8022831
barcode91,27,8022832
barcode92,27,8022833
barcode93,27,8022835
barcode94,27,8022837
barcode95,27,8022838
barcode96,27,8022839
unclassified,27,unclassified
