n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
92468,87465,84684,1153,1628,5003,barcode01,3D7
74934,67791,65660,1125,1006,7143,barcode02,Dd2
3375,39,28,11,0,3336,barcode03,HB3
64269,62358,60608,576,1174,1911,barcode04,IPC3445
3956,22,15,6,1,3934,barcode05,Human
1041,13,13,0,0,1028,barcode06,NTC
68730,66382,64155,1089,1138,2348,barcode07,8013432
25233,24489,23996,230,263,744,barcode08,8013434
69825,64927,62190,2053,684,4898,barcode09,8013435
69062,67210,64924,1848,438,1852,barcode10,8013436
57394,54910,52314,2008,588,2484,barcode11,8013437
19772,19094,18629,291,174,678,barcode12,8013439
39664,37435,35691,1267,477,2229,barcode13,8013440
42106,41036,39673,711,652,1070,barcode14,8013442
40605,39006,37640,917,449,1599,barcode15,8013443
37509,36668,35863,479,326,841,barcode16,8013444
50502,48801,47453,658,690,1701,barcode17,8013446
53521,52035,50517,1087,431,1486,barcode18,8013449
73491,70643,68249,1278,1116,2848,barcode19,8013450
40341,39338,38010,918,410,1003,barcode20,8013452
33290,32030,31084,494,452,1260,barcode21,8013453
17874,15297,14708,472,117,2577,barcode22,8013454
28646,27581,26686,631,264,1065,barcode23,8013455
94693,92678,90352,1265,1061,2015,barcode24,8013456
11289,3342,3214,117,11,7947,barcode25,8013457
68171,65182,62677,1989,516,2989,barcode26,8013458
46985,45911,44255,1218,438,1074,barcode27,8013459
86818,85037,81929,2219,889,1781,barcode28,8013460
57669,56393,54366,1379,648,1276,barcode29,8013461
23266,21233,20807,310,116,2033,barcode30,8013462
9454,2729,2648,73,8,6725,barcode31,8013463
22873,22190,21500,366,324,683,barcode32,8013464
25513,24058,23387,527,144,1455,barcode33,8013466
62688,60988,58959,1489,540,1700,barcode34,8013468
47934,46867,44836,1530,501,1067,barcode35,8013469
37330,35755,34581,847,327,1575,barcode36,8013470
27654,26366,25642,475,249,1288,barcode37,8013471
37548,36011,34847,738,426,1537,barcode38,8013472
28258,27232,26353,443,436,1026,barcode39,8013475
53023,52001,50879,633,489,1022,barcode40,8013476
85605,83628,80797,2005,826,1977,barcode41,8013477
56000,54529,52143,1899,487,1471,barcode42,8013478
48147,45997,43777,2021,199,2150,barcode43,8013479
80715,78666,75898,2198,570,2049,barcode44,8013480
89365,87107,83705,2521,881,2258,barcode45,8013481
46092,44001,42344,1104,553,2091,barcode46,8013482
5168,9,9,0,0,5159,barcode47,8013483
12032,11349,11139,103,107,683,barcode48,8013485
51605,49768,48239,901,628,1837,barcode49,8013487
30054,28486,27131,1170,185,1568,barcode50,8013488
77127,74823,71732,2247,844,2304,barcode51,8013489
47468,45796,44324,1197,275,1672,barcode52,8013491
14643,12360,12220,89,51,2283,barcode53,8013492
27304,18675,16495,2146,34,8629,barcode54,8013493
71984,70935,69007,1069,859,1049,barcode55,8013494
20374,18912,18710,79,123,1462,barcode56,8013496
14824,13606,13308,243,55,1218,barcode57,8013497
38681,37749,36144,1239,366,932,barcode58,8013498
67232,64560,62117,2131,312,2672,barcode59,8013500
71731,69909,66840,2131,938,1822,barcode60,8013676
52217,49762,46881,2359,522,2455,barcode61,8013677
39626,38499,37116,904,479,1127,barcode62,8013679
68415,66349,63081,2677,591,2066,barcode63,8013680
44942,42432,40383,1625,424,2510,barcode64,8013681
45900,44038,42606,712,720,1862,barcode65,8013682
34862,33811,32601,587,623,1051,barcode66,8013685
63155,61055,58909,1386,760,2100,barcode67,8013686
48151,45723,44325,813,585,2428,barcode68,8013687
77298,74973,72304,1717,952,2325,barcode69,8013689
35112,33230,31910,625,695,1882,barcode70,8022801
33666,31932,30883,541,508,1734,barcode71,8022804
30848,30002,28882,393,727,846,barcode72,8022806
68087,65095,62732,1667,696,2992,barcode73,8022807
59499,58029,55565,1435,1029,1470,barcode74,8022809
5533,1841,1838,0,3,3692,barcode75,8022810
20525,18211,17222,861,128,2314,barcode76,8022811
8896,18,14,3,1,8878,barcode77,8022812
3432,1174,1169,0,5,2258,barcode78,8022813
1512,658,653,0,5,854,barcode79,8022814
34457,33368,32050,786,532,1089,barcode80,8022816
19170,17515,17006,409,100,1655,barcode81,8022817
36077,33268,32098,750,420,2809,barcode82,8022818
67819,65505,63162,1168,1175,2314,barcode83,8022819
50500,48648,46781,1167,700,1852,barcode84,8022820
64597,60661,57846,1903,912,3936,barcode85,8022821
33988,31936,30376,1098,462,2052,barcode86,8022822
82567,80219,75882,2963,1374,2348,barcode87,8022823
79741,78097,75593,1296,1208,1644,barcode88,8022824
13149,9880,9353,493,34,3269,barcode89,8022825
67701,64092,61134,2494,464,3609,barcode90,8022831
75722,72460,68826,2926,708,3262,barcode91,8022832
74913,70942,65995,4550,397,3971,barcode92,8022833
81105,77609,73626,3128,855,3496,barcode93,8022835
90978,88346,84408,2553,1385,2632,barcode94,8022837
36536,35458,34165,1012,281,1078,barcode95,8022838
44086,42976,41225,876,875,1110,barcode96,8022839
253299,230965,221649,5669,3647,22334,unclassified,unclassified
