n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
97049,90710,88191,1692,827,6339,barcode01,3D7
51066,44573,43158,979,436,6493,barcode02,Dd2
83179,80440,78437,1241,762,2739,barcode03,HB3
73935,71235,67725,2183,1327,2700,barcode04,IPC3663
33838,54,25,25,4,33784,barcode05,Human
1035,12,12,0,0,1023,barcode06,NTC
70437,66935,64531,1887,517,3502,barcode07,4043139
27529,25746,24293,1338,115,1783,barcode08,4043140
12032,9191,8241,924,26,2841,barcode09,4043141
36710,34845,32684,1981,180,1865,barcode10,4043143
81520,78934,75776,2708,450,2586,barcode11,4043144
27730,26641,25381,1095,165,1089,barcode12,4043145
42369,38773,35672,2919,182,3596,barcode13,4043148
25958,18931,18056,774,101,7027,barcode14,8036468
24424,21336,20301,899,136,3088,barcode15,8036469
34102,31044,28978,1925,141,3058,barcode16,8036470
78317,74776,71086,3089,601,3541,barcode17,8036471
57894,55949,53575,2010,364,1945,barcode18,8036473
103971,98608,94394,3598,616,5363,barcode19,8036474
59504,57540,55001,1997,542,1964,barcode20,8036475
66741,63383,60456,2507,420,3358,barcode21,8036477
44344,32304,30010,2139,155,12040,barcode22,8036478
58496,56411,54684,1193,534,2085,barcode23,8036481
78386,74519,72110,1469,940,3867,barcode24,8036482
104334,99334,95334,3347,653,5000,barcode25,8036484
69416,62992,59703,2948,341,6424,barcode26,8036485
52263,48782,46661,1890,231,3481,barcode27,8036486
111363,107724,103776,2995,953,3639,barcode28,8036488
64090,62104,59997,1495,612,1986,barcode29,8036490
85601,82695,79970,2103,622,2906,barcode30,8036492
39567,34880,33352,1375,153,4687,barcode31,8036493
44835,43092,42039,612,441,1743,barcode32,8036494
64775,62285,60048,1796,441,2490,barcode33,8036495
64389,57391,53030,4099,262,6998,barcode34,8036496
64011,61018,57920,2834,264,2993,barcode35,8036497
71705,65095,61973,2601,521,6610,barcode36,8036498
65574,61580,58856,2330,394,3994,barcode37,8036499
72674,68679,66309,1763,607,3995,barcode38,8036500
70149,66931,62353,4209,369,3218,barcode39,8036502
33158,23979,22259,1596,124,9179,barcode40,8036503
77192,73190,69722,3032,436,4002,barcode41,8036504
57370,55576,52938,2212,426,1794,barcode42,8036505
63722,60425,57377,2640,408,3297,barcode43,8036506
99632,92571,86168,5769,634,7061,barcode44,8036507
104995,101282,97483,2921,878,3713,barcode45,8036512
58929,54154,52173,1565,416,4775,barcode46,8036513
33399,29685,28370,1160,155,3714,barcode47,8036514
35327,32639,31625,718,296,2688,barcode48,8036515
74319,69664,65196,4118,350,4655,barcode49,8036517
66738,63711,59741,3657,313,3027,barcode50,8036518
121880,115264,108004,6793,467,6616,barcode51,8036520
100933,97799,93703,3454,642,3134,barcode52,8036522
97128,94232,88751,4810,671,2896,barcode53,8036523
44269,41528,39928,1374,226,2741,barcode54,8036525
86808,71712,62396,9148,168,15096,barcode55,8036527
62470,60429,58512,1469,448,2041,barcode56,8036528
45850,33914,29860,3993,61,11936,barcode57,8036530
19492,13730,12198,1486,46,5762,barcode58,8036532
44572,26810,24155,2602,53,17762,barcode59,8036539
38085,7192,6388,788,16,30893,barcode60,8036540
31401,6661,5930,720,11,24740,barcode61,8036541
19128,6256,5777,451,28,12872,barcode62,8036544
50154,618,577,35,6,49536,barcode63,8036545
86288,80192,76639,2870,683,6096,barcode64,8036546
83090,76652,73017,3160,475,6438,barcode65,8036548
14422,9394,8845,519,30,5028,barcode66,8036552
101821,95361,91062,3784,515,6460,barcode67,8036553
53728,20439,18829,1574,36,33289,barcode68,8036554
68290,60446,57954,2214,278,7844,barcode69,8036556
83259,76163,73447,2181,535,7096,barcode70,8036557
78481,73918,70773,2588,557,4563,barcode71,8036560
57731,54453,52850,1160,443,3278,barcode72,8010579
105990,101066,96279,4083,704,4924,barcode73,8011268
84296,77844,71811,5535,498,6452,barcode74,8011272
118002,113462,109456,3189,817,4540,barcode75,8011273
66167,61147,56675,4195,277,5020,barcode76,8011280
65529,59291,53492,5514,285,6238,barcode77,8011281
85462,82256,79025,2687,544,3206,barcode78,8011282
81285,78589,76168,1876,545,2696,barcode79,8011286
27736,21583,20107,1355,121,6153,barcode80,8011305
56459,53841,51323,2133,385,2618,barcode81,8011312
69356,65471,62188,2698,585,3885,barcode82,8010061
61723,58002,55271,2317,414,3721,barcode83,8010062
55636,51666,45190,5897,579,3970,barcode84,8010251
74365,68429,64896,3028,505,5936,barcode85,8010255
44529,41210,39656,1290,264,3319,barcode86,8010259
35761,18175,15774,2350,51,17586,barcode87,8010265
82935,80386,77596,2204,586,2549,barcode88,8010266
77800,67818,63140,4281,397,9982,barcode89,8010285
85379,79945,75239,4142,564,5434,barcode90,8010286
63597,50514,47076,2973,465,13083,barcode91,8010292
98204,93233,88716,3944,573,4971,barcode92,8010499
443241,391589,368768,19299,3522,51652,unclassified,unclassified
