well,sample_id,drug,conc_nm,replicate,au
A1,8033763,dha,250.0,1,1.34
A2,8033763,dha,250.0,2,1.35
A3,8033763,lum,1000.0,1,1.51
A4,8033763,lum,1000.0,2,1.5
A5,8033767,dha,250.0,1,0.91
A6,8033767,dha,250.0,2,0.91
A7,8033767,lum,1000.0,1,0.95
A8,8033767,lum,1000.0,2,0.9
A9,8033768,dha,250.0,1,0.66
A10,8033768,dha,250.0,2,0.65
A11,8033768,lum,1000.0,1,0.68
A12,8033768,lum,1000.0,2,0.61
B1,8033763,dha,62.5,1,1.32
B2,8033763,dha,62.5,2,1.33
B3,8033763,lum,250.0,1,1.42
B4,8033763,lum,250.0,2,1.44
B5,8033767,dha,62.5,1,0.85
B6,8033767,dha,62.5,2,0.85
B7,8033767,lum,250.0,1,0.9
B8,8033767,lum,250.0,2,0.84
B9,8033768,dha,62.5,1,0.62
B10,8033768,dha,62.5,2,0.6
B11,8033768,lum,250.0,1,0.68
B12,8033768,lum,250.0,2,0.62
C1,8033763,dha,15.625,1,1.33
C2,8033763,dha,15.625,2,1.33
C3,8033763,lum,62.5,1,1.42
C4,8033763,lum,62.5,2,1.42
C5,8033767,dha,15.625,1,0.82
C6,8033767,dha,15.625,2,0.87
C7,8033767,lum,62.5,1,0.92
C8,8033767,lum,62.5,2,0.85
C9,8033768,dha,15.625,1,0.63
C10,8033768,dha,15.625,2,0.62
C11,8033768,lum,62.5,1,0.67
C12,8033768,lum,62.5,2,0.64
D1,8033763,dha,3.90625,1,1.38
D2,8033763,dha,3.90625,2,1.37
D3,8033763,lum,15.625,1,1.39
D4,8033763,lum,15.625,2,1.38
D5,8033767,dha,3.90625,1,0.82
D6,8033767,dha,3.90625,2,0.82
D7,8033767,lum,15.625,1,0.88
D8,8033767,lum,15.625,2,0.85
D9,8033768,dha,3.90625,1,0.64
D10,8033768,dha,3.90625,2,0.61
D11,8033768,lum,15.625,1,1.61
D12,8033768,lum,15.625,2,1.44
E1,8033763,dha,0.9765625,1,1.46
E2,8033763,dha,0.9765625,2,1.42
E3,8033763,lum,3.90625,1,1.7
E4,8033763,lum,3.90625,2,1.67
E5,8033767,dha,0.9765625,1,0.94
E6,8033767,dha,0.9765625,2,0.91
E7,8033767,lum,3.90625,1,1.16
E8,8033767,lum,3.90625,2,1.08
E9,8033768,dha,0.9765625,1,0.73
E10,8033768,dha,0.9765625,2,0.75
E11,8033768,lum,3.90625,1,1.97
E12,8033768,lum,3.90625,2,1.84
F1,8033763,dha,0.244140625,1,1.65
F2,8033763,dha,0.244140625,2,1.66
F3,8033763,lum,0.9765625,1,1.83
F4,8033763,lum,0.9765625,2,1.86
F5,8033767,dha,0.244140625,1,1.39
F6,8033767,dha,0.244140625,2,1.34
F7,8033767,lum,0.9765625,1,1.58
F8,8033767,lum,0.9765625,2,1.53
F9,8033768,dha,0.244140625,1,1.53
F10,8033768,dha,0.244140625,2,1.54
F11,8033768,lum,0.9765625,1,2.07
F12,8033768,lum,0.9765625,2,1.89
G1,8033763,dha,0.06103515625,1,1.74
G2,8033763,dha,0.06103515625,2,1.79
G3,8033763,lum,0.244140625,1,1.91
G4,8033763,lum,0.244140625,2,1.92
G5,8033767,dha,0.06103515625,1,1.69
G6,8033767,dha,0.06103515625,2,1.57
G7,8033767,lum,0.244140625,1,1.61
G8,8033767,lum,0.244140625,2,1.58
G9,8033768,dha,0.06103515625,1,1.87
G10,8033768,dha,0.06103515625,2,1.88
G11,8033768,lum,0.244140625,1,2.0
G12,8033768,lum,0.244140625,2,1.84
H1,8033763,dha,0.0,1,1.69
H2,8033763,dha,0.0,2,1.76
H3,8033763,lum,0.0,1,1.88
H4,8033763,lum,0.0,2,1.88
H5,8033767,dha,0.0,1,1.78
H6,8033767,dha,0.0,2,1.72
H7,8033767,lum,0.0,1,1.79
H8,8033767,lum,0.0,2,1.67
H9,8033768,dha,0.0,1,1.92
H10,8033768,dha,0.0,2,1.86
H11,8033768,lum,0.0,1,1.79
H12,8033768,lum,0.0,2,1.79
