well,sample_id,drug,conc_nm,replicate,au
A1,8036298,dha,250.0,1,0.96
A2,8036298,dha,250.0,2,0.96
A3,8036298,lum,1000.0,1,1.05
A4,8036298,lum,1000.0,2,1.04
A5,8036301,dha,250.0,1,2.71
A6,8036301,dha,250.0,2,2.7
A7,8036301,lum,1000.0,1,2.83
A8,8036301,lum,1000.0,2,2.48
A9,8036302,dha,250.0,1,1.25
A10,8036302,dha,250.0,2,1.29
A11,8036302,lum,1000.0,1,1.29
A12,8036302,lum,1000.0,2,1.16
B1,8036298,dha,83.33333333333333,1,0.9
B2,8036298,dha,83.33333333333333,2,0.94
B3,8036298,lum,333.3333333333333,1,1.02
B4,8036298,lum,333.3333333333333,2,1.05
B5,8036301,dha,83.33333333333333,1,2.71
B6,8036301,dha,83.33333333333333,2,2.64
B7,8036301,lum,333.3333333333333,1,2.74
B8,8036301,lum,333.3333333333333,2,2.52
B9,8036302,dha,83.33333333333333,1,1.22
B10,8036302,dha,83.33333333333333,2,1.24
B11,8036302,lum,333.3333333333333,1,1.33
B12,8036302,lum,333.3333333333333,2,1.18
C1,8036298,dha,27.77777777777778,1,0.95
C2,8036298,dha,27.77777777777778,2,0.93
C3,8036298,lum,111.11111111111111,1,1.09
C4,8036298,lum,111.11111111111111,2,1.1
C5,8036301,dha,27.77777777777778,1,2.66
C6,8036301,dha,27.77777777777778,2,2.58
C7,8036301,lum,111.11111111111111,1,2.78
C8,8036301,lum,111.11111111111111,2,2.58
C9,8036302,dha,27.77777777777778,1,1.24
C10,8036302,dha,27.77777777777778,2,1.25
C11,8036302,lum,111.11111111111111,1,1.29
C12,8036302,lum,111.11111111111111,2,1.19
D1,8036298,dha,9.25925925925926,1,0.99
D2,8036298,dha,9.25925925925926,2,0.94
D3,8036298,lum,37.03703703703704,1,1.07
D4,8036298,lum,37.03703703703704,2,0.99
D5,8036301,dha,9.25925925925926,1,2.57
D6,8036301,dha,9.25925925925926,2,2.61
D7,8036301,lum,37.03703703703704,1,2.73
D8,8036301,lum,37.03703703703704,2,2.53
D9,8036302,dha,9.25925925925926,1,1.32
D10,8036302,dha,9.25925925925926,2,1.33
D11,8036302,lum,37.03703703703704,1,1.28
D12,8036302,lum,37.03703703703704,2,1.16
E1,8036298,dha,3.0864197530864197,1,1.1
E2,8036298,dha,3.0864197530864197,2,1.09
E3,8036298,lum,12.345679012345679,1,0.99
E4,8036298,lum,12.345679012345679,2,1.04
E5,8036301,dha,3.0864197530864197,1,2.75
E6,8036301,dha,3.0864197530864197,2,2.55
E7,8036301,lum,12.345679012345679,1,2.54
E8,8036301,lum,12.345679012345679,2,2.42
E9,8036302,dha,3.0864197530864197,1,1.31
E10,8036302,dha,3.0864197530864197,2,1.3
E11,8036302,lum,12.345679012345679,1,1.3
E12,8036302,lum,12.345679012345679,2,1.15
F1,8036298,dha,1.02880658436214,1,1.09
F2,8036298,dha,1.02880658436214,2,1.06
F3,8036298,lum,4.11522633744856,1,1.14
F4,8036298,lum,4.11522633744856,2,1.06
F5,8036301,dha,1.02880658436214,1,2.7
F6,8036301,dha,1.02880658436214,2,2.37
F7,8036301,lum,4.11522633744856,1,2.63
F8,8036301,lum,4.11522633744856,2,2.51
F9,8036302,dha,1.02880658436214,1,1.39
F10,8036302,dha,1.02880658436214,2,1.35
F11,8036302,lum,4.11522633744856,1,1.34
F12,8036302,lum,4.11522633744856,2,1.21
G1,8036298,dha,0.3429355281207133,1,1.04
G2,8036298,dha,0.3429355281207133,2,1.05
G3,8036298,lum,1.3717421124828533,1,1.16
G4,8036298,lum,1.3717421124828533,2,1.15
G5,8036301,dha,0.3429355281207133,1,2.68
G6,8036301,dha,0.3429355281207133,2,2.46
G7,8036301,lum,1.3717421124828533,1,2.58
G8,8036301,lum,1.3717421124828533,2,2.33
G9,8036302,dha,0.3429355281207133,1,1.29
G10,8036302,dha,0.3429355281207133,2,1.28
G11,8036302,lum,1.3717421124828533,1,1.33
G12,8036302,lum,1.3717421124828533,2,1.21
H1,8036298,dha,0.0,1,1.03
H2,8036298,dha,0.0,2,1.02
H3,8036298,lum,0.0,1,1.14
H4,8036298,lum,0.0,2,1.12
H5,8036301,dha,0.0,1,2.6
H6,8036301,dha,0.0,2,2.26
H7,8036301,lum,0.0,1,2.58
H8,8036301,lum,0.0,2,2.4
H9,8036302,dha,0.0,1,1.23
H10,8036302,dha,0.0,2,1.15
H11,8036302,lum,0.0,1,1.21
H12,8036302,lum,0.0,2,1.15
