n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
17502,16203,15907,191,105,1299,barcode01,3D7
12443,8769,8626,92,51,3674,barcode02,Dd2
12016,8464,8396,44,24,3552,barcode03,HB3
15650,15069,14733,143,193,581,barcode04,IPC3445
12276,11740,11237,329,174,536,barcode05,IPC3663
11242,6,6,0,0,11236,barcode06,Human
790,4,4,0,0,786,barcode07,NTC1
575,0,0,0,0,575,barcode08,NTC
12782,12176,11873,210,93,606,barcode09,5053711
7776,6414,6276,117,21,1362,barcode10,5053727
10034,8074,7871,176,27,1960,barcode11,5053767
10117,9829,9609,153,67,288,barcode12,5053713
17799,16947,16675,185,87,852,barcode13,5053715
13659,13337,13034,208,95,322,barcode14,5053695
5049,3426,3284,128,14,1623,barcode15,5053699
8345,6837,6542,267,28,1508,barcode16,5053705
4163,3912,3839,60,13,251,barcode17,5053710
4861,4152,3948,194,10,709,barcode18,5053742
8433,5124,4996,98,30,3309,barcode19,1036151
5285,3505,3338,146,21,1780,barcode20,1036153
7325,6702,6503,163,36,623,barcode21,1036152
5533,4757,4640,96,21,776,barcode22,1036154
10826,9805,9589,152,64,1021,barcode23,1036155
15709,15225,14876,243,106,484,barcode24,1036156
7730,6902,6676,206,20,828,barcode25,1036157
12530,11031,10654,345,32,1499,barcode26,1036158
7943,7558,7404,106,48,385,barcode27,5053930
15955,15294,14879,314,101,661,barcode28,5053929
12251,9548,9268,223,57,2703,barcode29,5053891
16509,15992,15585,276,131,517,barcode30,5053937
7961,7647,7401,192,54,314,barcode31,5053933
3497,3218,3144,52,22,279,barcode32,5053931
9949,9565,9242,255,68,384,barcode33,5053903
12034,11696,11232,385,79,338,barcode34,5053898
16785,16214,15636,483,95,571,barcode35,5053906
10552,10008,9735,212,61,544,barcode36,5053934
8243,7838,7637,145,56,405,barcode37,5053936
6916,4853,4678,156,19,2063,barcode38,8021909
18097,17057,16574,357,126,1040,barcode39,5053935
13182,12768,12423,280,65,414,barcode40,5053907
20061,19492,18982,363,147,569,barcode41,5053905
14194,13741,13424,248,69,453,barcode42,5053904
17200,16534,16115,316,103,666,barcode43,5053932
14036,13637,13144,391,102,399,barcode44,5053897
16115,15564,15029,437,98,551,barcode45,8021027
15827,15230,14879,229,122,597,barcode46,8021010
17696,17122,16601,381,140,574,barcode47,8023974
14299,13430,13143,219,68,869,barcode48,8023992
8693,8003,7814,136,53,690,barcode49,8021039
15104,14347,13888,392,67,757,barcode50,8023994
17675,16920,16465,370,85,755,barcode51,8021020
14442,14021,13702,211,108,421,barcode52,8019450
15351,14878,14573,192,113,473,barcode53,8019451
8034,6769,6609,136,24,1265,barcode54,8019456
28978,28489,27748,529,212,489,barcode55,8023245
14610,12235,11877,284,74,2375,barcode56,8023230
7350,4936,4819,95,22,2414,barcode57,8023299
8050,7679,7467,152,60,371,barcode58,8023302
14589,14125,13873,185,67,464,barcode59,8023313
11923,11206,10957,204,45,717,barcode60,8023307
12952,11441,11208,187,46,1511,barcode61,8023304
9024,8460,8260,162,38,564,barcode62,8023305
10662,5854,5619,207,28,4808,barcode63,8023314
7461,6909,6643,222,44,552,barcode64,8023296
4296,3572,3350,217,5,724,barcode65,8023300
4496,4122,3992,117,13,374,barcode66,5053837
9418,8729,8526,166,37,689,barcode67,5053831
16095,15627,15351,196,80,468,barcode68,5053842
6871,5689,5474,189,26,1182,barcode69,1012544
8127,6298,6099,165,34,1829,barcode70,1012412
7140,6215,6053,132,30,925,barcode71,1012542
8682,7944,7726,179,39,738,barcode72,1012540
5596,4335,4240,79,16,1261,barcode73,1012559
6971,6474,6345,94,35,497,barcode74,1012556
13574,12696,12442,198,56,878,barcode75,1012574
15062,14436,14098,204,134,626,barcode76,1012543
13765,11837,11587,188,62,1928,barcode77,1012546
6901,6137,6023,83,31,764,barcode78,1012577
14725,12671,12334,297,40,2054,barcode79,1012538
15780,15105,14818,200,87,675,barcode80,1012512
12653,12298,12027,220,51,355,barcode81,1012552
6116,5412,5306,80,26,704,barcode82,1012579
12871,12300,12055,174,71,571,barcode83,1012413
9771,8483,8293,137,53,1288,barcode84,1012521
15993,15198,14911,186,101,795,barcode85,8023340
10988,10132,9935,140,57,856,barcode86,8023349
21395,20699,20247,326,126,696,barcode87,8023336
19288,18850,18419,273,158,438,barcode88,8023334
6907,5337,5193,116,28,1570,barcode89,8023330
7640,5306,5130,162,14,2334,barcode90,8023337
13076,12243,12029,148,66,833,barcode91,8023332
11433,10433,10211,185,37,1000,barcode92,8023320
11392,10055,9824,193,38,1337,barcode93,8023319
16140,14644,14346,209,89,1496,barcode94,8023323
6177,5943,5812,111,20,234,barcode95,8023326
983,867,861,4,2,116,barcode96,8023328
62405,55874,54473,993,408,6531,unclassified,unclassified
