n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
22227,21357,20866,117,374,870,barcode01,3D7
26652,25230,24577,120,533,1422,barcode02,Dd2
17768,16910,16377,77,456,858,barcode03,HB3
3444,313,290,16,7,3131,barcode04,human
296,104,101,1,2,192,barcode05,NTC-a
23876,23220,22628,330,262,656,barcode06,8030793
46939,46231,44413,625,1193,708,barcode07,8030794
36331,35875,34524,497,854,456,barcode08,8030809
38022,37065,35915,530,620,957,barcode09,8030810
31815,31392,30199,377,816,423,barcode10,8030812
22897,22365,21591,382,392,532,barcode11,8030813
24712,24381,23633,323,425,331,barcode12,8030816
28498,27679,26731,361,587,819,barcode13,8030817
35682,35087,33757,520,810,595,barcode14,8030818
23090,22167,21277,274,616,923,barcode15,8030819
32642,31977,30952,350,675,665,barcode16,8030820
24831,24338,23562,418,358,493,barcode17,8030822
29950,29574,28647,318,609,376,barcode18,8030823
31381,31017,29980,356,681,364,barcode19,8030825
19274,18981,18395,202,384,293,barcode20,8030826
26216,25729,24979,281,469,487,barcode21,8030827
23772,23178,22350,354,474,594,barcode22,8030828
28896,28206,27234,417,555,690,barcode23,8030829
4589,3445,3324,24,97,1144,barcode24,8030830
27673,27130,26248,282,600,543,barcode25,8031002
30462,29711,28627,526,558,751,barcode26,8031011
16438,16119,15697,191,231,319,barcode27,8031015
16043,15328,14962,220,146,715,barcode28,8031016
23537,23156,22623,277,256,381,barcode29,8031019
4584,4253,4108,113,32,331,barcode30,8031020
15032,14639,14264,160,215,393,barcode31,8031023
17936,17680,17228,146,306,256,barcode32,8031024
9589,7903,7563,249,91,1686,barcode33,8031031
8749,8353,8209,70,74,396,barcode34,8031035
9030,8518,8114,317,87,512,barcode35,8031044
20732,20141,19401,273,467,591,barcode36,8031051
877,676,670,0,6,201,barcode37,8031064
23565,23020,22178,253,589,545,barcode38,8031067
26739,26171,25367,441,363,568,barcode39,8031068
1236,289,286,0,3,947,barcode40,8031071
26871,26479,25560,316,603,392,barcode41,8031074
31893,31394,30328,446,620,499,barcode42,8031075
26626,25856,25187,231,438,770,barcode43,8031078
14596,14085,13768,185,132,511,barcode44,8031079
32098,31557,30614,335,608,541,barcode45,8031081
34397,33660,32492,542,626,737,barcode46,8031083
19437,16720,16182,293,245,2717,barcode47,8031084
11234,10913,10600,144,169,321,barcode48,8031085
179644,175082,169765,1729,3588,4562,unclassified,unclassified
