well,sample_id,drug,conc_nm,replicate,au
A1,8036356,dha,250.0,1,0.99
A2,8036356,dha,250.0,2,0.95
A3,8036356,lum,1000.0,1,1.12
A4,8036356,lum,1000.0,2,1.04
A5,8036357,dha,250.0,1,5.5
A6,8036357,dha,250.0,2,5.16
A7,8036357,lum,1000.0,1,5.53
A8,8036357,lum,1000.0,2,5.51
A9,8036358,dha,250.0,1,1.75
A10,8036358,dha,250.0,2,1.79
A11,8036358,lum,1000.0,1,1.8
A12,8036358,lum,1000.0,2,1.62
B1,8036356,dha,83.33333333333333,1,0.86
B2,8036356,dha,83.33333333333333,2,0.93
B3,8036356,lum,333.3333333333333,1,1.02
B4,8036356,lum,333.3333333333333,2,1.02
B5,8036357,dha,83.33333333333333,1,4.83
B6,8036357,dha,83.33333333333333,2,4.77
B7,8036357,lum,333.3333333333333,1,4.88
B8,8036357,lum,333.3333333333333,2,4.8
B9,8036358,dha,83.33333333333333,1,1.66
B10,8036358,dha,83.33333333333333,2,1.67
B11,8036358,lum,333.3333333333333,1,1.86
B12,8036358,lum,333.3333333333333,2,1.7
C1,8036356,dha,27.77777777777778,1,0.88
C2,8036356,dha,27.77777777777778,2,1.0
C3,8036356,lum,111.11111111111111,1,1.05
C4,8036356,lum,111.11111111111111,2,1.06
C5,8036357,dha,27.77777777777778,1,4.86
C6,8036357,dha,27.77777777777778,2,4.84
C7,8036357,lum,111.11111111111111,1,5.24
C8,8036357,lum,111.11111111111111,2,4.87
C9,8036358,dha,27.77777777777778,1,1.66
C10,8036358,dha,27.77777777777778,2,1.68
C11,8036358,lum,111.11111111111111,1,1.75
C12,8036358,lum,111.11111111111111,2,1.7
D1,8036356,dha,9.25925925925926,1,0.89
D2,8036356,dha,9.25925925925926,2,0.93
D3,8036356,lum,37.03703703703704,1,1.04
D4,8036356,lum,37.03703703703704,2,0.99
D5,8036357,dha,9.25925925925926,1,4.9
D6,8036357,dha,9.25925925925926,2,4.66
D7,8036357,lum,37.03703703703704,1,5.01
D8,8036357,lum,37.03703703703704,2,4.76
D9,8036358,dha,9.25925925925926,1,1.67
D10,8036358,dha,9.25925925925926,2,1.93
D11,8036358,lum,37.03703703703704,1,1.71
D12,8036358,lum,37.03703703703704,2,1.55
E1,8036356,dha,3.0864197530864197,1,0.89
E2,8036356,dha,3.0864197530864197,2,0.95
E3,8036356,lum,12.345679012345679,1,1.28
E4,8036356,lum,12.345679012345679,2,1.27
E5,8036357,dha,3.0864197530864197,1,5.0
E6,8036357,dha,3.0864197530864197,2,4.73
E7,8036357,lum,12.345679012345679,1,4.98
E8,8036357,lum,12.345679012345679,2,4.69
E9,8036358,dha,3.0864197530864197,1,1.66
E10,8036358,dha,3.0864197530864197,2,3.1
E11,8036358,lum,12.345679012345679,1,1.8
E12,8036358,lum,12.345679012345679,2,1.7
F1,8036356,dha,1.02880658436214,1,0.93
F2,8036356,dha,1.02880658436214,2,0.94
F3,8036356,lum,4.11522633744856,1,1.75
F4,8036356,lum,4.11522633744856,2,1.65
F5,8036357,dha,1.02880658436214,1,4.85
F6,8036357,dha,1.02880658436214,2,4.48
F7,8036357,lum,4.11522633744856,1,4.93
F8,8036357,lum,4.11522633744856,2,4.93
F9,8036358,dha,1.02880658436214,1,2.25
F10,8036358,dha,1.02880658436214,2,3.7
F11,8036358,lum,4.11522633744856,1,3.08
F12,8036358,lum,4.11522633744856,2,3.06
G1,8036356,dha,0.3429355281207133,1,1.02
G2,8036356,dha,0.3429355281207133,2,1.16
G3,8036356,lum,1.3717421124828533,1,2.13
G4,8036356,lum,1.3717421124828533,2,2.18
G5,8036357,dha,0.3429355281207133,1,4.87
G6,8036357,dha,0.3429355281207133,2,4.49
G7,8036357,lum,1.3717421124828533,1,4.86
G8,8036357,lum,1.3717421124828533,2,4.72
G9,8036358,dha,0.3429355281207133,1,3.29
G10,8036358,dha,0.3429355281207133,2,4.06
G11,8036358,lum,1.3717421124828533,1,4.0
G12,8036358,lum,1.3717421124828533,2,3.64
H1,8036356,dha,0.0,1,2.0
H2,8036356,dha,0.0,2,2.0
H3,8036356,lum,0.0,1,2.21
H4,8036356,lum,0.0,2,2.27
H5,8036357,dha,0.0,1,4.8
H6,8036357,dha,0.0,2,4.61
H7,8036357,lum,0.0,1,4.78
H8,8036357,lum,0.0,2,4.57
H9,8036358,dha,0.0,1,3.96
H10,8036358,dha,0.0,2,3.82
H11,8036358,lum,0.0,1,3.62
H12,8036358,lum,0.0,2,3.59
