n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
49957,48175,47360,634,181,1782,barcode01,3D7
65820,62567,61655,756,156,3253,barcode02,Dd2
44955,43364,42901,389,74,1591,barcode03,HB3
20581,37,19,14,4,20544,barcode04,humanDNA
788,5,5,0,0,783,barcode05,NTC
66135,65489,63082,1963,444,646,barcode06,8010512
60194,58984,56775,1842,367,1210,barcode07,8010522
52622,52087,50684,1166,237,535,barcode08,8032012
63219,61875,60698,928,249,1344,barcode09,8010536
61632,60678,59138,1195,345,954,barcode10,8010514
60035,59075,57431,1275,369,960,barcode11,8010535
343,6,6,0,0,337,barcode12,8032344
71850,70784,69092,1173,519,1066,barcode13,8032294
13168,3039,3029,8,2,10129,barcode14,8032053
58223,57137,55529,1295,313,1086,barcode15,8032552
69189,68560,66339,1847,374,629,barcode16,8032023
62430,61504,60387,789,328,926,barcode17,8031824
5539,5005,4834,144,27,534,barcode18,8010520
4013,3351,3241,97,13,662,barcode19,8031788
4830,4465,4378,74,13,365,barcode20,8032009
3717,3149,3053,88,8,568,barcode21,8032029
6806,5599,5490,87,22,1207,barcode22,8031801
4641,4145,4062,69,14,496,barcode23,8010545
5149,4524,4437,80,7,625,barcode24,8032021
3278,2657,2623,28,6,621,barcode25,8032298
49817,49203,47141,1645,417,614,barcode26,8032550
38309,37879,36729,943,207,430,barcode27,8032297
84599,83882,81184,2273,425,717,barcode28,8032581
987,9,9,0,0,978,barcode29,8031819
62689,61862,60151,1461,250,827,barcode30,8010565
55558,54944,53655,1038,251,614,barcode31,8010511
59363,58790,57469,992,329,573,barcode32,8031779
46496,45825,44568,1017,240,671,barcode33,8032003
51726,50705,49538,888,279,1021,barcode34,8032589
50492,49177,47984,958,235,1315,barcode35,8031820
44052,42938,42063,654,221,1114,barcode36,8010555
36783,36378,35633,522,223,405,barcode37,8032064
53877,52680,51321,1130,229,1197,barcode38,8032319
59820,59069,57695,1077,297,751,barcode39,8032551
45475,44807,43528,1085,194,668,barcode40,8032025
57267,56389,55313,849,227,878,barcode41,8010564
62567,61833,60405,1088,340,734,barcode42,8032545
55427,54673,53487,887,299,754,barcode43,8032279
77330,76491,74099,2009,383,839,barcode44,8032573
51341,50431,48856,1357,218,910,barcode45,8010524
508,6,6,0,0,502,barcode46,NTC_a
2420,7,7,0,0,2413,barcode47,NTC_b
51480,50713,49845,644,224,767,barcode48,3D7_nmcc
148819,141746,138286,2585,875,7073,unclassified,unclassified
