well,sample_id,drug,conc_nm,replicate,au
A1,8036415,dha,250.0,1,0.82
A2,8036415,dha,250.0,2,0.83
A3,8036415,lum,1000.0,1,0.91
A4,8036415,lum,1000.0,2,0.89
A5,8036416,dha,250.0,1,1.75
A6,8036416,dha,250.0,2,1.76
A7,8036416,lum,1000.0,1,1.85
A8,8036416,lum,1000.0,2,1.87
A9,8036417,dha,250.0,1,1.22
A10,8036417,dha,250.0,2,1.17
A11,8036417,lum,1000.0,1,1.18
A12,8036417,lum,1000.0,2,1.11
B1,8036415,dha,62.5,1,0.79
B2,8036415,dha,62.5,2,0.78
B3,8036415,lum,250.0,1,0.86
B4,8036415,lum,250.0,2,0.84
B5,8036416,dha,62.5,1,1.63
B6,8036416,dha,62.5,2,1.61
B7,8036416,lum,250.0,1,1.7
B8,8036416,lum,250.0,2,1.62
B9,8036417,dha,62.5,1,1.16
B10,8036417,dha,62.5,2,1.12
B11,8036417,lum,250.0,1,1.16
B12,8036417,lum,250.0,2,1.05
C1,8036415,dha,15.625,1,0.8
C2,8036415,dha,15.625,2,0.78
C3,8036415,lum,62.5,1,0.85
C4,8036415,lum,62.5,2,0.83
C5,8036416,dha,15.625,1,1.57
C6,8036416,dha,15.625,2,1.66
C7,8036416,lum,62.5,1,1.74
C8,8036416,lum,62.5,2,1.67
C9,8036417,dha,15.625,1,1.18
C10,8036417,dha,15.625,2,1.1
C11,8036417,lum,62.5,1,1.15
C12,8036417,lum,62.5,2,1.07
D1,8036415,dha,3.90625,1,0.82
D2,8036415,dha,3.90625,2,0.76
D3,8036415,lum,15.625,1,0.83
D4,8036415,lum,15.625,2,0.83
D5,8036416,dha,3.90625,1,1.61
D6,8036416,dha,3.90625,2,1.6
D7,8036416,lum,15.625,1,1.75
D8,8036416,lum,15.625,2,1.68
D9,8036417,dha,3.90625,1,1.16
D10,8036417,dha,3.90625,2,1.11
D11,8036417,lum,15.625,1,1.16
D12,8036417,lum,15.625,2,1.04
E1,8036415,dha,0.9765625,1,0.8
E2,8036415,dha,0.9765625,2,0.8
E3,8036415,lum,3.90625,1,0.83
E4,8036415,lum,3.90625,2,0.85
E5,8036416,dha,0.9765625,1,1.78
E6,8036416,dha,0.9765625,2,1.71
E7,8036416,lum,3.90625,1,1.88
E8,8036416,lum,3.90625,2,1.64
E9,8036417,dha,0.9765625,1,1.11
E10,8036417,dha,0.9765625,2,1.12
E11,8036417,lum,3.90625,1,1.22
E12,8036417,lum,3.90625,2,1.06
F1,8036415,dha,0.244140625,1,0.8
F2,8036415,dha,0.244140625,2,0.86
F3,8036415,lum,0.9765625,1,0.85
F4,8036415,lum,0.9765625,2,0.86
F5,8036416,dha,0.244140625,1,1.89
F6,8036416,dha,0.244140625,2,1.75
F7,8036416,lum,0.9765625,1,1.91
F8,8036416,lum,0.9765625,2,1.69
F9,8036417,dha,0.244140625,1,1.17
F10,8036417,dha,0.244140625,2,1.16
F11,8036417,lum,0.9765625,1,1.16
F12,8036417,lum,0.9765625,2,1.03
G1,8036415,dha,0.06103515625,1,0.81
G2,8036415,dha,0.06103515625,2,0.89
G3,8036415,lum,0.244140625,1,0.88
G4,8036415,lum,0.244140625,2,0.84
G5,8036416,dha,0.06103515625,1,1.91
G6,8036416,dha,0.06103515625,2,1.79
G7,8036416,lum,0.244140625,1,1.84
G8,8036416,lum,0.244140625,2,1.78
G9,8036417,dha,0.06103515625,1,1.12
G10,8036417,dha,0.06103515625,2,1.13
G11,8036417,lum,0.244140625,1,1.14
G12,8036417,lum,0.244140625,2,0.98
H1,8036415,dha,0.0,1,0.77
H2,8036415,dha,0.0,2,0.79
H3,8036415,lum,0.0,1,0.83
H4,8036415,lum,0.0,2,0.84
H5,8036416,dha,0.0,1,1.83
H6,8036416,dha,0.0,2,1.82
H7,8036416,lum,0.0,1,1.88
H8,8036416,lum,0.0,2,1.78
H9,8036417,dha,0.0,1,1.1
H10,8036417,dha,0.0,2,1.05
H11,8036417,lum,0.0,1,1.06
H12,8036417,lum,0.0,2,1.01
