expt_id;expt_date;expt_user;expt_type;expt_sub-type;expt_version;expt_notes;expt_summary;expt_rxns;pcr_product_targetmass_per_sample_ng;pcr_product_maxvol_ul;library_dnaconc_ngul;seq_platform;flowcell_targetmass_ng;flowcell_maxvol_ul;flowcell_id;flowcell_chemistry;flowcell_status;flowcell_checkpores;flowcell_runlength_hrs;flowcell_prevusage_hrs;sample_type;sample_id;extraction_id;swga_identifier;pcr_identifier;seqlib_identifier;barcode;pcrproductadded_vol_ul
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;pos;3D7;3D7;;PCBM039_A7;SLMM065_A1;barcode49;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;pos;Dd2;Dd2;;PCBM039_B7;SLMM065_B1;barcode50;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;pos;HB3;HB3;;PCBM039_C7;SLMM065_C1;barcode51;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;neg;human;human;;PCBM039_D7;SLMM065_D1;barcode52;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;neg;NTC-c;NTC-c;;PCBM039_E7;SLMM065_E1;barcode53;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031086;DV906;;PCBM039_F7;SLMM065_F1;barcode54;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031087;DV907;;PCBM039_G7;SLMM065_G1;barcode55;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031088;DV908;;PCBM039_H7;SLMM065_H1;barcode56;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031091;DV910;;PCBM039_A8;SLMM065_A2;barcode57;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031092;DV911;;PCBM039_B8;SLMM065_B2;barcode58;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031094;DV912;;PCBM039_C8;SLMM065_C2;barcode59;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031261;DV917;;PCBM039_D8;SLMM065_D2;barcode60;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031264;DV918;;PCBM039_E8;SLMM065_E2;barcode61;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031265;DV919;;PCBM039_F8;SLMM065_F2;barcode62;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031271;DV923;;PCBM039_G8;SLMM065_G2;barcode63;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031277;DV925;;PCBM039_H8;SLMM065_H2;barcode64;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031285;DV929;;PCBM039_A9;SLMM065_A3;barcode65;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031287;DV930;;PCBM039_B9;SLMM065_B3;barcode66;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031290;DV931;;PCBM039_C9;SLMM065_C3;barcode67;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031291;DV932;;PCBM039_D9;SLMM065_D3;barcode68;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031294;DV934;;PCBM039_E9;SLMM065_E3;barcode69;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031297;DV937;;PCBM039_F9;SLMM065_F3;barcode70;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031300;DV940;;PCBM039_G9;SLMM065_G3;barcode71;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031307;DV942;;PCBM039_H9;SLMM065_H3;barcode72;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031308;DV943;;PCBM039_A10;SLMM065_A4;barcode73;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031311;DV946;;PCBM039_B10;SLMM065_B4;barcode74;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031314;DV949;;PCBM039_C10;SLMM065_C4;barcode75;10
SLMM065;06.11.24;Mulenga Mwenda;seqlib;rapid;1;To sequence PET-PCR positive MIS2024 samples from PCBM039 A7 to H12;MIS2024_Batch7;48;200;10;;;800;12;;;;;;;field;8031315;DV950;;PCBM039_D10;SLMM065_D4;barcode76;10
