expt_id_PCR,expt_date_PCR,expt_user_PCR,expt_version_PCR,expt_assay,expt_notes_PCR,expt_summary_PCR,expt_rxns_PCR,pcr_primers,pcr_primersource,pcr_targetpanel,pcr_template_vol,pcr_enzyme,pcr_product_ngul,expt_id_seqlib,expt_date_seqlib,expt_user_seqlib,expt_sub-type,expt_version_seqlib,expt_notes_seqlib,expt_summary_seqlib,expt_rxns_seqlib,pcr_product_targetmass_per_sample_ng,pcr_product_maxvol_ul,library_dnaconc_ngul,seq_platform,flowcell_targetmass_ng,flowcell_maxvol_ul,flowcell_id,flowcell_chemistry,flowcell_status,flowcell_checkpores,flowcell_runlength_hrs,flowcell_prevusage_hrs,seqlib_identifier,barcode,pcrproductadded_vol_ul,sample_id,extraction_id,pcr_identifier,swga_identifier,sample_type
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_C2,barcode11,10,2030496,DR524,PCBM047_C2,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_D2,barcode12,10,5053836,DR527,PCBM047_D2,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_E2,barcode13,10,5053842,DR528,PCBM047_E2,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_F2,barcode14,10,5053835,DR529,PCBM047_F2,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_G2,barcode15,10,1012544,DR534,PCBM047_G2,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_H2,barcode16,10,1012525,DR535,PCBM047_H2,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_A3,barcode17,10,1012412,DR536,PCBM047_A3,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_B3,barcode18,10,1012542,DR537,PCBM047_B3,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_C3,barcode19,10,1012540,DR538,PCBM047_C3,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_D3,barcode20,10,1012559,DR540,PCBM047_D3,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_E3,barcode21,10,1012556,DR541,PCBM047_E3,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_F3,barcode22,10,1012574,DR545,PCBM047_F3,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_G3,barcode23,10,1012543,DR546,PCBM047_G3,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_H3,barcode24,10,1012546,DR547,PCBM047_H3,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_A4,barcode25,10,1012548,DR549,PCBM047_A4,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_B4,barcode26,10,1012539,DR551,PCBM047_B4,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_C4,barcode27,10,1012577,DR553,PCBM047_C4,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_D4,barcode28,10,1012538,DR557,PCBM047_D4,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_E4,barcode29,10,1012512,DR561,PCBM047_E4,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_F4,barcode30,10,1012552,DR562,PCBM047_F4,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_G4,barcode31,10,1012527,DR563,PCBM047_G4,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_H4,barcode32,10,1012579,DR564,PCBM047_H4,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_A5,barcode33,10,1012413,DR565,PCBM047_A5,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_B5,barcode34,10,1012521,DR566,PCBM047_B5,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_C5,barcode35,10,8023350,DR567,PCBM047_C5,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_D5,barcode36,10,8023340,DR568,PCBM047_D5,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_E5,barcode37,10,8023349,DR569,PCBM047_E5,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_F5,barcode38,10,8023336,DR570,PCBM047_F5,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_G5,barcode39,10,8023334,DR571,PCBM047_G5,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_H5,barcode40,10,8023324,DR572,PCBM047_H5,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_A6,barcode41,10,8023330,DR574,PCBM047_A6,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_B6,barcode42,10,8023337,DR575,PCBM047_B6,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_C6,barcode43,10,8023332,DR576,PCBM047_C6,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_D6,barcode44,10,8023320,DR578,PCBM047_D6,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_E6,barcode45,10,8023319,DR579,PCBM047_E6,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_F6,barcode46,10,8023323,DR580,PCBM047_F6,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_G6,barcode47,10,8023326,DR581,PCBM047_G6,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_H6,barcode48,10,8023325,DR583,PCBM047_H6,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_A7,barcode49,10,8023328,DR585,PCBM047_A7,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_B7,barcode50,10,8023335,DR586,PCBM047_B7,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_C7,barcode51,10,8023345,DR587,PCBM047_C7,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_D7,barcode52,10,8023331,DR588,PCBM047_D7,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_E7,barcode53,10,8023346,DR589,PCBM047_E7,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_F7,barcode54,10,8023322,DR590,PCBM047_F7,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_G7,barcode55,10,8023338,DR591,PCBM047_G7,,Field
PCBM047,2025-04-03,Brenda Mambwe,9,NOMADS_MVP,To test HRP2 samples with Mvp primer panel. The samples are positive for PET-PCR starting from DR619-DR650,HRP2 2024_Batch5,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0,SLMM072,2025-04-04,Mulenga Mwenda,rapid,2,To sequence samples on PCBM047,HRP22024_Batch5,96,200,10,170,,800,12,,,,,,,SLMM072_H7,barcode56,10,8023348,DR592,PCBM047_H7,,Field
