well,sample_id,drug,conc_nm,replicate,au
A1,8036411,dha,250.0,1,1.31
A2,8036411,dha,250.0,2,1.29
A3,8036411,lum,1000.0,1,1.46
A4,8036411,lum,1000.0,2,1.43
A5,8036412,dha,250.0,1,0.8
A6,8036412,dha,250.0,2,0.78
A7,8036412,lum,1000.0,1,0.86
A8,8036412,lum,1000.0,2,0.81
A9,8036413,dha,250.0,1,2.36
A10,8036413,dha,250.0,2,2.31
A11,8036413,lum,1000.0,1,2.39
A12,8036413,lum,1000.0,2,2.13
B1,8036411,dha,62.5,1,1.24
B2,8036411,dha,62.5,2,1.22
B3,8036411,lum,250.0,1,1.38
B4,8036411,lum,250.0,2,1.38
B5,8036412,dha,62.5,1,0.75
B6,8036412,dha,62.5,2,0.75
B7,8036412,lum,250.0,1,0.77
B8,8036412,lum,250.0,2,0.72
B9,8036413,dha,62.5,1,2.34
B10,8036413,dha,62.5,2,2.29
B11,8036413,lum,250.0,1,2.47
B12,8036413,lum,250.0,2,2.24
C1,8036411,dha,15.625,1,1.26
C2,8036411,dha,15.625,2,1.28
C3,8036411,lum,62.5,1,1.4
C4,8036411,lum,62.5,2,1.36
C5,8036412,dha,15.625,1,0.79
C6,8036412,dha,15.625,2,0.85
C7,8036412,lum,62.5,1,0.76
C8,8036412,lum,62.5,2,0.74
C9,8036413,dha,15.625,1,2.38
C10,8036413,dha,15.625,2,2.26
C11,8036413,lum,62.5,1,2.4
C12,8036413,lum,62.5,2,2.21
D1,8036411,dha,3.90625,1,1.27
D2,8036411,dha,3.90625,2,1.25
D3,8036411,lum,15.625,1,1.38
D4,8036411,lum,15.625,2,1.34
D5,8036412,dha,3.90625,1,0.83
D6,8036412,dha,3.90625,2,0.86
D7,8036412,lum,15.625,1,0.84
D8,8036412,lum,15.625,2,0.86
D9,8036413,dha,3.90625,1,2.36
D10,8036413,dha,3.90625,2,2.29
D11,8036413,lum,15.625,1,2.43
D12,8036413,lum,15.625,2,2.27
E1,8036411,dha,0.9765625,1,1.29
E2,8036411,dha,0.9765625,2,1.26
E3,8036411,lum,3.90625,1,1.51
E4,8036411,lum,3.90625,2,1.5
E5,8036412,dha,0.9765625,1,1.08
E6,8036412,dha,0.9765625,2,1.1
E7,8036412,lum,3.90625,1,1.9
E8,8036412,lum,3.90625,2,1.86
E9,8036413,dha,0.9765625,1,2.53
E10,8036413,dha,0.9765625,2,2.55
E11,8036413,lum,3.90625,1,3.57
E12,8036413,lum,3.90625,2,3.31
F1,8036411,dha,0.244140625,1,1.32
F2,8036411,dha,0.244140625,2,1.33
F3,8036411,lum,0.9765625,1,1.59
F4,8036411,lum,0.9765625,2,1.56
F5,8036412,dha,0.244140625,1,1.86
F6,8036412,dha,0.244140625,2,1.85
F7,8036412,lum,0.9765625,1,2.19
F8,8036412,lum,0.9765625,2,2.2
F9,8036413,dha,0.244140625,1,3.62
F10,8036413,dha,0.244140625,2,3.51
F11,8036413,lum,0.9765625,1,3.85
F12,8036413,lum,0.9765625,2,3.51
G1,8036411,dha,0.06103515625,1,1.41
G2,8036411,dha,0.06103515625,2,1.38
G3,8036411,lum,0.244140625,1,1.64
G4,8036411,lum,0.244140625,2,1.61
G5,8036412,dha,0.06103515625,1,2.2
G6,8036412,dha,0.06103515625,2,2.14
G7,8036412,lum,0.244140625,1,2.14
G8,8036412,lum,0.244140625,2,2.13
G9,8036413,dha,0.06103515625,1,3.68
G10,8036413,dha,0.06103515625,2,3.63
G11,8036413,lum,0.244140625,1,3.78
G12,8036413,lum,0.244140625,2,3.42
H1,8036411,dha,0.0,1,1.47
H2,8036411,dha,0.0,2,1.46
H3,8036411,lum,0.0,1,1.58
H4,8036411,lum,0.0,2,1.57
H5,8036412,dha,0.0,1,2.24
H6,8036412,dha,0.0,2,2.2
H7,8036412,lum,0.0,1,2.2
H8,8036412,lum,0.0,2,2.12
H9,8036413,dha,0.0,1,3.63
H10,8036413,dha,0.0,2,3.4
H11,8036413,lum,0.0,1,3.36
H12,8036413,lum,0.0,2,3.34
