n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
31648,30046,29395,235,416,1602,barcode49,3D7
37931,35751,34552,283,916,2180,barcode50,Dd2
51371,48105,46690,406,1009,3266,barcode51,HB3
9233,14,9,4,1,9219,barcode52,human
613,7,7,0,0,606,barcode53,NTC-c
27451,26108,25228,537,343,1343,barcode54,8031086
82644,81194,78278,1874,1042,1450,barcode55,8031087
18203,11049,10881,147,21,7154,barcode56,8031088
53959,52340,50817,732,791,1619,barcode57,8031091
37696,36998,35608,641,749,698,barcode58,8031092
51664,50702,48723,945,1034,962,barcode59,8031094
46311,45222,43440,841,941,1089,barcode60,8031261
43588,42183,40317,803,1063,1405,barcode61,8031264
5446,2483,2423,54,6,2963,barcode62,8031265
35805,30541,29477,878,186,5264,barcode63,8031271
50481,48764,46622,891,1251,1717,barcode64,8031277
33711,32644,31564,503,577,1067,barcode65,8031285
24780,24161,22922,621,618,619,barcode66,8031287
19234,16124,15669,334,121,3110,barcode67,8031290
51775,50532,48278,1033,1221,1243,barcode68,8031291
30998,29600,28016,565,1019,1398,barcode69,8031294
30939,29332,27588,678,1066,1607,barcode70,8031297
38941,37768,36279,675,814,1173,barcode71,8031300
26559,25005,23746,1043,216,1554,barcode72,8031307
54353,52892,50394,1017,1481,1461,barcode73,8031308
43084,41988,40116,893,979,1096,barcode74,8031311
23559,21570,20919,452,199,1989,barcode75,8031314
33514,32073,30973,631,469,1441,barcode76,8031315
37295,35369,34052,911,406,1926,barcode77,8031316
21817,19433,18713,557,163,2384,barcode78,8031317
63413,62325,59693,995,1637,1088,barcode79,8031318
47143,45342,43272,1039,1031,1801,barcode80,8031319
671,7,7,0,0,664,barcode81,8031321
38738,37560,36007,760,793,1178,barcode82,8031322
48038,47164,45184,1069,911,874,barcode83,8031323
57787,56979,54821,1114,1044,808,barcode84,8031324
56753,54530,52049,723,1758,2223,barcode85,8031507
13829,12620,12391,177,52,1209,barcode86,8031508
53866,51499,50101,530,868,2367,barcode87,8031512
71424,70032,67435,1114,1483,1392,barcode88,8031522
44591,43070,41457,1133,480,1521,barcode89,8031523
43984,42550,41381,759,410,1434,barcode90,8031524
36202,34299,33295,788,216,1903,barcode91,8031527
57568,54687,53282,856,549,2881,barcode92,8031529
51630,50043,48131,1189,723,1587,barcode93,8031536
26168,24388,22932,1290,166,1780,barcode94,8031537
50745,48801,47154,1189,458,1944,barcode95,8031546
829,1,1,0,0,828,barcode96,NTC-d
111090,104443,100844,1653,1946,6647,unclassified,unclassified
