well,sample_id,drug,conc_nm,replicate,au
A1,8036218,dha,250.0,1,0.56
A2,8036218,dha,250.0,2,0.57
A3,8036218,lum,1000.0,1,0.6
A4,8036218,lum,1000.0,2,0.6
A5,8036219,dha,250.0,1,1.4
A6,8036219,dha,250.0,2,1.62
A7,8036219,lum,1000.0,1,1.71
A8,8036219,lum,1000.0,2,1.75
A9,8036220,dha,250.0,1,1.69
A10,8036220,dha,250.0,2,1.74
A11,8036220,lum,1000.0,1,1.61
A12,8036220,lum,1000.0,2,1.23
B1,8036218,dha,83.33333333333333,1,0.51
B2,8036218,dha,83.33333333333333,2,0.51
B3,8036218,lum,333.3333333333333,1,0.55
B4,8036218,lum,333.3333333333333,2,1.31
B5,8036219,dha,83.33333333333333,1,1.66
B6,8036219,dha,83.33333333333333,2,1.77
B7,8036219,lum,333.3333333333333,1,1.89
B8,8036219,lum,333.3333333333333,2,1.77
B9,8036220,dha,83.33333333333333,1,2.01
B10,8036220,dha,83.33333333333333,2,2.23
B11,8036220,lum,333.3333333333333,1,2.46
B12,8036220,lum,333.3333333333333,2,2.08
C1,8036218,dha,27.77777777777778,1,1.02
C2,8036218,dha,27.77777777777778,2,0.54
C3,8036218,lum,111.11111111111111,1,0.58
C4,8036218,lum,111.11111111111111,2,0.61
C5,8036219,dha,27.77777777777778,1,1.61
C6,8036219,dha,27.77777777777778,2,1.57
C7,8036219,lum,111.11111111111111,1,0.68
C8,8036219,lum,111.11111111111111,2,1.97
C9,8036220,dha,27.77777777777778,1,2.4
C10,8036220,dha,27.77777777777778,2,2.31
C11,8036220,lum,111.11111111111111,1,2.14
C12,8036220,lum,111.11111111111111,2,1.91
D1,8036218,dha,9.25925925925926,1,0.57
D2,8036218,dha,9.25925925925926,2,0.56
D3,8036218,lum,37.03703703703704,1,0.59
D4,8036218,lum,37.03703703703704,2,1.55
D5,8036219,dha,9.25925925925926,1,1.5
D6,8036219,dha,9.25925925925926,2,1.34
D7,8036219,lum,37.03703703703704,1,0.66
D8,8036219,lum,37.03703703703704,2,2.14
D9,8036220,dha,9.25925925925926,1,1.86
D10,8036220,dha,9.25925925925926,2,0.74
D11,8036220,lum,37.03703703703704,1,1.95
D12,8036220,lum,37.03703703703704,2,1.63
E1,8036218,dha,3.0864197530864197,1,0.56
E2,8036218,dha,3.0864197530864197,2,0.56
E3,8036218,lum,12.345679012345679,1,0.59
E4,8036218,lum,12.345679012345679,2,1.52
E5,8036219,dha,3.0864197530864197,1,1.68
E6,8036219,dha,3.0864197530864197,2,0.66
E7,8036219,lum,12.345679012345679,1,1.62
E8,8036219,lum,12.345679012345679,2,2.19
E9,8036220,dha,3.0864197530864197,1,0.58
E10,8036220,dha,3.0864197530864197,2,2.27
E11,8036220,lum,12.345679012345679,1,2.26
E12,8036220,lum,12.345679012345679,2,1.67
F1,8036218,dha,1.02880658436214,1,0.69
F2,8036218,dha,1.02880658436214,2,0.57
F3,8036218,lum,4.11522633744856,1,0.65
F4,8036218,lum,4.11522633744856,2,1.5
F5,8036219,dha,1.02880658436214,1,1.54
F6,8036219,dha,1.02880658436214,2,0.67
F7,8036219,lum,4.11522633744856,1,1.77
F8,8036219,lum,4.11522633744856,2,2.21
F9,8036220,dha,1.02880658436214,1,2.37
F10,8036220,dha,1.02880658436214,2,2.33
F11,8036220,lum,4.11522633744856,1,2.53
F12,8036220,lum,4.11522633744856,2,2.36
G1,8036218,dha,0.3429355281207133,1,1.0
G2,8036218,dha,0.3429355281207133,2,0.74
G3,8036218,lum,1.3717421124828533,1,0.63
G4,8036218,lum,1.3717421124828533,2,1.36
G5,8036219,dha,0.3429355281207133,1,1.66
G6,8036219,dha,0.3429355281207133,2,1.66
G7,8036219,lum,1.3717421124828533,1,1.67
G8,8036219,lum,1.3717421124828533,2,1.79
G9,8036220,dha,0.3429355281207133,1,2.08
G10,8036220,dha,0.3429355281207133,2,1.92
G11,8036220,lum,1.3717421124828533,1,1.89
G12,8036220,lum,1.3717421124828533,2,1.73
H1,8036218,dha,0.0,1,0.56
H2,8036218,dha,0.0,2,0.57
H3,8036218,lum,0.0,1,0.6
H4,8036218,lum,0.0,2,0.59
H5,8036219,dha,0.0,1,1.3
H6,8036219,dha,0.0,2,1.35
H7,8036219,lum,0.0,1,1.35
H8,8036219,lum,0.0,2,1.42
H9,8036220,dha,0.0,1,1.05
H10,8036220,dha,0.0,2,1.08
H11,8036220,lum,0.0,1,0.97
H12,8036220,lum,0.0,2,0.84
