well,sample_id,drug,conc_nm,replicate,au
A1,8036433,dha,250.0,1.0,1.55
A2,8036433,dha,250.0,2.0,1.6
A3,8036433,lum,1000.0,1.0,1.92
A4,8036433,lum,1000.0,2.0,1.9
A5,8036435,dha,250.0,1.0,0.64
A6,8036435,dha,250.0,2.0,0.66
A7,8036435,lum,1000.0,1.0,0.7
A8,8036435,lum,1000.0,2.0,0.7
A9,,,,,2.87
A10,,,,,2.84
A11,,,,,3.15
A12,,,,,2.98
B1,8036433,dha,62.5,1.0,1.51
B2,8036433,dha,62.5,2.0,1.51
B3,8036433,lum,250.0,1.0,1.76
B4,8036433,lum,250.0,2.0,1.78
B5,8036435,dha,62.5,1.0,0.6
B6,8036435,dha,62.5,2.0,0.62
B7,8036435,lum,250.0,1.0,0.66
B8,8036435,lum,250.0,2.0,0.63
B9,,,,,2.88
B10,,,,,2.84
B11,,,,,2.78
B12,,,,,2.9
C1,8036433,dha,15.625,1.0,1.53
C2,8036433,dha,15.625,2.0,1.57
C3,8036433,lum,62.5,1.0,1.76
C4,8036433,lum,62.5,2.0,1.72
C5,8036435,dha,15.625,1.0,0.58
C6,8036435,dha,15.625,2.0,0.65
C7,8036435,lum,62.5,1.0,0.67
C8,8036435,lum,62.5,2.0,0.65
C9,,,,,2.92
C10,,,,,2.83
C11,,,,,3.79
C12,,,,,2.99
D1,8036433,dha,3.90625,1.0,1.53
D2,8036433,dha,3.90625,2.0,1.54
D3,8036433,lum,15.625,1.0,1.76
D4,8036433,lum,15.625,2.0,1.74
D5,8036435,dha,3.90625,1.0,0.58
D6,8036435,dha,3.90625,2.0,0.61
D7,8036435,lum,15.625,1.0,1.47
D8,8036435,lum,15.625,2.0,1.5
D9,,,,,2.87
D10,,,,,2.78
D11,,,,,3.08
D12,,,,,2.89
E1,8036433,dha,0.9765625,1.0,2.03
E2,8036433,dha,0.9765625,2.0,1.76
E3,8036433,lum,3.90625,1.0,2.89
E4,8036433,lum,3.90625,2.0,2.99
E5,8036435,dha,0.9765625,1.0,0.69
E6,8036435,dha,0.9765625,2.0,0.72
E7,8036435,lum,3.90625,1.0,1.73
E8,8036435,lum,3.90625,2.0,1.69
E9,,,,,2.82
E10,,,,,2.77
E11,,,,,3.22
E12,,,,,3.07
F1,8036433,dha,0.244140625,1.0,2.65
F2,8036433,dha,0.244140625,2.0,2.67
F3,8036433,lum,0.9765625,1.0,3.22
F4,8036433,lum,0.9765625,2.0,3.14
F5,8036435,dha,0.244140625,1.0,1.34
F6,8036435,dha,0.244140625,2.0,1.32
F7,8036435,lum,0.9765625,1.0,1.92
F8,8036435,lum,0.9765625,2.0,1.94
F9,,,,,3.0
F10,,,,,2.87
F11,,,,,3.12
F12,,,,,3.11
G1,8036433,dha,0.06103515625,1.0,2.84
G2,8036433,dha,0.06103515625,2.0,3.04
G3,8036433,lum,0.244140625,1.0,3.22
G4,8036433,lum,0.244140625,2.0,3.14
G5,8036435,dha,0.06103515625,1.0,1.71
G6,8036435,dha,0.06103515625,2.0,1.74
G7,8036435,lum,0.244140625,1.0,1.9
G8,8036435,lum,0.244140625,2.0,1.89
G9,,,,,2.87
G10,,,,,2.84
G11,,,,,3.17
G12,,,,,2.92
H1,8036433,dha,0.0,1.0,2.78
H2,8036433,dha,0.0,2.0,2.85
H3,8036433,lum,0.0,1.0,2.98
H4,8036433,lum,0.0,2.0,3.01
H5,8036435,dha,0.0,1.0,1.91
H6,8036435,dha,0.0,2.0,1.96
H7,8036435,lum,0.0,1.0,1.99
H8,8036435,lum,0.0,2.0,1.94
H9,,,,,2.76
H10,,,,,2.6
H11,,,,,2.97
H12,,,,,3.0
