well,sample_id,drug,conc_nm,replicate,au
A1,8033789,dha,250.0,1,0.8
A2,8033789,dha,250.0,2,0.82
A3,8033789,lum,1000.0,1,0.9
A4,8033789,lum,1000.0,2,0.88
A5,8033795,dha,250.0,1,0.54
A6,8033795,dha,250.0,2,0.55
A7,8033795,lum,1000.0,1,0.58
A8,8033795,lum,1000.0,2,0.55
A9,8033797,dha,250.0,1,0.65
A10,8033797,dha,250.0,2,0.65
A11,8033797,lum,1000.0,1,0.66
A12,8033797,lum,1000.0,2,0.62
B1,8033789,dha,62.5,1,0.75
B2,8033789,dha,62.5,2,0.78
B3,8033789,lum,250.0,1,0.84
B4,8033789,lum,250.0,2,0.88
B5,8033795,dha,62.5,1,0.5
B6,8033795,dha,62.5,2,0.51
B7,8033795,lum,250.0,1,0.55
B8,8033795,lum,250.0,2,0.52
B9,8033797,dha,62.5,1,0.62
B10,8033797,dha,62.5,2,0.61
B11,8033797,lum,250.0,1,0.66
B12,8033797,lum,250.0,2,0.62
C1,8033789,dha,15.625,1,0.78
C2,8033789,dha,15.625,2,0.83
C3,8033789,lum,62.5,1,0.85
C4,8033789,lum,62.5,2,0.86
C5,8033795,dha,15.625,1,0.48
C6,8033795,dha,15.625,2,0.55
C7,8033795,lum,62.5,1,0.56
C8,8033795,lum,62.5,2,0.52
C9,8033797,dha,15.625,1,0.64
C10,8033797,dha,15.625,2,0.64
C11,8033797,lum,62.5,1,0.62
C12,8033797,lum,62.5,2,0.62
D1,8033789,dha,3.90625,1,0.79
D2,8033789,dha,3.90625,2,0.81
D3,8033789,lum,15.625,1,0.82
D4,8033789,lum,15.625,2,0.85
D5,8033795,dha,3.90625,1,0.49
D6,8033795,dha,3.90625,2,0.5
D7,8033795,lum,15.625,1,0.54
D8,8033795,lum,15.625,2,0.53
D9,8033797,dha,3.90625,1,0.64
D10,8033797,dha,3.90625,2,0.63
D11,8033797,lum,15.625,1,0.68
D12,8033797,lum,15.625,2,0.66
E1,8033789,dha,0.9765625,1,0.79
E2,8033789,dha,0.9765625,2,0.81
E3,8033789,lum,3.90625,1,0.85
E4,8033789,lum,3.90625,2,0.86
E5,8033795,dha,0.9765625,1,0.59
E6,8033795,dha,0.9765625,2,0.59
E7,8033795,lum,3.90625,1,0.81
E8,8033795,lum,3.90625,2,0.8
E9,8033797,dha,0.9765625,1,0.71
E10,8033797,dha,0.9765625,2,0.77
E11,8033797,lum,3.90625,1,0.99
E12,8033797,lum,3.90625,2,1.0
F1,8033789,dha,0.244140625,1,0.78
F2,8033789,dha,0.244140625,2,0.82
F3,8033789,lum,0.9765625,1,0.85
F4,8033789,lum,0.9765625,2,0.86
F5,8033795,dha,0.244140625,1,0.98
F6,8033795,dha,0.244140625,2,0.96
F7,8033795,lum,0.9765625,1,0.98
F8,8033795,lum,0.9765625,2,0.96
F9,8033797,dha,0.244140625,1,1.22
F10,8033797,dha,0.244140625,2,1.21
F11,8033797,lum,0.9765625,1,1.25
F12,8033797,lum,0.9765625,2,1.18
G1,8033789,dha,0.06103515625,1,0.78
G2,8033789,dha,0.06103515625,2,0.81
G3,8033789,lum,0.244140625,1,0.86
G4,8033789,lum,0.244140625,2,0.89
G5,8033795,dha,0.06103515625,1,1.05
G6,8033795,dha,0.06103515625,2,1.03
G7,8033795,lum,0.244140625,1,0.96
G8,8033795,lum,0.244140625,2,0.95
G9,8033797,dha,0.06103515625,1,1.3
G10,8033797,dha,0.06103515625,2,1.3
G11,8033797,lum,0.244140625,1,1.28
G12,8033797,lum,0.244140625,2,1.2
H1,8033789,dha,0.0,1,0.76
H2,8033789,dha,0.0,2,0.8
H3,8033789,lum,0.0,1,0.82
H4,8033789,lum,0.0,2,0.83
H5,8033795,dha,0.0,1,1.05
H6,8033795,dha,0.0,2,1.03
H7,8033795,lum,0.0,1,1.02
H8,8033795,lum,0.0,2,1.0
H9,8033797,dha,0.0,1,1.31
H10,8033797,dha,0.0,2,1.28
H11,8033797,lum,0.0,1,1.23
H12,8033797,lum,0.0,2,1.23
