n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
114742,108683,106029,720,1934,6059,barcode01,3D7
85510,77354,71884,474,4996,8156,barcode02,Dd2
59241,53132,50866,614,1652,6109,barcode03,HB3
14462,25,11,13,1,14437,barcode04,Human
2666,20,20,0,0,2646,barcode05,NTC
20368,18749,17603,1042,104,1619,barcode06,8023166
8875,8101,7856,101,144,774,barcode07,8030298
29758,28897,28205,250,442,861,barcode08,8023167
21023,19626,19268,179,179,1397,barcode09,8023168
13274,12666,12359,108,199,608,barcode10,8023171
32791,31622,30891,304,427,1169,barcode11,8023173
23363,22836,21833,291,712,527,barcode12,8023174
65352,63492,58228,575,4689,1860,barcode13,8023177
75253,73515,67355,679,5481,1738,barcode14,8023180
37315,35587,33560,285,1742,1728,barcode15,8023184
66925,65397,61220,662,3515,1528,barcode16,8023191
35762,34128,33471,336,321,1634,barcode17,8023195
76568,74751,69871,715,4165,1817,barcode18,8023199
73762,70705,66559,756,3390,3057,barcode19,8023200
59728,58575,55033,756,2786,1153,barcode20,8023202
56158,54217,50730,478,3009,1941,barcode21,8023203
6430,23,23,0,0,6407,barcode22,8023205
50022,47960,45254,288,2418,2062,barcode23,8023207
45501,44550,41977,332,2241,951,barcode24,8023211
87274,83128,78928,1131,3069,4146,barcode25,8023213
74743,72398,68570,1033,2795,2345,barcode26,8023214
67292,66073,61551,815,3707,1219,barcode27,8023217
78849,77238,73146,967,3125,1611,barcode28,8023218
62970,61442,59092,774,1576,1528,barcode29,8023219
51540,46600,44918,849,833,4940,barcode30,8030089
54491,53625,51661,491,1473,866,barcode31,8030092
21057,19697,19383,99,215,1360,barcode32,8030093
40551,30040,29337,378,325,10511,barcode33,8030095
73161,71291,68108,818,2365,1870,barcode34,8030109
7039,11,6,4,1,7028,barcode35,8030112
66654,64133,60662,1121,2350,2521,barcode36,8030113
5047,172,169,1,2,4875,barcode37,8030120
55036,52242,49664,865,1713,2794,barcode38,8030122
83709,81113,77651,990,2472,2596,barcode39,8030125
41337,40208,39490,230,488,1129,barcode40,8030127
76023,74071,69533,898,3640,1952,barcode41,8030147
62404,59273,55956,781,2536,3131,barcode42,8030148
50829,47897,45328,557,2012,2932,barcode43,8030153
75564,71382,67456,1049,2877,4182,barcode44,8030154
61171,55752,52515,766,2471,5419,barcode45,8030157
61460,57548,53414,699,3435,3912,barcode46,8030159
26939,25225,23898,283,1044,1714,barcode47,8030164
50932,47428,44594,467,2367,3504,barcode48,8030165
85380,81443,77230,910,3303,3937,barcode49,8030166
74294,69500,66105,999,2396,4794,barcode50,8030173
57275,45899,44077,728,1094,11376,barcode51,8030181
78083,76679,72615,759,3305,1404,barcode52,8030251
864,49,48,0,1,815,barcode53,8030252
30140,28440,27661,244,535,1700,barcode54,8030254
99466,98352,94114,1037,3201,1114,barcode55,8030264
40471,39540,38170,297,1073,931,barcode56,8030274
100110,98571,93807,1256,3508,1539,barcode57,8030277
68120,67164,63392,882,2890,956,barcode58,8030284
2069,973,956,8,9,1096,barcode59,8030287
63196,61686,58167,620,2899,1510,barcode60,8030288
33850,31661,30246,466,949,2189,barcode61,8030293
26087,25036,24298,261,477,1051,barcode62,8030294
84234,82216,77674,979,3563,2018,barcode63,8030296
10280,8061,7735,189,137,2219,barcode64,blank
399,11,11,0,0,388,barcode65,8030302
51398,50278,48432,433,1413,1120,barcode66,8030304
70497,68422,65111,1039,2272,2075,barcode67,8030309
80927,78788,74795,857,3136,2139,barcode68,8030312
3830,10,6,4,0,3820,barcode69,8030314
15964,14413,13728,538,147,1551,barcode70,8030316
1325,4,4,0,0,1321,barcode71,8030326
20553,19852,19023,81,748,701,barcode72,8030328
239,33,31,0,2,206,barcode73,8030331
67837,66493,61955,896,3642,1344,barcode74,8030335
6157,46,46,0,0,6111,barcode75,8030336
52844,50747,48609,577,1561,2097,barcode76,8030338
44143,42813,40408,1634,771,1330,barcode77,8030341
32098,30489,29328,440,721,1609,barcode78,8030346
69221,67676,64747,814,2115,1545,barcode79,8030347
716,140,139,0,1,576,barcode80,8030593
54583,52929,50911,598,1420,1654,barcode81,8030606
33502,32035,31432,288,315,1467,barcode82,8030651
72880,71543,67961,1017,2565,1337,barcode83,8030658
67006,65194,61582,666,2946,1812,barcode84,8030669
15143,11730,11396,193,141,3413,barcode85,8030831
10673,8828,8531,85,212,1845,barcode86,8030832
81062,79011,76258,787,1966,2051,barcode87,8030835
23495,22236,21650,199,387,1259,barcode88,8030843
54267,48903,46863,906,1134,5364,barcode89,8030847
63909,60274,59126,417,731,3635,barcode90,8030848
60591,55083,53907,526,650,5508,barcode91,8030849
46531,40461,39592,525,344,6070,barcode92,8030850
18289,14386,13906,283,197,3903,barcode93,8030851
64550,61362,57725,897,2740,3188,barcode94,8030852
33718,32666,31847,317,502,1052,barcode95,8030853
38761,37526,35687,302,1537,1235,barcode96,8030855
231587,213292,203068,2231,7993,18295,unclassified,unclassified
