barcode,n_processed_fastq,sample_id
barcode01,105,3D7
barcode02,105,Dd2
barcode03,105,HB3
barcode04,105,Human
barcode05,105,NTC
barcode06,105,8023166
barcode07,105,8030298
barcode08,105,8023167
barcode09,105,8023168
barcode10,105,8023171
barcode11,105,8023173
barcode12,105,8023174
barcode13,105,8023177
barcode14,105,8023180
barcode15,105,8023184
barcode16,105,8023191
barcode17,105,8023195
barcode18,105,8023199
barcode19,105,8023200
barcode20,105,8023202
barcode21,105,8023203
barcode22,105,8023205
barcode23,105,8023207
barcode24,105,8023211
barcode25,105,8023213
barcode26,105,8023214
barcode27,105,8023217
barcode28,105,8023218
barcode29,105,8023219
barcode30,105,8030089
barcode31,105,8030092
barcode32,105,8030093
barcode33,105,8030095
barcode34,105,8030109
barcode35,105,8030112
barcode36,105,8030113
barcode37,105,8030120
barcode38,105,8030122
barcode39,105,8030125
barcode40,105,8030127
barcode41,105,8030147
barcode42,105,8030148
barcode43,105,8030153
barcode44,105,8030154
barcode45,105,8030157
barcode46,105,8030159
barcode47,105,8030164
barcode48,105,8030165
barcode49,105,8030166
barcode50,105,8030173
barcode51,105,8030181
barcode52,105,8030251
barcode53,105,8030252
barcode54,105,8030254
barcode55,105,8030264
barcode56,105,8030274
barcode57,105,8030277
barcode58,105,8030284
barcode59,104,8030287
barcode60,105,8030288
barcode61,105,8030293
barcode62,105,8030294
barcode63,105,8030296
barcode64,105,blank
barcode65,104,8030302
barcode66,105,8030304
barcode67,105,8030309
barcode68,105,8030312
barcode69,105,8030314
barcode70,105,8030316
barcode71,105,8030326
barcode72,105,8030328
barcode73,95,8030331
barcode74,105,8030335
barcode75,105,8030336
barcode76,105,8030338
barcode77,105,8030341
barcode78,105,8030346
barcode79,105,8030347
barcode80,105,8030593
barcode81,105,8030606
barcode82,105,8030651
barcode83,105,8030658
barcode84,105,8030669
barcode85,105,8030831
barcode86,105,8030832
barcode87,105,8030835
barcode88,105,8030843
barcode89,105,8030847
barcode90,105,8030848
barcode91,105,8030849
barcode92,105,8030850
barcode93,105,8030851
barcode94,105,8030852
barcode95,105,8030853
barcode96,105,8030855
unclassified,105,unclassified
