expt_id;expt_date;expt_user;expt_type;expt_sub-type;expt_version;expt_notes;expt_summary;expt_rxns;pcr_product_targetmass_per_sample_ng;pcr_product_maxvol_ul;library_dnaconc_ngul;seq_platform;flowcell_targetmass_ng;flowcell_maxvol_ul;flowcell_id;flowcell_chemistry;flowcell_status;flowcell_checkpores;flowcell_runlength_hrs;flowcell_prevusage_hrs;sample_type;sample_id;extraction_id;swga_identifier;pcr_identifier;seqlib_identifier;barcode;pcrproductadded_vol_ul
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;pos;3D7;3D7;;PCMM67_A7;SLMM056_A1;barcode49;10.0
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;pos;Dd2;Dd2;;PCMM67_B7;SLMM056_B1;barcode50;10.0
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;pos;HB3;HB3;;PCMM67_C7;SLMM056_C1;barcode51;10.0
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;neg;humanDNA;humanDNA;;PCMM67_D7;SLMM056_D1;barcode52;10.0
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;neg;NTC;NTC;;PCMM67_E7;SLMM056_E1;barcode53;10.0
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8031800;DV109;;PCMM67_F7;SLMM056_F1;barcode54;10.0
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8010577;DV231;;PCMM67_G7;SLMM056_G1;barcode55;10.0
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8031768;DV082;;PCMM67_H7;SLMM056_H1;barcode56;10.0
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8032348;DV037;;PCMM67_A8;SLMM056_A2;barcode57;08. Jun
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8010570;DV225;;PCMM67_B8;SLMM056_B2;barcode58;08. Jun
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8032032;DV153;;PCMM67_C8;SLMM056_C2;barcode59;08. Jun
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8010525;DV192;;PCMM67_D8;SLMM056_D2;barcode60;08. Jun
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8031785;DV096;;PCMM67_E8;SLMM056_E2;barcode61;08. Jun
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8032301;DV017;;PCMM67_F8;SLMM056_F2;barcode62;08. Jun
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8032592;DV069;;PCMM67_G8;SLMM056_G2;barcode63;08. Jun
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8010576;DV230;;PCMM67_H8;SLMM056_H2;barcode64;08. Jun
SLMM056;16.10.24;Mulenga Mwenda;seqlib;rapid;1;To perfor MVP rapid sequencing protocol MIS2024 samples from PCMM067 with CT values ranging from 22.87 to 30.25;MIS2024_Batch1;48;200;10;;;800;12;;;;;;;field;8010516;DV183;;PCMM67_A9;SLMM056_A3;barcode65;06. Jan
