well,sample_id,drug,conc_nm,replicate,au
A1,8036408,dha,250.0,1,1.36
A2,8036408,dha,250.0,2,1.35
A3,8036408,lum,1000.0,1,1.55
A4,8036408,lum,1000.0,2,1.57
A5,8036427,dha,250.0,1,0.91
A6,8036427,dha,250.0,2,0.92
A7,8036427,lum,1000.0,1,0.95
A8,8036427,lum,1000.0,2,0.92
A9,8036428,dha,250.0,1,1.42
A10,8036428,dha,250.0,2,1.4
A11,8036428,lum,1000.0,1,1.39
A12,8036428,lum,1000.0,2,1.25
B1,8036408,dha,62.5,1,1.28
B2,8036408,dha,62.5,2,1.25
B3,8036408,lum,250.0,1,1.47
B4,8036408,lum,250.0,2,1.48
B5,8036427,dha,62.5,1,0.88
B6,8036427,dha,62.5,2,0.86
B7,8036427,lum,250.0,1,0.89
B8,8036427,lum,250.0,2,0.86
B9,8036428,dha,62.5,1,1.39
B10,8036428,dha,62.5,2,1.37
B11,8036428,lum,250.0,1,1.42
B12,8036428,lum,250.0,2,1.29
C1,8036408,dha,15.625,1,1.29
C2,8036408,dha,15.625,2,1.29
C3,8036408,lum,62.5,1,1.43
C4,8036408,lum,62.5,2,1.44
C5,8036427,dha,15.625,1,0.89
C6,8036427,dha,15.625,2,0.92
C7,8036427,lum,62.5,1,0.92
C8,8036427,lum,62.5,2,0.88
C9,8036428,dha,15.625,1,1.38
C10,8036428,dha,15.625,2,1.36
C11,8036428,lum,62.5,1,1.39
C12,8036428,lum,62.5,2,1.32
D1,8036408,dha,3.90625,1,1.35
D2,8036408,dha,3.90625,2,1.31
D3,8036408,lum,15.625,1,1.74
D4,8036408,lum,15.625,2,1.76
D5,8036427,dha,3.90625,1,0.88
D6,8036427,dha,3.90625,2,0.88
D7,8036427,lum,15.625,1,1.01
D8,8036427,lum,15.625,2,0.96
D9,8036428,dha,3.90625,1,1.39
D10,8036428,dha,3.90625,2,1.41
D11,8036428,lum,15.625,1,1.52
D12,8036428,lum,15.625,2,1.37
E1,8036408,dha,0.9765625,1,1.6
E2,8036408,dha,0.9765625,2,1.46
E3,8036408,lum,3.90625,1,2.24
E4,8036408,lum,3.90625,2,2.36
E5,8036427,dha,0.9765625,1,1.03
E6,8036427,dha,0.9765625,2,0.98
E7,8036427,lum,3.90625,1,1.32
E8,8036427,lum,3.90625,2,1.25
E9,8036428,dha,0.9765625,1,1.39
E10,8036428,dha,0.9765625,2,1.47
E11,8036428,lum,3.90625,1,1.9
E12,8036428,lum,3.90625,2,1.8
F1,8036408,dha,0.244140625,1,2.13
F2,8036408,dha,0.244140625,2,1.86
F3,8036408,lum,0.9765625,1,2.65
F4,8036408,lum,0.9765625,2,2.64
F5,8036427,dha,0.244140625,1,1.22
F6,8036427,dha,0.244140625,2,1.1
F7,8036427,lum,0.9765625,1,1.37
F8,8036427,lum,0.9765625,2,1.37
F9,8036428,dha,0.244140625,1,1.69
F10,8036428,dha,0.244140625,2,1.73
F11,8036428,lum,0.9765625,1,2.06
F12,8036428,lum,0.9765625,2,1.88
G1,8036408,dha,0.06103515625,1,2.48
G2,8036408,dha,0.06103515625,2,2.28
G3,8036408,lum,0.244140625,1,2.84
G4,8036408,lum,0.244140625,2,2.66
G5,8036427,dha,0.06103515625,1,1.41
G6,8036427,dha,0.06103515625,2,1.3
G7,8036427,lum,0.244140625,1,1.39
G8,8036427,lum,0.244140625,2,1.28
G9,8036428,dha,0.06103515625,1,1.94
G10,8036428,dha,0.06103515625,2,1.9
G11,8036428,lum,0.244140625,1,1.99
G12,8036428,lum,0.244140625,2,1.84
H1,8036408,dha,0.0,1,2.48
H2,8036408,dha,0.0,2,2.54
H3,8036408,lum,0.0,1,2.8
H4,8036408,lum,0.0,2,2.67
H5,8036427,dha,0.0,1,1.45
H6,8036427,dha,0.0,2,1.42
H7,8036427,lum,0.0,1,1.4
H8,8036427,lum,0.0,2,1.37
H9,8036428,dha,0.0,1,1.91
H10,8036428,dha,0.0,2,1.83
H11,8036428,lum,0.0,1,1.84
H12,8036428,lum,0.0,2,1.82
