well,sample_id,drug,conc_nm,replicate,au
A1,8036291,dha,250.0,1,1.4
A2,8036291,dha,250.0,2,1.33
A3,8036291,lum,1000.0,1,1.56
A4,8036291,lum,1000.0,2,1.45
A5,8036292,dha,250.0,1,0.91
A6,8036292,dha,250.0,2,0.91
A7,8036292,lum,1000.0,1,0.95
A8,8036292,lum,1000.0,2,0.9
A9,8036294,dha,250.0,1,1.5
A10,8036294,dha,250.0,2,1.49
A11,8036294,lum,1000.0,1,1.47
A12,8036294,lum,1000.0,2,1.3
B1,8036291,dha,83.33333333333333,1,1.3
B2,8036291,dha,83.33333333333333,2,1.23
B3,8036291,lum,333.3333333333333,1,1.38
B4,8036291,lum,333.3333333333333,2,1.36
B5,8036292,dha,83.33333333333333,1,0.87
B6,8036292,dha,83.33333333333333,2,0.86
B7,8036292,lum,333.3333333333333,1,0.95
B8,8036292,lum,333.3333333333333,2,0.85
B9,8036294,dha,83.33333333333333,1,1.5
B10,8036294,dha,83.33333333333333,2,1.4
B11,8036294,lum,333.3333333333333,1,1.56
B12,8036294,lum,333.3333333333333,2,1.44
C1,8036291,dha,27.77777777777778,1,1.33
C2,8036291,dha,27.77777777777778,2,1.32
C3,8036291,lum,111.11111111111111,1,1.42
C4,8036291,lum,111.11111111111111,2,1.41
C5,8036292,dha,27.77777777777778,1,0.82
C6,8036292,dha,27.77777777777778,2,0.88
C7,8036292,lum,111.11111111111111,1,0.93
C8,8036292,lum,111.11111111111111,2,0.85
C9,8036294,dha,27.77777777777778,1,1.49
C10,8036294,dha,27.77777777777778,2,1.47
C11,8036294,lum,111.11111111111111,1,1.47
C12,8036294,lum,111.11111111111111,2,1.38
D1,8036291,dha,9.25925925925926,1,1.32
D2,8036291,dha,9.25925925925926,2,1.25
D3,8036291,lum,37.03703703703704,1,1.34
D4,8036291,lum,37.03703703703704,2,1.26
D5,8036292,dha,9.25925925925926,1,0.8
D6,8036292,dha,9.25925925925926,2,0.83
D7,8036292,lum,37.03703703703704,1,0.89
D8,8036292,lum,37.03703703703704,2,0.82
D9,8036294,dha,9.25925925925926,1,1.64
D10,8036294,dha,9.25925925925926,2,1.62
D11,8036294,lum,37.03703703703704,1,1.44
D12,8036294,lum,37.03703703703704,2,1.31
E1,8036291,dha,3.0864197530864197,1,1.33
E2,8036291,dha,3.0864197530864197,2,1.31
E3,8036291,lum,12.345679012345679,1,1.32
E4,8036291,lum,12.345679012345679,2,1.34
E5,8036292,dha,3.0864197530864197,1,0.9
E6,8036292,dha,3.0864197530864197,2,0.87
E7,8036292,lum,12.345679012345679,1,0.85
E8,8036292,lum,12.345679012345679,2,0.76
E9,8036294,dha,3.0864197530864197,1,2.48
E10,8036294,dha,3.0864197530864197,2,2.63
E11,8036294,lum,12.345679012345679,1,1.62
E12,8036294,lum,12.345679012345679,2,1.53
F1,8036291,dha,1.02880658436214,1,1.36
F2,8036291,dha,1.02880658436214,2,1.32
F3,8036291,lum,4.11522633744856,1,1.38
F4,8036291,lum,4.11522633744856,2,1.38
F5,8036292,dha,1.02880658436214,1,0.88
F6,8036292,dha,1.02880658436214,2,0.84
F7,8036292,lum,4.11522633744856,1,0.86
F8,8036292,lum,4.11522633744856,2,0.82
F9,8036294,dha,1.02880658436214,1,3.17
F10,8036294,dha,1.02880658436214,2,3.08
F11,8036294,lum,4.11522633744856,1,2.4
F12,8036294,lum,4.11522633744856,2,2.22
G1,8036291,dha,0.3429355281207133,1,1.3
G2,8036291,dha,0.3429355281207133,2,1.29
G3,8036291,lum,1.3717421124828533,1,1.44
G4,8036291,lum,1.3717421124828533,2,1.36
G5,8036292,dha,0.3429355281207133,1,0.85
G6,8036292,dha,0.3429355281207133,2,0.83
G7,8036292,lum,1.3717421124828533,1,0.86
G8,8036292,lum,1.3717421124828533,2,0.8
G9,8036294,dha,0.3429355281207133,1,3.1
G10,8036294,dha,0.3429355281207133,2,2.88
G11,8036294,lum,1.3717421124828533,1,2.76
G12,8036294,lum,1.3717421124828533,2,2.53
H1,8036291,dha,0.0,1,1.37
H2,8036291,dha,0.0,2,1.29
H3,8036291,lum,0.0,1,1.4
H4,8036291,lum,0.0,2,1.35
H5,8036292,dha,0.0,1,0.89
H6,8036292,dha,0.0,2,0.86
H7,8036292,lum,0.0,1,0.87
H8,8036292,lum,0.0,2,0.81
H9,8036294,dha,0.0,1,2.95
H10,8036294,dha,0.0,2,2.76
H11,8036294,lum,0.0,1,2.7
H12,8036294,lum,0.0,2,2.66
