well,sample_id,drug,conc_nm,replicate,au
A1,8036275,dha,250.0,1,1.29
A2,8036275,dha,250.0,2,1.55
A3,8036275,lum,1000.0,1,1.46
A4,8036275,lum,1000.0,2,1.47
A5,8036279,dha,250.0,1,1.89
A6,8036279,dha,250.0,2,1.97
A7,8036279,lum,1000.0,1,1.99
A8,8036279,lum,1000.0,2,2.12
A9,8036280,dha,250.0,1,2.17
A10,8036280,dha,250.0,2,2.12
A11,8036280,lum,1000.0,1,2.49
A12,8036280,lum,1000.0,2,1.99
B1,8036275,dha,83.33333333333333,1,1.14
B2,8036275,dha,83.33333333333333,2,1.15
B3,8036275,lum,333.3333333333333,1,1.26
B4,8036275,lum,333.3333333333333,2,1.31
B5,8036279,dha,83.33333333333333,1,1.85
B6,8036279,dha,83.33333333333333,2,1.82
B7,8036279,lum,333.3333333333333,1,1.87
B8,8036279,lum,333.3333333333333,2,1.91
B9,8036280,dha,83.33333333333333,1,2.17
B10,8036280,dha,83.33333333333333,2,2.06
B11,8036280,lum,333.3333333333333,1,2.62
B12,8036280,lum,333.3333333333333,2,1.97
C1,8036275,dha,27.77777777777778,1,1.2
C2,8036275,dha,27.77777777777778,2,1.21
C3,8036275,lum,111.11111111111111,1,1.27
C4,8036275,lum,111.11111111111111,2,1.33
C5,8036279,dha,27.77777777777778,1,1.76
C6,8036279,dha,27.77777777777778,2,1.95
C7,8036279,lum,111.11111111111111,1,1.84
C8,8036279,lum,111.11111111111111,2,1.9
C9,8036280,dha,27.77777777777778,1,2.12
C10,8036280,dha,27.77777777777778,2,2.04
C11,8036280,lum,111.11111111111111,1,2.41
C12,8036280,lum,111.11111111111111,2,2.0
D1,8036275,dha,9.25925925925926,1,1.31
D2,8036275,dha,9.25925925925926,2,1.27
D3,8036275,lum,37.03703703703704,1,1.26
D4,8036275,lum,37.03703703703704,2,1.27
D5,8036279,dha,9.25925925925926,1,2.14
D6,8036279,dha,9.25925925925926,2,2.18
D7,8036279,lum,37.03703703703704,1,1.86
D8,8036279,lum,37.03703703703704,2,1.86
D9,8036280,dha,9.25925925925926,1,2.31
D10,8036280,dha,9.25925925925926,2,2.3
D11,8036280,lum,37.03703703703704,1,2.5
D12,8036280,lum,37.03703703703704,2,1.95
E1,8036275,dha,3.0864197530864197,1,1.47
E2,8036275,dha,3.0864197530864197,2,1.47
E3,8036275,lum,12.345679012345679,1,1.32
E4,8036275,lum,12.345679012345679,2,1.33
E5,8036279,dha,3.0864197530864197,1,2.8
E6,8036279,dha,3.0864197530864197,2,2.72
E7,8036279,lum,12.345679012345679,1,1.86
E8,8036279,lum,12.345679012345679,2,1.81
E9,8036280,dha,3.0864197530864197,1,2.78
E10,8036280,dha,3.0864197530864197,2,2.8
E11,8036280,lum,12.345679012345679,1,2.71
E12,8036280,lum,12.345679012345679,2,2.1
F1,8036275,dha,1.02880658436214,1,1.5
F2,8036275,dha,1.02880658436214,2,1.51
F3,8036275,lum,4.11522633744856,1,1.56
F4,8036275,lum,4.11522633744856,2,1.62
F5,8036279,dha,1.02880658436214,1,2.93
F6,8036279,dha,1.02880658436214,2,2.83
F7,8036279,lum,4.11522633744856,1,2.64
F8,8036279,lum,4.11522633744856,2,2.65
F9,8036280,dha,1.02880658436214,1,3.17
F10,8036280,dha,1.02880658436214,2,3.11
F11,8036280,lum,4.11522633744856,1,3.25
F12,8036280,lum,4.11522633744856,2,2.62
G1,8036275,dha,0.3429355281207133,1,1.43
G2,8036275,dha,0.3429355281207133,2,1.53
G3,8036275,lum,1.3717421124828533,1,1.6
G4,8036275,lum,1.3717421124828533,2,1.68
G5,8036279,dha,0.3429355281207133,1,2.94
G6,8036279,dha,0.3429355281207133,2,2.88
G7,8036279,lum,1.3717421124828533,1,2.74
G8,8036279,lum,1.3717421124828533,2,2.74
G9,8036280,dha,0.3429355281207133,1,3.06
G10,8036280,dha,0.3429355281207133,2,3.04
G11,8036280,lum,1.3717421124828533,1,3.36
G12,8036280,lum,1.3717421124828533,2,2.76
H1,8036275,dha,0.0,1,1.43
H2,8036275,dha,0.0,2,1.46
H3,8036275,lum,0.0,1,1.59
H4,8036275,lum,0.0,2,1.62
H5,8036279,dha,0.0,1,2.94
H6,8036279,dha,0.0,2,2.88
H7,8036279,lum,0.0,1,2.9
H8,8036279,lum,0.0,2,2.88
H9,8036280,dha,0.0,1,2.97
H10,8036280,dha,0.0,2,2.83
H11,8036280,lum,0.0,1,3.13
H12,8036280,lum,0.0,2,2.79
