n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
184221,141566,137287,3420,859,42655,barcode01,3D7
86397,79288,75027,4047,214,7109,barcode02,Dd2
61623,56618,53877,2547,194,5005,barcode03,HB3
23312,131,41,84,6,23181,barcode04,Human
1539,12,12,0,0,1527,barcode05,NTC1
866,12,12,0,0,854,barcode06,NTC2
4611,914,914,0,0,3697,barcode07,5053962
12581,11230,10392,816,22,1351,barcode08,5053843
21693,18537,16448,2063,26,3156,barcode09,5053837
37871,36837,34962,1772,103,1034,barcode10,5053831
71749,67860,62287,5383,190,3889,barcode11,2030496
63639,62954,61006,1801,147,685,barcode12,5053836
110884,109074,105725,2967,382,1810,barcode13,5053842
143617,141381,136659,4267,455,2236,barcode14,5053835
44908,41321,38515,2700,106,3587,barcode15,1012544
64784,60127,55867,4151,109,4657,barcode16,1012525
91576,88756,86962,1512,282,2820,barcode17,1012412
78612,77062,73559,3234,269,1550,barcode18,1012542
99273,96976,93671,3074,231,2297,barcode19,1012540
61717,58822,56463,2184,175,2895,barcode20,1012559
127400,124947,120657,3795,495,2453,barcode21,1012556
164752,162367,155923,5586,858,2385,barcode22,1012574
174148,171734,166182,4565,987,2414,barcode23,1012543
195445,190909,184608,5492,809,4536,barcode24,1012546
4800,3190,3093,87,10,1610,barcode25,1012548
6543,5118,4873,237,8,1425,barcode26,1012539
130339,128874,123766,4572,536,1465,barcode27,1012577
100217,98651,93420,4834,397,1566,barcode28,1012538
191406,189476,181905,6747,824,1930,barcode29,1012512
168528,167158,158839,7644,675,1370,barcode30,1012552
16676,13222,12541,653,28,3454,barcode31,1012527
126956,125350,121076,3838,436,1606,barcode32,1012579
161784,159562,155582,3267,713,2222,barcode33,1012413
146625,144954,140499,3910,545,1671,barcode34,1012521
3858,1108,1103,4,1,2750,barcode35,8023350
138017,135527,132010,2950,567,2490,barcode36,8023340
108884,107621,103415,3734,472,1263,barcode37,8023349
153130,150752,146463,3601,688,2378,barcode38,8023336
203686,201305,194666,5610,1029,2381,barcode39,8023334
17116,13075,12610,442,23,4041,barcode40,8023324
59876,58148,55456,2339,353,1728,barcode41,8023330
96484,93688,89505,3923,260,2796,barcode42,8023337
151305,149561,145119,3834,608,1744,barcode43,8023332
152577,150627,146486,3682,459,1950,barcode44,8023320
110231,106332,102816,3081,435,3899,barcode45,8023319
131868,128959,124926,3495,538,2909,barcode46,8023323
148013,146148,142797,2915,436,1865,barcode47,8023326
4203,3031,2860,163,8,1172,barcode48,8023325
9077,7964,7957,0,7,1113,barcode49,8023328
231659,229490,221333,6855,1302,2169,barcode50,8023335
180981,178499,172643,5193,663,2482,barcode51,8023345
79666,75971,70943,4846,182,3695,barcode52,8023331
75467,70221,67470,2521,230,5246,barcode53,8023346
130598,128218,125119,2413,686,2380,barcode54,8023322
109884,108154,105943,1796,415,1730,barcode55,8023338
114442,112643,111769,486,388,1799,barcode56,8023348
316635,312571,306421,5318,832,4064,barcode57,8023321
198375,196105,189807,5632,666,2270,barcode58,8023347
336770,332781,324935,6759,1087,3989,barcode59,01040820
364798,359785,348823,9692,1270,5013,barcode60,8023342
151383,133405,128498,4558,349,17978,barcode61,8023285
22634,5947,5916,23,8,16687,barcode62,1012271
469417,463088,448806,11519,2763,6329,barcode63,1012270
19308,2950,2756,173,21,16358,barcode64,8023282
2304,67,64,3,0,2237,barcode65,8023250
2587,3,3,0,0,2584,barcode66,8023260
51258,45568,43600,1857,111,5690,barcode67,1012320
206334,200983,195114,4745,1124,5351,barcode68,8023251
50001,47442,46391,987,64,2559,barcode69,8023249
136839,134753,130565,3533,655,2086,barcode70,8023417
88818,86569,84165,2205,199,2249,barcode71,8023441
35485,33016,31662,1270,84,2469,barcode72,8023429
49043,46284,43579,2643,62,2759,barcode73,8023424
17408,4987,4956,23,8,12421,barcode74,8023423
112342,109856,106377,3081,398,2486,barcode75,8023430
117238,114012,111177,2405,430,3226,barcode76,8023434
159531,157755,150904,6264,587,1776,barcode77,8023421
102218,99500,96254,3003,243,2718,barcode78,8023438
179572,176575,171471,4368,736,2997,barcode79,8023442
144819,142952,138452,3899,601,1867,barcode80,8023427
84453,83159,78764,4125,270,1294,barcode81,8023420
175803,173155,166653,5409,1093,2648,barcode82,8023436
143608,140303,134364,5509,430,3305,barcode83,8023439
17235,11251,10654,569,28,5984,barcode84,8023435
173856,169099,164377,4181,541,4757,barcode85,8023351
39374,36576,35376,1112,88,2798,barcode86,8023425
188290,186012,181126,4044,842,2278,barcode87,8023419
227874,225682,221460,3500,722,2192,barcode88,8023437
250712,247110,234386,11474,1250,3602,barcode89,8023432
157296,155317,148989,5701,627,1979,barcode90,8023426
175097,172984,167106,5041,837,2113,barcode91,8023440
122096,118331,109620,8425,286,3765,barcode92,8023443
193975,191462,185187,5304,971,2513,barcode93,1012421
181026,177128,170128,6315,685,3898,barcode94,1012435
55688,54176,51756,2294,126,1512,barcode95,1012417
166242,164960,160172,3940,848,1282,barcode96,1012434
697706,666065,644461,17011,4593,31641,unclassified,unclassified
