n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
38691,35299,33807,608,884,3392,barcode01,3D7
30808,26094,24637,1025,432,4714,barcode02,Dd2
33770,31216,30173,510,533,2554,barcode03,HB3
27508,25901,24238,1017,646,1607,barcode04,IPC3663
4673,14,10,3,1,4659,barcode05,Human
62,10,9,1,0,52,barcode06,NTC
23029,18175,17426,585,164,4854,barcode07,4043468
22039,20416,19486,707,223,1623,barcode08,4043469
22638,20892,19860,639,393,1746,barcode09,4043477
29154,24165,22961,749,455,4989,barcode10,4043478
60574,58290,55266,2150,874,2284,barcode11,4043479
27460,26617,25492,745,380,843,barcode12,4043480
40412,33942,32360,1040,542,6470,barcode13,4043481
33679,32212,30903,875,434,1467,barcode14,4043482
26745,24011,22963,493,555,2734,barcode15,4043483
24874,22893,21914,587,392,1981,barcode16,4043484
33924,31950,30354,859,737,1974,barcode17,4043485
21169,19981,19213,486,282,1188,barcode18,4043486
46263,42911,41103,1198,610,3352,barcode19,4043487
36297,34783,32847,1465,471,1514,barcode20,4043488
22273,19263,18399,630,234,3010,barcode21,4043489
26796,22135,21158,711,266,4661,barcode22,4043490
23864,21518,20288,898,332,2346,barcode23,4043491
33551,30678,29225,742,711,2873,barcode24,4043492
30767,28107,26960,706,441,2660,barcode25,4043493
44295,40842,38938,1464,440,3453,barcode26,4043494
26722,25788,24738,768,282,934,barcode27,4043495
36115,31154,29559,1323,272,4961,barcode28,4043496
28498,20580,19586,780,214,7918,barcode29,4043497
34119,32416,31125,989,302,1703,barcode30,4043498
20730,19719,18989,518,212,1011,barcode31,4043499
16086,14507,13874,437,196,1579,barcode32,4043500
16921,15274,14655,375,244,1647,barcode33,4043501
30539,29030,27594,999,437,1509,barcode34,4043377
13847,12110,11644,315,151,1737,barcode35,4043359
20312,17564,16946,409,209,2748,barcode36,4043358
4695,2679,2585,65,29,2016,barcode37,4043547
3708,2457,2382,60,15,1251,barcode38,4043524
5397,4052,3883,133,36,1345,barcode39,4043521
1875,512,509,0,3,1363,barcode40,4043516
36244,33420,32007,836,577,2824,barcode41,4043517
12333,6295,5925,325,45,6038,barcode42,4043523
37692,36060,34712,989,359,1632,barcode43,4043525
8145,6399,6130,231,38,1746,barcode44,4043526
47559,44473,42222,1621,630,3086,barcode45,1012975
27580,26678,25534,753,391,902,barcode46,1012976
13040,12297,11855,309,133,743,barcode47,1012984
14913,14016,13493,295,228,897,barcode48,1012985
32034,30215,28710,1097,408,1819,barcode49,1012987
36748,35264,33343,1568,353,1484,barcode50,1012988
46768,44198,42255,1472,471,2570,barcode51,4043001
13639,12364,11600,702,62,1275,barcode52,4043006
39626,37064,35359,1316,389,2562,barcode53,4043010
24938,23317,22389,625,303,1621,barcode54,4043017
12335,10325,9416,855,54,2010,barcode55,4043022
31210,29829,28400,1004,425,1381,barcode56,4043031
6991,6231,5844,356,31,760,barcode57,4043037
13917,13238,12560,457,221,679,barcode58,4043051
34774,32853,31242,1252,359,1921,barcode59,1012596
55086,52408,49778,1926,704,2678,barcode60,1012605
33346,30676,28843,1402,431,2670,barcode61,1012608
14138,13261,12689,371,201,877,barcode62,1012609
52595,50518,48705,1332,481,2077,barcode63,1012610
30127,26607,25477,766,364,3520,barcode64,1012615
40536,38910,37185,1184,541,1626,barcode65,1012616
24430,23317,22126,912,279,1113,barcode66,1012623
36621,34351,32852,936,563,2270,barcode67,1012624
57626,55292,52129,2554,609,2334,barcode68,1012635
56340,52848,50601,1556,691,3492,barcode69,1012637
25311,24174,23068,682,424,1137,barcode70,1012638
26672,23889,23276,409,204,2783,barcode71,1012639
33725,32242,30859,906,477,1483,barcode72,1012640
39850,37875,35839,1512,524,1975,barcode73,1012642
45663,44239,42899,867,473,1424,barcode74,1012643
39491,35976,34372,1162,442,3515,barcode75,1012646
34269,31507,30161,890,456,2762,barcode76,1012654
26510,24752,23786,695,271,1758,barcode77,1012655
39230,36774,35323,1001,450,2456,barcode78,1012657
44345,42728,41542,729,457,1617,barcode79,1012661
28565,26890,25730,831,329,1675,barcode80,1012662
26506,25411,24182,829,400,1095,barcode81,1012663
14893,13945,13442,265,238,948,barcode82,1012664
47800,44739,42635,1443,661,3061,barcode83,1012666
23027,21428,20524,582,322,1599,barcode84,1012667
37398,34723,33260,1068,395,2675,barcode85,1012668
23563,21739,20912,528,299,1824,barcode86,1012732
50521,48674,46351,1846,477,1847,barcode87,1012733
43270,41578,39757,1186,635,1692,barcode88,1012734
22519,19431,17962,471,998,3088,barcode89,1012735
26922,24291,23237,889,165,2631,barcode90,1012736
42531,40213,36833,777,2603,2318,barcode91,1012737
38347,36311,35003,857,451,2036,barcode92,1012738
45678,43885,42203,1046,636,1793,barcode93,1012739
28224,26430,25055,902,473,1794,barcode94,1012740
28748,27047,26078,593,376,1701,barcode95,1012741
19001,17503,16938,351,214,1498,barcode96,1012743
158563,141602,134670,4589,2343,16961,unclassified,unclassified
