well,sample_id,drug,conc_nm,replicate,au
A1,8033762,dha,250.0,1.0,0.59
A2,8033762,dha,250.0,2.0,0.59
A3,8033762,lum,1000.0,1.0,0.67
A4,8033762,lum,1000.0,2.0,0.66
A5,,,,,7.5
A6,,,,,9.16
A7,,,,,8.46
A8,,,,,7.24
A9,,,,,7.86
A10,,,,,8.05
A11,,,,,8.5
A12,,,,,7.37
B1,8033762,dha,62.5,1.0,0.54
B2,8033762,dha,62.5,2.0,0.57
B3,8033762,lum,250.0,1.0,0.63
B4,8033762,lum,250.0,2.0,0.68
B5,,,,,9.04
B6,,,,,8.33
B7,,,,,9.46
B8,,,,,8.69
B9,,,,,8.8
B10,,,,,7.61
B11,,,,,9.67
B12,,,,,7.64
C1,8033762,dha,15.625,1.0,0.56
C2,8033762,dha,15.625,2.0,0.59
C3,8033762,lum,62.5,1.0,0.6
C4,8033762,lum,62.5,2.0,0.63
C5,,,,,8.79
C6,,,,,8.74
C7,,,,,9.27
C8,,,,,9.29
C9,,,,,8.65
C10,,,,,9.73
C11,,,,,7.82
C12,,,,,8.91
D1,8033762,dha,3.90625,1.0,0.56
D2,8033762,dha,3.90625,2.0,0.59
D3,8033762,lum,15.625,1.0,0.59
D4,8033762,lum,15.625,2.0,0.63
D5,,,,,8.45
D6,,,,,8.28
D7,,,,,9.24
D8,,,,,9.36
D9,,,,,8.6
D10,,,,,8.7
D11,,,,,8.92
D12,,,,,7.72
E1,8033762,dha,0.9765625,1.0,0.65
E2,8033762,dha,0.9765625,2.0,0.64
E3,8033762,lum,3.90625,1.0,0.81
E4,8033762,lum,3.90625,2.0,0.94
E5,,,,,8.59
E6,,,,,8.28
E7,,,,,8.81
E8,,,,,8.05
E9,,,,,10.85
E10,,,,,9.18
E11,,,,,10.7
E12,,,,,8.53
F1,8033762,dha,0.244140625,1.0,0.97
F2,8033762,dha,0.244140625,2.0,0.98
F3,8033762,lum,0.9765625,1.0,1.1
F4,8033762,lum,0.9765625,2.0,1.2
F5,,,,,8.07
F6,,,,,7.7
F7,,,,,9.2
F8,,,,,8.96
F9,,,,,9.66
F10,,,,,10.98
F11,,,,,10.67
F12,,,,,10.01
G1,8033762,dha,0.06103515625,1.0,1.05
G2,8033762,dha,0.06103515625,2.0,1.12
G3,8033762,lum,0.244140625,1.0,1.18
G4,8033762,lum,0.244140625,2.0,1.23
G5,,,,,8.06
G6,,,,,7.33
G7,,,,,7.41
G8,,,,,7.74
G9,,,,,8.54
G10,,,,,9.09
G11,,,,,9.97
G12,,,,,7.99
H1,8033762,dha,0.0,1.0,1.4
H2,8033762,dha,0.0,2.0,1.14
H3,8033762,lum,0.0,1.0,1.18
H4,8033762,lum,0.0,2.0,1.21
H5,,,,,6.68
H6,,,,,7.53
H7,,,,,8.05
H8,,,,,7.28
H9,,,,,7.76
H10,,,,,8.11
H11,,,,,7.94
H12,,,,,9.09
