expt_id_PCR;expt_date_PCR;expt_user_PCR;expt_version_PCR;expt_assay;expt_notes_PCR;expt_summary_PCR;expt_rxns_PCR;pcr_primers;pcr_primersource;pcr_targetpanel;pcr_enzyme;pcr_product_ngul;expt_id_seqlib;expt_date_seqlib;expt_user_seqlib;expt_sub-type;expt_version_seqlib;expt_notes_seqlib;expt_summary_seqlib;expt_rxns_seqlib;pcr_product_targetmass_per_sample_ng;pcr_product_maxvol_ul;library_dnaconc_ngul;seq_platform;flowcell_targetmass_ng;flowcell_maxvol_ul;flowcell_id;flowcell_chemistry;flowcell_status;flowcell_checkpores;flowcell_runlength_hrs;flowcell_prevusage_hrs;seqlib_identifier;barcode;pcrproductadded_vol_ul;sample_id;extraction_id;pcr_identifier;swga_identifier;sample_type
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Jan 76;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_D6;barcode44;10;8021942;DR189;PCBM044_D6;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;91.8;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_E6;barcode45;10;01046675;DR190;PCBM044_E6;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;0.117;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_F6;barcode46;10;NTC_1;NTC_1;PCBM044_F6;;neg
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;0.00836;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_G6;barcode47;10;NTC_2;NTC_2;PCBM044_G6;;neg
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;0.0182;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_H6;barcode48;10;NTC_3;NTC_3;PCBM044_H6;;neg
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Mar 92;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_A7;barcode49;10;3D7_a;3D7_a;PCBM044_A7;;pos
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;21. Aug;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_B7;barcode50;10;Dd2_a;Dd2_a;PCBM044_B7;;pos
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;26. Feb;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_C7;barcode51;10;HB3_a;HB3_a;PCBM044_C7;;pos
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;0.288;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_D7;barcode52;10;Human_a;Human_a;PCBM044_D7;;neg
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;0.0982;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_E7;barcode53;10;NTC_a;NTC_a;PCBM044_E7;;neg
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;17. Apr;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_F7;barcode54;10;01046734;DR191;PCBM044_F7;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;13. Mar;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_G7;barcode55;10;01046726;DR192;PCBM044_G7;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;10.0;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_H7;barcode56;10;01046725;DR193;PCBM044_H7;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Aug 66;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_A8;barcode57;10;01046720;DR194;PCBM044_A8;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;May 44;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_B8;barcode58;10;01046719;DR195;PCBM044_B8;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;25. Apr;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_C8;barcode59;10;01046678;DR196;PCBM044_C8;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;39.0;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_D8;barcode60;10;01046680;DR197;PCBM044_D8;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;65.8;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_E8;barcode61;10;01046677;DR198;PCBM044_E8;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;52.6;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_F8;barcode62;10;01046676;DR199;PCBM044_F8;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;38.0;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_G8;barcode63;10;01046674;DR200;PCBM044_G8;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;0.138;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_H8;barcode64;10;01046670;DR202;PCBM044_H8;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;71.8;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_A9;barcode65;10;01046681;DR203;PCBM044_A9;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;46.0;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_B9;barcode66;10;01046687;DR204;PCBM044_B9;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Feb 64;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_C9;barcode67;10;01046703;DR205;PCBM044_C9;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;May 34;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_D9;barcode68;10;01046705;DR206;PCBM044_D9;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;46.8;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_E9;barcode69;10;01046689;DR207;PCBM044_E9;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;19. Jul;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_F9;barcode70;10;01046699;DR208;PCBM044_F9;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;33.2;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_G9;barcode71;10;01046718;DR209;PCBM044_G9;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Feb 32;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_H9;barcode72;10;01046713;DR210;PCBM044_H9;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;35.8;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_A10;barcode73;10;01046717;DR211;PCBM044_A10;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;02. Aug;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_B10;barcode74;10;01046728;DR212;PCBM044_B10;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Feb 66;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_C10;barcode75;10;01046739;DR213;PCBM044_C10;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;17. Jan;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_D10;barcode76;10;01046738;DR214;PCBM044_D10;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Apr 26;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_E10;barcode77;10;01046700;DR215;PCBM044_E10;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Aug 54;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_F10;barcode78;10;01046692;DR216;PCBM044_F10;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;03. Apr;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_G10;barcode79;10;01046736;DR217;PCBM044_G10;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;27. Feb;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_H10;barcode80;10;01046696;DR218;PCBM044_H10;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Mar 88;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_A11;barcode81;10;5872988;AH001;PCBM044_A11;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Jan 36;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_B11;barcode82;10;5874303;AH002;PCBM044_B11;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Apr 14;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_C11;barcode83;10;5872615;AH004;PCBM044_C11;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;27.0;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_D11;barcode84;10;5874366;AH005;PCBM044_D11;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;49.6;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_E11;barcode85;10;5874276;AH006;PCBM044_E11;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;12.0;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_F11;barcode86;10;5873039;AH007;PCBM044_F11;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;0.836;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_G11;barcode87;10;5873127;AH009;PCBM044_G11;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;67.8;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_H11;barcode88;10;5874340;AH010;PCBM044_H11;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;Jan 56;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_A12;barcode89;10;5874559;AH011;PCBM044_A12;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;0.0678;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_B12;barcode90;10;5872848;AH012;PCBM044_B12;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;May 62;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_C12;barcode91;10;5873140;AH013;PCBM044_C12;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;01. Nov;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_D12;barcode92;10;5874004;AH014;PCBM044_D12;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;46.0;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_E12;barcode93;10;5874241;AH017;PCBM044_E12;;field
PCBM044;24.03.25;Brenda Mambwe;7;NOMADS_MVP;To sequence HRP2/3 samples with MVP protocol. ;HRP2/3_Batch2;96;N004;;Pf-03-9;KAPA HiFi ReadyMix;0.0167;SLMM069;27.03.25;Mulenga Mwenda;rapid;2;MVP + Rapid Barcoding sequencing for HRP2 2024 samples with 16 ATSB samples. 3D7 amplifoed poorly and should be replaced. PCBMM044;HRP2 2024_Batch2;10;200;10;;;800;12;;;;;;;SLMM069_F12;barcode94;10;5872196;AH018;PCBM044_F12;;field
