n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
59760,56798,53148,666,2984,2962,barcode01,3D7
44042,40477,37877,618,1982,3565,barcode02,Dd2
48057,47165,44745,442,1978,892,barcode03,HB3
44457,43332,40804,464,2064,1125,barcode04,IPC3445
7988,303,290,4,9,7685,barcode05,Human
856,466,463,1,2,390,barcode06,NTC
57024,55833,51938,957,2938,1191,barcode07,8033172
13618,13383,12835,143,405,235,barcode08,8033173
48731,46775,43745,1701,1329,1956,barcode09,8033179
61676,60000,56382,1746,1872,1676,barcode10,8033183
2295,314,289,22,3,1981,barcode11,8033184
5112,4594,4444,116,34,518,barcode12,8033185
40539,39630,37074,766,1790,909,barcode13,8033330
46431,45062,41784,1277,2001,1369,barcode14,8033331
40619,39241,36256,1032,1953,1378,barcode15,8033333
48015,46936,43807,1169,1960,1079,barcode16,8033334
61913,60191,56433,1467,2291,1722,barcode17,8033335
59226,58233,54262,1454,2517,993,barcode18,8033336
55255,53894,50698,921,2275,1361,barcode19,8033338
38452,37911,36125,604,1182,541,barcode20,8033339
30427,29601,27752,420,1429,826,barcode21,8033340
30270,29416,27974,556,886,854,barcode22,8033341
31892,31309,29581,376,1352,583,barcode23,8033342
35872,34876,32815,412,1649,996,barcode24,8033343
54504,53237,49418,1554,2265,1267,barcode25,8033344
75725,74125,69293,1591,3241,1600,barcode26,8033346
50881,49660,46641,999,2020,1221,barcode27,8033348
74630,73341,69356,1362,2623,1289,barcode28,8033349
45080,44077,41526,1016,1535,1003,barcode29,8033352
58635,57282,53905,1370,2007,1353,barcode30,8033353
23375,21489,20035,1244,210,1886,barcode31,8033354
49173,48562,45225,1391,1946,611,barcode32,8033355
26901,26415,24786,446,1183,486,barcode33,8033357
29343,28611,26813,676,1122,732,barcode34,8033358
38687,37774,34797,689,2288,913,barcode35,8033360
32390,31019,29051,562,1406,1371,barcode36,8033364
37581,37040,34755,787,1498,541,barcode37,8033365
53065,51749,48289,1194,2266,1316,barcode38,8033366
52029,50650,46713,935,3002,1379,barcode39,8033367
61111,59987,56000,1233,2754,1124,barcode40,8033368
10238,8862,8510,267,85,1376,barcode41,8033369
51293,49522,45517,1665,2340,1771,barcode42,8033370
52408,51277,48054,1082,2141,1131,barcode43,8033372
57465,55975,52454,809,2712,1490,barcode44,8033373
52374,49772,46654,1472,1646,2602,barcode45,8033375
62383,61333,57295,1065,2973,1050,barcode46,8033376
24399,23735,22149,513,1073,664,barcode47,8033379
50716,49696,46581,1013,2102,1020,barcode48,8033381
11711,10625,10159,241,225,1086,barcode49,8033385
8806,7141,6678,427,36,1665,barcode50,8033386
64539,63101,58461,1510,3130,1438,barcode51,8033387
49925,48991,46344,916,1731,934,barcode52,8033388
8948,7910,7715,111,84,1038,barcode53,8033390
7523,7116,6794,190,132,407,barcode54,8033392
18074,17047,16632,301,114,1027,barcode55,8033393
54576,52944,48187,1277,3480,1632,barcode56,8033396
37488,35880,33702,1165,1013,1608,barcode57,8033397
13982,13599,12682,296,621,383,barcode58,8033398
55590,54619,51260,847,2512,971,barcode59,8033401
32722,32091,30007,683,1401,631,barcode60,8033402
23362,22607,20757,514,1336,755,barcode61,8033405
18479,18070,16322,322,1426,409,barcode62,8033406
63319,61872,57931,1196,2745,1447,barcode63,8033409
66292,64895,59453,1331,4111,1397,barcode64,8033410
55862,54931,51949,1039,1943,931,barcode65,8033412
30351,29894,27970,631,1293,457,barcode66,8033414
31462,30642,28634,579,1429,820,barcode67,8033415
34359,33607,31757,731,1119,752,barcode68,8033416
44130,43094,40553,772,1769,1036,barcode69,8033417
54971,53556,49863,991,2702,1415,barcode70,8033419
2095,1059,1057,0,2,1036,barcode71,8033422
59249,58429,54860,1186,2383,820,barcode72,8033423
85402,83348,77796,1345,4207,2054,barcode73,8033424
76720,75396,71114,1173,3109,1324,barcode74,8033425
75001,73645,67549,1163,4933,1356,barcode75,8033426
36165,34718,32412,777,1529,1447,barcode76,8033431
75335,74084,69374,1335,3375,1251,barcode77,8033432
45012,43347,40800,903,1644,1665,barcode78,8033433
53970,52443,48768,1377,2298,1527,barcode79,8033434
23934,22031,20752,683,596,1903,barcode80,8010837
71867,70803,66209,1675,2919,1064,barcode81,8010839
50544,48313,45635,1070,1608,2231,barcode82,8010840
74589,73196,67585,1702,3909,1393,barcode83,8010841
51690,50565,45052,835,4678,1125,barcode84,8010842
76517,74060,68284,1319,4457,2457,barcode85,8010843
62411,60962,55816,807,4339,1449,barcode86,8010845
110359,108101,101774,1856,4471,2258,barcode87,8010846
57912,55738,52887,1944,907,2174,barcode88,8010848
78105,76282,70532,1660,4090,1823,barcode89,8010849
38084,36642,34743,1149,750,1442,barcode90,8010851
63525,62284,57500,2367,2417,1241,barcode91,8010852
60611,59471,56348,1127,1996,1140,barcode92,8010854
51428,50115,46882,993,2240,1313,barcode93,8010855
1821,40,38,0,2,1781,barcode94,8010856
29691,28609,26851,663,1095,1082,barcode95,8010857
33311,32750,30256,255,2239,561,barcode96,8010858
538120,521503,489813,10901,20789,16617,unclassified,unclassified
