barcode,n_processed_fastq,sample_id
barcode01,46,3D7
barcode02,46,Dd2
barcode03,46,HB3
barcode04,46,IPC3445
barcode05,45,Human
barcode06,45,NTC
barcode07,46,8033172
barcode08,45,8033173
barcode09,46,8033179
barcode10,46,8033183
barcode11,44,8033184
barcode12,46,8033185
barcode13,46,8033330
barcode14,45,8033331
barcode15,46,8033333
barcode16,46,8033334
barcode17,46,8033335
barcode18,46,8033336
barcode19,46,8033338
barcode20,46,8033339
barcode21,45,8033340
barcode22,46,8033341
barcode23,46,8033342
barcode24,46,8033343
barcode25,46,8033344
barcode26,46,8033346
barcode27,46,8033348
barcode28,46,8033349
barcode29,46,8033352
barcode30,46,8033353
barcode31,46,8033354
barcode32,46,8033355
barcode33,46,8033357
barcode34,46,8033358
barcode35,46,8033360
barcode36,46,8033364
barcode37,46,8033365
barcode38,46,8033366
barcode39,46,8033367
barcode40,46,8033368
barcode41,46,8033369
barcode42,46,8033370
barcode43,46,8033372
barcode44,46,8033373
barcode45,46,8033375
barcode46,46,8033376
barcode47,46,8033379
barcode48,46,8033381
barcode49,46,8033385
barcode50,46,8033386
barcode51,46,8033387
barcode52,46,8033388
barcode53,46,8033390
barcode54,45,8033392
barcode55,46,8033393
barcode56,46,8033396
barcode57,46,8033397
barcode58,46,8033398
barcode59,46,8033401
barcode60,46,8033402
barcode61,45,8033405
barcode62,46,8033406
barcode63,46,8033409
barcode64,46,8033410
barcode65,46,8033412
barcode66,46,8033414
barcode67,46,8033415
barcode68,46,8033416
barcode69,46,8033417
barcode70,46,8033419
barcode71,45,8033422
barcode72,46,8033423
barcode73,46,8033424
barcode74,46,8033425
barcode75,46,8033426
barcode76,46,8033431
barcode77,46,8033432
barcode78,46,8033433
barcode79,46,8033434
barcode80,46,8010837
barcode81,46,8010839
barcode82,46,8010840
barcode83,46,8010841
barcode84,46,8010842
barcode85,46,8010843
barcode86,46,8010845
barcode87,46,8010846
barcode88,46,8010848
barcode89,46,8010849
barcode90,45,8010851
barcode91,46,8010852
barcode92,46,8010854
barcode93,46,8010855
barcode94,45,8010856
barcode95,46,8010857
barcode96,46,8010858
unclassified,46,unclassified
