n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
10224,9337,9074,231,32,887,barcode01,3D7
38770,34617,33664,844,109,4153,barcode02,Dd2
11699,10238,9927,282,29,1461,barcode03,HB3
7753,19,9,9,1,7734,barcode04,Human
1022,6,6,0,0,1016,barcode05,NTC
8975,8573,8241,303,29,402,barcode06,1012422
43210,42645,41133,1254,258,565,barcode07,1012415
1384,4,4,0,0,1380,barcode08,1012446
53225,52343,49698,2447,198,882,barcode09,1012416
24322,23751,22854,822,75,571,barcode10,1012440
36886,36204,34547,1513,144,682,barcode11,1012424
34630,34334,33434,796,104,296,barcode12,1012419
60463,59839,57606,1963,270,624,barcode13,1012447
38936,37395,35176,2074,145,1541,barcode14,1012431
39929,39404,37719,1497,188,525,barcode15,1012449
53560,53164,51461,1466,237,396,barcode16,1012428
9766,9491,9062,379,50,275,barcode17,1012427
28653,27823,26734,998,91,830,barcode18,1012426
15895,15140,14410,684,46,755,barcode19,1012430
37640,37394,35976,1178,240,246,barcode20,1012450
32508,32034,30558,1350,126,474,barcode21,1012423
22150,21323,20739,519,65,827,barcode22,1012425
35763,35378,34131,1065,182,385,barcode23,1012420
42276,41528,40132,1206,190,748,barcode24,1012443
45886,45261,43262,1769,230,625,barcode25,1012438
54945,54352,51604,2508,240,593,barcode26,1012433
25468,25149,24215,858,76,319,barcode27,1012444
51497,50741,48308,2205,228,756,barcode28,1012436
50898,50428,48405,1764,259,470,barcode29,1012418
37098,34702,32893,1716,93,2396,barcode30,1012441
24672,23692,23309,324,59,980,barcode31,1012345
46380,45888,44195,1397,296,492,barcode32,1012374
25214,24557,23443,1051,63,657,barcode33,1012383
45952,45393,44049,1163,181,559,barcode34,1012385
53514,52814,50368,2093,353,700,barcode35,1012394
38551,37940,36900,857,183,611,barcode36,1012382
25194,24921,23852,966,103,273,barcode37,1012386
16718,14069,13666,365,38,2649,barcode38,1012369
43353,42645,40063,2418,164,708,barcode39,1012353
38621,37756,36605,1031,120,865,barcode40,1012375
23525,22302,21538,698,66,1223,barcode41,1012346
53985,51846,50024,1701,121,2139,barcode42,1012349
43190,42574,41986,421,167,616,barcode43,1012342
58645,57923,55615,2084,224,722,barcode44,1012402
2308,740,731,8,1,1568,barcode45,1012396
36145,34532,33203,1241,88,1613,barcode46,1012343
34957,34443,33203,1078,162,514,barcode47,1012368
20812,20525,20082,347,96,287,barcode48,1012407
29036,28483,27356,1016,111,553,barcode49,1012358
47149,46512,45070,1216,226,637,barcode50,1012381
35335,34614,34151,350,113,721,barcode51,1012362
903,199,198,0,1,704,barcode52,1012403
34461,33848,32638,1024,186,613,barcode53,1012364
937,285,285,0,0,652,barcode54,1012344
1041,594,589,5,0,447,barcode55,1012390
13967,13316,12941,339,36,651,barcode56,1012387
44062,43662,42012,1424,226,400,barcode57,1012363
37689,37280,35951,1157,172,409,barcode58,8021832
50407,48505,46528,1847,130,1902,barcode59,8021848
49216,47113,45395,1603,115,2103,barcode60,8021849
19467,17860,17012,783,65,1607,barcode61,8021863
17272,16642,15935,650,57,630,barcode62,8021866
52984,52357,50822,1260,275,627,barcode63,8021867
40133,39232,38192,893,147,901,barcode64,8021884
39353,38968,37737,1011,220,385,barcode65,8021899
26145,25880,24986,757,137,265,barcode66,01039196
28362,27905,26994,823,88,457,barcode67,01039181
51765,51156,49441,1524,191,609,barcode68,01039198
56266,55523,53887,1444,192,743,barcode69,01039151
31758,31241,30256,864,121,517,barcode70,01039172
22151,21740,20880,782,78,411,barcode71,01039157
42096,41705,40407,1134,164,391,barcode72,01039153
32023,31371,30392,892,87,652,barcode73,8021793
51386,49848,47506,2194,148,1538,barcode74,8021802
38717,37767,35865,1745,157,950,barcode75,01039191
7545,4587,4265,318,4,2958,barcode76,8021804
53258,52706,50751,1737,218,552,barcode77,8021801
36662,35989,34896,983,110,673,barcode78,8021795
47249,45075,42727,2238,110,2174,barcode79,8021792
44644,44102,42681,1256,165,542,barcode80,8021789
38742,37565,36168,1289,108,1177,barcode81,8021803
2590,192,192,0,0,2398,barcode82,8021805
43634,42960,40503,2305,152,674,barcode83,01039178
23105,22346,21380,902,64,759,barcode84,8021798
20278,19056,18248,763,45,1222,barcode85,01039179
1481,363,362,0,1,1118,barcode86,8021797
22893,22452,21619,797,36,441,barcode87,8021796
51043,50451,49093,1227,131,592,barcode88,8021800
33123,32250,30199,1924,127,873,barcode89,8021799
35799,35264,34134,1010,120,535,barcode90,8021790
22498,22057,21065,910,82,441,barcode91,01039147
50801,50170,48039,1976,155,631,barcode92,8021788
7640,6858,6620,232,6,782,barcode93,01039141
926,115,114,1,0,811,barcode94,01039168
24420,24014,22927,991,96,406,barcode95,01039149
401,0,0,0,0,401,barcode96,PCR_NTC
198892,191335,184690,5533,1112,7557,unclassified,unclassified
