barcode,n_processed_fastq,sample_id
barcode01,294,3D7
barcode02,295,Dd2
barcode03,295,HB3
barcode04,294,Human
barcode05,285,NTC
barcode06,295,1012422
barcode07,295,1012415
barcode08,286,1012446
barcode09,295,1012416
barcode10,294,1012440
barcode11,295,1012424
barcode12,295,1012419
barcode13,295,1012447
barcode14,295,1012431
barcode15,295,1012449
barcode16,295,1012428
barcode17,294,1012427
barcode18,295,1012426
barcode19,294,1012430
barcode20,295,1012450
barcode21,295,1012423
barcode22,294,1012425
barcode23,295,1012420
barcode24,295,1012443
barcode25,295,1012438
barcode26,295,1012433
barcode27,295,1012444
barcode28,295,1012436
barcode29,295,1012418
barcode30,295,1012441
barcode31,295,1012345
barcode32,295,1012374
barcode33,295,1012383
barcode34,295,1012385
barcode35,295,1012394
barcode36,295,1012382
barcode37,294,1012386
barcode38,294,1012369
barcode39,295,1012353
barcode40,295,1012375
barcode41,295,1012346
barcode42,295,1012349
barcode43,295,1012342
barcode44,295,1012402
barcode45,295,1012396
barcode46,295,1012343
barcode47,295,1012368
barcode48,295,1012407
barcode49,295,1012358
barcode50,295,1012381
barcode51,295,1012362
barcode52,267,1012403
barcode53,295,1012364
barcode54,270,1012344
barcode55,271,1012390
barcode56,294,1012387
barcode57,295,1012363
barcode58,295,8021832
barcode59,295,8021848
barcode60,295,8021849
barcode61,295,8021863
barcode62,295,8021866
barcode63,295,8021867
barcode64,295,8021884
barcode65,295,8021899
barcode66,295,01039196
barcode67,295,01039181
barcode68,295,01039198
barcode69,295,01039151
barcode70,295,01039172
barcode71,295,01039157
barcode72,295,01039153
barcode73,294,8021793
barcode74,295,8021802
barcode75,295,01039191
barcode76,295,8021804
barcode77,295,8021801
barcode78,295,8021795
barcode79,295,8021792
barcode80,295,8021789
barcode81,295,8021803
barcode82,294,8021805
barcode83,295,01039178
barcode84,295,8021798
barcode85,295,01039179
barcode86,277,8021797
barcode87,295,8021796
barcode88,295,8021800
barcode89,295,8021799
barcode90,295,8021790
barcode91,294,01039147
barcode92,295,8021788
barcode93,295,01039141
barcode94,267,01039168
barcode95,295,01039149
barcode96,228,PCR_NTC
unclassified,295,unclassified
