barcode,n_processed_fastq,sample_id
barcode01,46,8013155
barcode02,46,8013156
barcode03,46,8013158
barcode04,46,8013159
barcode05,46,8013160
barcode06,46,8013161
barcode07,46,8013163
barcode08,46,8013165
barcode09,46,8013171
barcode10,46,8013173
barcode11,46,8031579
barcode12,46,8031580
barcode13,46,8031581
barcode14,46,8031582
barcode15,46,8031584
barcode16,46,8031585
barcode17,46,8031586
barcode18,46,8031587
barcode19,46,8031588
barcode20,46,8031589
barcode21,46,8031591
barcode22,46,8031594
barcode23,46,8031595
barcode24,46,8031597
barcode25,46,8031600
barcode26,46,8031601
barcode27,46,8031607
barcode28,46,8031608
barcode29,46,8031610
barcode30,46,8031612
barcode31,46,8031615
barcode32,46,8031620
barcode33,46,8031621
barcode34,46,8031622
barcode35,46,8031624
barcode36,46,8031627
barcode37,46,8031629
barcode38,46,8031630
barcode39,46,8031634
barcode40,46,8031635
barcode41,46,8031636
barcode42,46,8031637
barcode43,46,8031638
barcode44,46,8031639
barcode45,46,8031640
barcode46,46,8031641
barcode47,46,8031643
barcode48,46,8031644
barcode49,46,8031646
barcode50,46,8031649
barcode51,46,8031650
barcode52,46,8031651
barcode53,46,8031652
barcode54,46,8031653
barcode55,46,8031654
barcode56,46,8031655
barcode57,46,8031657
barcode58,46,8031661
barcode59,46,8031662
barcode60,46,8031664
barcode61,46,8031668
barcode62,46,8031671
barcode63,46,8031673
barcode64,46,8031674
barcode65,46,8031675
barcode66,46,8031677
barcode67,46,8032353
barcode68,46,8032355
barcode69,46,8032356
barcode70,46,8032357
barcode71,46,8032362
barcode72,46,8032363
barcode73,46,8032364
barcode74,46,8032365
barcode75,46,8032368
barcode76,46,8032369
barcode77,46,8032371
barcode78,46,8032381
barcode79,46,8032382
barcode80,46,8032384
barcode81,46,8032385
barcode82,46,8032388
barcode83,46,8032389
barcode84,46,8032391
barcode85,46,8032392
barcode86,46,8032393
barcode87,46,8032395
barcode88,46,8032396
barcode89,46,8032400
barcode90,46,8032403
barcode91,46,3D7
barcode92,46,Dd2
barcode93,46,HB3
barcode94,46,IPC 3445
barcode95,46,Human
barcode96,46,NTC
unclassified,46,unclassified
