n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
18142,17474,16355,292,827,668,barcode01,8013155
17212,16707,15676,474,557,505,barcode02,8013156
5326,3890,3765,102,23,1436,barcode03,8013158
4952,3185,3083,88,14,1767,barcode04,8013159
18529,18090,17129,255,706,439,barcode05,8013160
20122,19559,18480,437,642,563,barcode06,8013161
10716,8813,8414,334,65,1903,barcode07,8013163
21474,20998,19740,396,862,476,barcode08,8013165
964,90,86,2,2,874,barcode09,8013171
13933,12487,12048,249,190,1446,barcode10,8013173
29444,28318,27310,386,622,1126,barcode11,8031579
15851,14369,13878,368,123,1482,barcode12,8031580
22873,22063,21036,302,725,810,barcode13,8031581
11745,1080,972,106,2,10665,barcode14,8031582
8319,5201,5058,106,37,3118,barcode15,8031584
29968,29503,28074,514,915,465,barcode16,8031585
6125,4928,4653,198,77,1197,barcode17,8031586
7406,5036,4782,177,77,2370,barcode18,8031587
14562,13661,13046,260,355,901,barcode19,8031588
21488,21136,20150,342,644,352,barcode20,8031589
21694,21190,20247,246,697,504,barcode21,8031591
10934,8963,8670,199,94,1971,barcode22,8031594
20292,19877,19011,305,561,415,barcode23,8031595
6343,2206,2041,156,9,4137,barcode24,8031597
23512,22886,21823,436,627,626,barcode25,8031600
31211,30292,28534,813,945,919,barcode26,8031601
12433,8771,8415,209,147,3662,barcode27,8031607
37845,37343,35562,642,1139,502,barcode28,8031608
14502,14166,13358,179,629,336,barcode29,8031610
11175,9717,9320,280,117,1458,barcode30,8031612
22189,21862,20977,320,565,327,barcode31,8031615
4763,2910,2830,62,18,1853,barcode32,8031620
27425,27048,25901,332,815,377,barcode33,8031621
34770,34154,32832,409,913,616,barcode34,8031622
23339,23002,21976,462,564,337,barcode35,8031624
18740,18294,17685,186,423,446,barcode36,8031627
14369,14160,13601,284,275,209,barcode37,8031629
4516,1757,1652,102,3,2759,barcode38,8031630
22756,22059,21077,594,388,697,barcode39,8031634
20661,19278,18593,499,186,1383,barcode40,8031635
22780,20927,20003,766,158,1853,barcode41,8031636
9615,3047,2870,162,15,6568,barcode42,8031637
12382,11725,11167,515,43,657,barcode43,8031638
35044,34472,33224,386,862,572,barcode44,8031639
29453,28851,27937,397,517,602,barcode45,8031640
29549,28794,27751,745,298,755,barcode46,8031641
19203,18490,18014,268,208,713,barcode47,8031643
29530,28940,27867,345,728,590,barcode48,8031644
28228,27663,26631,412,620,565,barcode49,8031646
28947,28265,27200,433,632,682,barcode50,8031649
20479,19887,19004,540,343,592,barcode51,8031650
27416,26974,25995,351,628,442,barcode52,8031651
27472,26971,25917,378,676,501,barcode53,8031652
18660,18175,17582,181,412,485,barcode54,8031653
33264,32024,31079,766,179,1240,barcode55,8031654
33586,33070,31958,608,504,516,barcode56,8031655
2516,2453,2365,31,57,63,barcode57,8031657
21874,21599,20684,235,680,275,barcode58,8031661
32562,32021,30855,489,677,541,barcode59,8031662
18685,16612,15621,883,108,2073,barcode60,8031664
26144,25459,24513,273,673,685,barcode61,8031668
10307,9481,9083,336,62,826,barcode62,8031671
29132,28473,27196,806,471,659,barcode63,8031673
32518,31292,30113,757,422,1226,barcode64,8031674
2295,1609,1593,1,15,686,barcode65,8031675
16578,16297,15673,296,328,281,barcode66,8031677
15170,14582,14273,126,183,588,barcode67,8032353
31985,31207,30509,384,314,778,barcode68,8032355
32024,31373,30289,369,715,651,barcode69,8032356
22510,21876,21137,271,468,634,barcode70,8032357
21203,19786,19108,544,134,1417,barcode71,8032362
38002,37624,36083,607,934,378,barcode72,8032363
35234,34624,33487,461,676,610,barcode73,8032364
32359,31944,30565,521,858,415,barcode74,8032365
29234,28534,27520,418,596,700,barcode75,8032368
22192,21557,20784,336,437,635,barcode76,8032369
18857,18631,17954,296,381,226,barcode77,8032371
25382,24843,23978,398,467,539,barcode78,8032381
23743,22812,21979,583,250,931,barcode79,8032382
4847,4471,4376,73,22,376,barcode80,8032384
23861,23304,22404,318,582,557,barcode81,8032385
22646,22051,21251,218,582,595,barcode82,8032388
14866,13292,12892,327,73,1574,barcode83,8032389
19766,18644,18070,303,271,1122,barcode84,8032391
18361,16247,15646,490,111,2114,barcode85,8032392
24096,23436,22335,356,745,660,barcode86,8032393
18619,17827,17186,526,115,792,barcode87,8032395
31556,30929,29708,677,544,627,barcode88,8032396
34635,33847,32409,458,980,788,barcode89,8032400
30027,29288,28078,501,709,739,barcode90,8032403
19753,17825,17335,232,258,1928,barcode91,3D7
12296,10396,9953,62,381,1900,barcode92,Dd2
10088,8451,7989,48,414,1637,barcode93,HB3
37282,36109,34096,381,1632,1173,barcode94,IPC 3445
11522,5,5,0,0,11517,barcode95,Human
422,0,0,0,0,422,barcode96,NTC
99138,92370,88807,1407,2156,6768,unclassified,unclassified
