well,sample_id,drug,conc_nm,replicate,au
A1,8036398,dha,250.0,1,0.58
A2,8036398,dha,250.0,2,0.55
A3,8036398,lum,1000.0,1,0.64
A4,8036398,lum,1000.0,2,0.61
A5,8036399,dha,250.0,1,0.98
A6,8036399,dha,250.0,2,0.96
A7,8036399,lum,1000.0,1,1.0
A8,8036399,lum,1000.0,2,0.96
A9,8036401,dha,250.0,1,1.06
A10,8036401,dha,250.0,2,1.03
A11,8036401,lum,1000.0,1,1.02
A12,8036401,lum,1000.0,2,0.9
B1,8036398,dha,62.5,1,0.53
B2,8036398,dha,62.5,2,0.51
B3,8036398,lum,250.0,1,0.56
B4,8036398,lum,250.0,2,0.57
B5,8036399,dha,62.5,1,0.91
B6,8036399,dha,62.5,2,0.91
B7,8036399,lum,250.0,1,0.95
B8,8036399,lum,250.0,2,0.9
B9,8036401,dha,62.5,1,1.04
B10,8036401,dha,62.5,2,1.01
B11,8036401,lum,250.0,1,1.02
B12,8036401,lum,250.0,2,0.92
C1,8036398,dha,15.625,1,0.54
C2,8036398,dha,15.625,2,0.56
C3,8036398,lum,62.5,1,0.59
C4,8036398,lum,62.5,2,0.57
C5,8036399,dha,15.625,1,0.92
C6,8036399,dha,15.625,2,0.94
C7,8036399,lum,62.5,1,0.97
C8,8036399,lum,62.5,2,0.89
C9,8036401,dha,15.625,1,1.04
C10,8036401,dha,15.625,2,1.0
C11,8036401,lum,62.5,1,1.06
C12,8036401,lum,62.5,2,0.95
D1,8036398,dha,3.90625,1,0.56
D2,8036398,dha,3.90625,2,0.54
D3,8036398,lum,15.625,1,0.57
D4,8036398,lum,15.625,2,0.57
D5,8036399,dha,3.90625,1,0.93
D6,8036399,dha,3.90625,2,0.88
D7,8036399,lum,15.625,1,1.02
D8,8036399,lum,15.625,2,0.93
D9,8036401,dha,3.90625,1,1.11
D10,8036401,dha,3.90625,2,1.05
D11,8036401,lum,15.625,1,1.08
D12,8036401,lum,15.625,2,1.05
E1,8036398,dha,0.9765625,1,0.57
E2,8036398,dha,0.9765625,2,0.57
E3,8036398,lum,3.90625,1,0.61
E4,8036398,lum,3.90625,2,0.6
E5,8036399,dha,0.9765625,1,0.97
E6,8036399,dha,0.9765625,2,0.93
E7,8036399,lum,3.90625,1,1.09
E8,8036399,lum,3.90625,2,0.98
E9,8036401,dha,0.9765625,1,1.51
E10,8036401,dha,0.9765625,2,1.51
E11,8036401,lum,3.90625,1,1.69
E12,8036401,lum,3.90625,2,1.61
F1,8036398,dha,0.244140625,1,0.57
F2,8036398,dha,0.244140625,2,0.58
F3,8036398,lum,0.9765625,1,0.61
F4,8036398,lum,0.9765625,2,0.6
F5,8036399,dha,0.244140625,1,1.07
F6,8036399,dha,0.244140625,2,1.05
F7,8036399,lum,0.9765625,1,1.1
F8,8036399,lum,0.9765625,2,1.06
F9,8036401,dha,0.244140625,1,1.85
F10,8036401,dha,0.244140625,2,1.76
F11,8036401,lum,0.9765625,1,1.9
F12,8036401,lum,0.9765625,2,1.74
G1,8036398,dha,0.06103515625,1,0.57
G2,8036398,dha,0.06103515625,2,0.59
G3,8036398,lum,0.244140625,1,0.62
G4,8036398,lum,0.244140625,2,0.6
G5,8036399,dha,0.06103515625,1,1.11
G6,8036399,dha,0.06103515625,2,1.04
G7,8036399,lum,0.244140625,1,1.04
G8,8036399,lum,0.244140625,2,1.0
G9,8036401,dha,0.06103515625,1,1.84
G10,8036401,dha,0.06103515625,2,1.8
G11,8036401,lum,0.244140625,1,1.9
G12,8036401,lum,0.244140625,2,1.68
H1,8036398,dha,0.0,1,0.57
H2,8036398,dha,0.0,2,0.56
H3,8036398,lum,0.0,1,0.6
H4,8036398,lum,0.0,2,0.6
H5,8036399,dha,0.0,1,1.11
H6,8036399,dha,0.0,2,1.1
H7,8036399,lum,0.0,1,1.09
H8,8036399,lum,0.0,2,1.02
H9,8036401,dha,0.0,1,1.82
H10,8036401,dha,0.0,2,1.71
H11,8036401,lum,0.0,1,1.77
H12,8036401,lum,0.0,2,1.66
