well,sample_id,drug,conc_nm,replicate,au
A1,8036261,dha,250.0,1,1.19
A2,8036261,dha,250.0,2,1.25
A3,8036261,lum,1000.0,1,1.35
A4,8036261,lum,1000.0,2,1.33
A5,8036263,dha,250.0,1,1.41
A6,8036263,dha,250.0,2,1.36
A7,8036263,lum,1000.0,1,1.4
A8,8036263,lum,1000.0,2,1.34
A9,8036264,dha,250.0,1,1.46
A10,8036264,dha,250.0,2,1.52
A11,8036264,lum,1000.0,1,1.41
A12,8036264,lum,1000.0,2,1.3
B1,8036261,dha,83.33333333333333,1,1.07
B2,8036261,dha,83.33333333333333,2,1.17
B3,8036261,lum,333.3333333333333,1,1.23
B4,8036261,lum,333.3333333333333,2,1.21
B5,8036263,dha,83.33333333333333,1,1.29
B6,8036263,dha,83.33333333333333,2,1.29
B7,8036263,lum,333.3333333333333,1,1.3
B8,8036263,lum,333.3333333333333,2,1.23
B9,8036264,dha,83.33333333333333,1,1.36
B10,8036264,dha,83.33333333333333,2,1.48
B11,8036264,lum,333.3333333333333,1,1.38
B12,8036264,lum,333.3333333333333,2,1.27
C1,8036261,dha,27.77777777777778,1,1.08
C2,8036261,dha,27.77777777777778,2,1.15
C3,8036261,lum,111.11111111111111,1,1.26
C4,8036261,lum,111.11111111111111,2,1.24
C5,8036263,dha,27.77777777777778,1,1.26
C6,8036263,dha,27.77777777777778,2,1.29
C7,8036263,lum,111.11111111111111,1,1.29
C8,8036263,lum,111.11111111111111,2,1.26
C9,8036264,dha,27.77777777777778,1,1.32
C10,8036264,dha,27.77777777777778,2,1.4
C11,8036264,lum,111.11111111111111,1,1.37
C12,8036264,lum,111.11111111111111,2,1.29
D1,8036261,dha,9.25925925925926,1,1.08
D2,8036261,dha,9.25925925925926,2,1.17
D3,8036261,lum,37.03703703703704,1,1.32
D4,8036261,lum,37.03703703703704,2,1.26
D5,8036263,dha,9.25925925925926,1,1.3
D6,8036263,dha,9.25925925925926,2,1.23
D7,8036263,lum,37.03703703703704,1,1.44
D8,8036263,lum,37.03703703703704,2,1.42
D9,8036264,dha,9.25925925925926,1,1.32
D10,8036264,dha,9.25925925925926,2,1.44
D11,8036264,lum,37.03703703703704,1,1.39
D12,8036264,lum,37.03703703703704,2,1.24
E1,8036261,dha,3.0864197530864197,1,1.06
E2,8036261,dha,3.0864197530864197,2,1.11
E3,8036261,lum,12.345679012345679,1,1.43
E4,8036261,lum,12.345679012345679,2,1.43
E5,8036263,dha,3.0864197530864197,1,1.29
E6,8036263,dha,3.0864197530864197,2,1.25
E7,8036263,lum,12.345679012345679,1,1.52
E8,8036263,lum,12.345679012345679,2,1.42
E9,8036264,dha,3.0864197530864197,1,1.29
E10,8036264,dha,3.0864197530864197,2,1.38
E11,8036264,lum,12.345679012345679,1,1.35
E12,8036264,lum,12.345679012345679,2,1.28
F1,8036261,dha,1.02880658436214,1,1.11
F2,8036261,dha,1.02880658436214,2,1.24
F3,8036261,lum,4.11522633744856,1,1.58
F4,8036261,lum,4.11522633744856,2,1.51
F5,8036263,dha,1.02880658436214,1,1.32
F6,8036263,dha,1.02880658436214,2,1.26
F7,8036263,lum,4.11522633744856,1,1.52
F8,8036263,lum,4.11522633744856,2,1.44
F9,8036264,dha,1.02880658436214,1,1.3
F10,8036264,dha,1.02880658436214,2,1.37
F11,8036264,lum,4.11522633744856,1,1.36
F12,8036264,lum,4.11522633744856,2,1.28
G1,8036261,dha,0.3429355281207133,1,1.19
G2,8036261,dha,0.3429355281207133,2,1.33
G3,8036261,lum,1.3717421124828533,1,1.66
G4,8036261,lum,1.3717421124828533,2,1.54
G5,8036263,dha,0.3429355281207133,1,1.45
G6,8036263,dha,0.3429355281207133,2,1.4
G7,8036263,lum,1.3717421124828533,1,1.46
G8,8036263,lum,1.3717421124828533,2,1.38
G9,8036264,dha,0.3429355281207133,1,1.26
G10,8036264,dha,0.3429355281207133,2,1.37
G11,8036264,lum,1.3717421124828533,1,1.33
G12,8036264,lum,1.3717421124828533,2,1.26
H1,8036261,dha,0.0,1,1.37
H2,8036261,dha,0.0,2,1.46
H3,8036261,lum,0.0,1,1.57
H4,8036261,lum,0.0,2,1.53
H5,8036263,dha,0.0,1,1.51
H6,8036263,dha,0.0,2,1.49
H7,8036263,lum,0.0,1,1.44
H8,8036263,lum,0.0,2,1.42
H9,8036264,dha,0.0,1,1.22
H10,8036264,dha,0.0,2,1.28
H11,8036264,lum,0.0,1,1.2
H12,8036264,lum,0.0,2,1.22
