well,sample_id,drug,conc_nm,replicate,au
A1,8036449,dha,250.0,1.0,1.46
A2,8036449,dha,250.0,2.0,1.47
A3,8036449,lum,1000.0,1.0,1.6
A4,8036449,lum,1000.0,2.0,1.59
A5,,,,,7.17
A6,,,,,8.83
A7,,,,,7.32
A8,,,,,6.51
A9,,,,,6.84
A10,,,,,8.44
A11,,,,,7.99
A12,,,,,7.46
B1,8036449,dha,62.5,1.0,1.38
B2,8036449,dha,62.5,2.0,1.38
B3,8036449,lum,250.0,1.0,1.55
B4,8036449,lum,250.0,2.0,1.58
B5,,,,,7.82
B6,,,,,7.28
B7,,,,,7.07
B8,,,,,7.78
B9,,,,,8.27
B10,,,,,7.7
B11,,,,,9.13
B12,,,,,7.42
C1,8036449,dha,15.625,1.0,1.43
C2,8036449,dha,15.625,2.0,1.45
C3,8036449,lum,62.5,1.0,1.51
C4,8036449,lum,62.5,2.0,1.53
C5,,,,,7.57
C6,,,,,8.37
C7,,,,,8.28
C8,,,,,8.22
C9,,,,,8.69
C10,,,,,8.89
C11,,,,,7.22
C12,,,,,7.47
D1,8036449,dha,3.90625,1.0,1.47
D2,8036449,dha,3.90625,2.0,1.49
D3,8036449,lum,15.625,1.0,1.56
D4,8036449,lum,15.625,2.0,1.52
D5,,,,,7.54
D6,,,,,7.45
D7,,,,,7.89
D8,,,,,7.85
D9,,,,,8.27
D10,,,,,8.66
D11,,,,,8.4
D12,,,,,6.62
E1,8036449,dha,0.9765625,1.0,1.57
E2,8036449,dha,0.9765625,2.0,1.58
E3,8036449,lum,3.90625,1.0,1.89
E4,8036449,lum,3.90625,2.0,1.99
E5,,,,,8.33
E6,,,,,8.18
E7,,,,,8.3
E8,,,,,7.71
E9,,,,,8.49
E10,,,,,8.87
E11,,,,,8.4
E12,,,,,6.77
F1,8036449,dha,0.244140625,1.0,1.86
F2,8036449,dha,0.244140625,2.0,1.86
F3,8036449,lum,0.9765625,1.0,2.05
F4,8036449,lum,0.9765625,2.0,2.07
F5,,,,,8.42
F6,,,,,7.79
F7,,,,,8.62
F8,,,,,8.7
F9,,,,,9.33
F10,,,,,10.15
F11,,,,,8.26
F12,,,,,8.04
G1,8036449,dha,0.06103515625,1.0,1.94
G2,8036449,dha,0.06103515625,2.0,1.96
G3,8036449,lum,0.244140625,1.0,2.08
G4,8036449,lum,0.244140625,2.0,2.16
G5,,,,,8.07
G6,,,,,6.89
G7,,,,,6.68
G8,,,,,7.54
G9,,,,,8.48
G10,,,,,8.36
G11,,,,,8.95
G12,,,,,6.87
H1,8036449,dha,0.0,1.0,1.9
H2,8036449,dha,0.0,2.0,1.92
H3,8036449,lum,0.0,1.0,2.0
H4,8036449,lum,0.0,2.0,2.02
H5,,,,,6.27
H6,,,,,6.72
H7,,,,,6.86
H8,,,,,6.47
H9,,,,,7.31
H10,,,,,7.79
H11,,,,,7.45
H12,,,,,8.06
