Raw Data 		Experiment - evIC50_3_plate1_11APRIL2026 (Run on LCS480 1.5.1.62)																							
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510																		
F7	Sample 67	2	1	4	47980	37	1.54																		
F7	Sample 67	2	1	5	52970	37	1.53																		
F7	Sample 67	2	1	6	57960	37	1.53																		
F7	Sample 67	2	1	7	62970	36.96	1.52																		
F7	Sample 67	2	1	8	67980	36.96	1.52																		
F7	Sample 67	2	1	9	72970	37	1.52																		
F7	Sample 67	2	1	10	77970	37	1.52																		
F7	Sample 67	2	1	11	82970	37	1.52																		
F7	Sample 67	2	1	12	87960	36.96	1.53																		
F7	Sample 67	2	1	13	92970	37	1.52																		
F7	Sample 67	2	1	14	97970	36.96	1.53																		
F7	Sample 67	2	1	15	102970	36.96	1.52																		
F8	Sample 68	2	1	1	32930	36.91	1.44																		
F8	Sample 68	2	1	2	37970	36.96	1.44																		
F8	Sample 68	2	1	3	42980	36.96	1.44																		
F8	Sample 68	2	1	4	47980	37	1.44																		
F8	Sample 68	2	1	5	52970	37	1.45																		
F8	Sample 68	2	1	6	57960	37	1.45																		
F8	Sample 68	2	1	7	62970	36.96	1.44																		
F8	Sample 68	2	1	8	67980	36.96	1.44																		
F8	Sample 68	2	1	9	72970	37	1.44																		
F8	Sample 68	2	1	10	77970	37	1.43																		
F8	Sample 68	2	1	11	82970	37	1.43																		
F8	Sample 68	2	1	12	87960	36.96	1.44																		
F8	Sample 68	2	1	13	92970	37	1.44																		
F8	Sample 68	2	1	14	97970	36.96	1.44																		
F8	Sample 68	2	1	15	102970	36.96	1.44																		
F9	Sample 69	2	1	1	32930	36.91	1.31																		
F9	Sample 69	2	1	2	37970	36.96	1.31																		
F9	Sample 69	2	1	3	42980	36.96	1.3																		
F9	Sample 69	2	1	4	47980	37	1.3																		
F9	Sample 69	2	1	5	52970	37	1.31																		
F9	Sample 69	2	1	6	57960	37	1.3																		
F9	Sample 69	2	1	7	62970	36.96	1.3																		
F9	Sample 69	2	1	8	67980	36.96	1.3																		
F9	Sample 69	2	1	9	72970	37	1.29																		
F9	Sample 69	2	1	10	77970	37	1.3																		
F9	Sample 69	2	1	11	82970	37	1.3																		
F9	Sample 69	2	1	12	87960	36.96	1.3																		
F9	Sample 69	2	1	13	92970	37	1.3																		
F9	Sample 69	2	1	14	97970	36.96	1.3																		
F9	Sample 69	2	1	15	102970	36.96	1.3																		
F10	Sample 70	2	1	1	32930	36.91	1.38																		
F10	Sample 70	2	1	2	37970	36.96	1.37																		
F10	Sample 70	2	1	3	42980	36.96	1.38																		
F10	Sample 70	2	1	4	47980	37	1.37																		
F10	Sample 70	2	1	5	52970	37	1.37																		
F10	Sample 70	2	1	6	57960	37	1.37																		
F10	Sample 70	2	1	7	62970	36.96	1.37																		
F10	Sample 70	2	1	8	67980	36.96	1.37																		
F10	Sample 70	2	1	9	72970	37	1.36																		
F10	Sample 70	2	1	10	77970	37	1.37																		
F10	Sample 70	2	1	11	82970	37	1.37																		
F10	Sample 70	2	1	12	87960	36.96	1.36																		
F10	Sample 70	2	1	13	92970	37	1.37																		
F10	Sample 70	2	1	14	97970	36.96	1.37																		
F10	Sample 70	2	1	15	102970	36.96	1.37																		
F11	Sample 71	2	1	1	32930	36.91	1.37																		
F11	Sample 71	2	1	2	37970	36.96	1.36																		
F11	Sample 71	2	1	3	42980	36.96	1.37																		
F11	Sample 71	2	1	4	47980	37	1.36																		
F11	Sample 71	2	1	5	52970	37	1.36																		
F11	Sample 71	2	1	6	57960	37	1.36																		
F11	Sample 71	2	1	7	62970	36.96	1.36																		
F11	Sample 71	2	1	8	67980	36.96	1.35																		
F11	Sample 71	2	1	9	72970	37	1.35																		
F11	Sample 71	2	1	10	77970	37	1.35																		
F11	Sample 71	2	1	11	82970	37	1.35																		
F11	Sample 71	2	1	12	87960	36.96	1.35																		
F11	Sample 71	2	1	13	92970	37	1.35																		
F11	Sample 71	2	1	14	97970	36.96	1.35																		
F11	Sample 71	2	1	15	102970	36.96	1.36																		
F12	Sample 72	2	1	1	32930	36.91	1.31																		
F12	Sample 72	2	1	2	37970	36.96	1.3																		
F12	Sample 72	2	1	3	42980	36.96	1.31																		
F12	Sample 72	2	1	4	47980	37	1.3																		
F12	Sample 72	2	1	5	52970	37	1.3																		
F12	Sample 72	2	1	6	57960	37	1.3																		
F12	Sample 72	2	1	7	62970	36.96	1.3																		
F12	Sample 72	2	1	8	67980	36.96	1.3																		
F12	Sample 72	2	1	9	72970	37	1.3																		
F12	Sample 72	2	1	10	77970	37	1.29																		
F12	Sample 72	2	1	11	82970	37	1.3																		
F12	Sample 72	2	1	12	87960	36.96	1.28																		
F12	Sample 72	2	1	13	92970	37	1.29																		
F12	Sample 72	2	1	14	97970	36.96	1.29																		
F12	Sample 72	2	1	15	102970	36.96	1.28																		
G1	Sample 73	2	1	1	32930	36.91	1.2																		
G1	Sample 73	2	1	2	37970	36.96	1.2																		
G1	Sample 73	2	1	3	42980	36.96	1.2																		
G1	Sample 73	2	1	4	47980	37	1.2																		
G1	Sample 73	2	1	5	52970	37	1.2																		
G1	Sample 73	2	1	6	57960	37	1.2																		
G1	Sample 73	2	1	7	62970	36.96	1.19																		
G1	Sample 73	2	1	8	67980	36.96	1.19																		
G1	Sample 73	2	1	9	72970	37	1.2																		
G1	Sample 73	2	1	10	77970	37	1.2																		
G1	Sample 73	2	1	11	82970	37	1.2																		
G1	Sample 73	2	1	12	87960	36.96	1.19																		
G1	Sample 73	2	1	13	92970	37	1.19																		
G1	Sample 73	2	1	14	97970	36.96	1.19																		
G1	Sample 73	2	1	15	102970	36.96	1.19																		
G2	Sample 74	2	1	1	32930	36.91	1.35																		
G2	Sample 74	2	1	2	37970	36.96	1.34																		
G2	Sample 74	2	1	3	42980	36.96	1.34																		
G2	Sample 74	2	1	4	47980	37	1.34																		
G2	Sample 74	2	1	5	52970	37	1.34																		
G2	Sample 74	2	1	6	57960	37	1.34																		
G2	Sample 74	2	1	7	62970	36.96	1.34																		
G2	Sample 74	2	1	8	67980	36.96	1.33																		
G2	Sample 74	2	1	9	72970	37	1.34																		
G2	Sample 74	2	1	10	77970	37	1.33																		
G2	Sample 74	2	1	11	82970	37	1.33																		
G2	Sample 74	2	1	12	87960	36.96	1.34																		
G2	Sample 74	2	1	13	92970	37	1.33																		
G2	Sample 74	2	1	14	97970	36.96	1.33																		
G2	Sample 74	2	1	15	102970	36.96	1.33																		
G3	Sample 75	2	1	1	32930	36.91	1.67																		
G3	Sample 75	2	1	2	37970	36.96	1.66																		
G3	Sample 75	2	1	3	42980	36.96	1.67																		
G3	Sample 75	2	1	4	47980	37	1.67																		
G3	Sample 75	2	1	5	52970	37	1.67																		
G3	Sample 75	2	1	6	57960	37	1.67																		
G3	Sample 75	2	1	7	62970	36.96	1.66																		
G3	Sample 75	2	1	8	67980	36.96	1.66																		
G3	Sample 75	2	1	9	72970	37	1.67																		
G3	Sample 75	2	1	10	77970	37	1.66																		
G3	Sample 75	2	1	11	82970	37	1.67																		
G3	Sample 75	2	1	12	87960	36.96	1.66																		
G3	Sample 75	2	1	13	92970	37	1.67																		
G3	Sample 75	2	1	14	97970	36.96	1.66																		
G3	Sample 75	2	1	15	102970	36.96	1.66																		
G4	Sample 76	2	1	1	32930	36.91	1.55																		
G4	Sample 76	2	1	2	37970	36.96	1.54																		
G4	Sample 76	2	1	3	42980	36.96	1.54																		
G4	Sample 76	2	1	4	47980	37	1.54																		
G4	Sample 76	2	1	5	52970	37	1.53																		
G4	Sample 76	2	1	6	57960	37	1.53																		
G4	Sample 76	2	1	7	62970	36.96	1.53																		
G4	Sample 76	2	1	8	67980	36.96	1.54																		
G4	Sample 76	2	1	9	72970	37	1.54																		
G4	Sample 76	2	1	10	77970	37	1.54																		
G4	Sample 76	2	1	11	82970	37	1.54																		
G4	Sample 76	2	1	12	87960	36.96	1.54																		
G4	Sample 76	2	1	13	92970	37	1.54																		
G4	Sample 76	2	1	14	97970	36.96	1.53																		
G4	Sample 76	2	1	15	102970	36.96	1.54																		
G5	Sample 77	2	1	1	32930	36.91	1.47																		
G5	Sample 77	2	1	2	37970	36.96	1.46																		
G5	Sample 77	2	1	3	42980	36.96	1.46																		
G5	Sample 77	2	1	4	47980	37	1.47																		
G5	Sample 77	2	1	5	52970	37	1.46																		
G5	Sample 77	2	1	6	57960	37	1.45																		
G5	Sample 77	2	1	7	62970	36.96	1.46																		
G5	Sample 77	2	1	8	67980	36.96	1.46																		
G5	Sample 77	2	1	9	72970	37	1.46																		
G5	Sample 77	2	1	10	77970	37	1.46																		
G5	Sample 77	2	1	11	82970	37	1.46																		
G5	Sample 77	2	1	12	87960	36.96	1.46																		
G5	Sample 77	2	1	13	92970	37	1.46																		
G5	Sample 77	2	1	14	97970	36.96	1.45																		
G5	Sample 77	2	1	15	102970	36.96	1.45																		
G6	Sample 78	2	1	1	32930	36.91	1.41																		
G6	Sample 78	2	1	2	37970	36.96	1.41																		
G6	Sample 78	2	1	3	42980	36.96	1.41																		
G6	Sample 78	2	1	4	47980	37	1.41																		
G6	Sample 78	2	1	5	52970	37	1.4																		
G6	Sample 78	2	1	6	57960	37	1.41																		
G6	Sample 78	2	1	7	62970	36.96	1.4																		
G6	Sample 78	2	1	8	67980	36.96	1.41																		
G6	Sample 78	2	1	9	72970	37	1.41																		
G6	Sample 78	2	1	10	77970	37	1.41																		
G6	Sample 78	2	1	11	82970	37	1.41																		
G6	Sample 78	2	1	12	87960	36.96	1.41																		
G6	Sample 78	2	1	13	92970	37	1.4																		
G6	Sample 78	2	1	14	97970	36.96	1.4																		
G6	Sample 78	2	1	15	102970	36.96	1.4																		
G7	Sample 79	2	1	1	32930	36.91	1.47																		
G7	Sample 79	2	1	2	37970	36.96	1.47																		
G7	Sample 79	2	1	3	42980	36.96	1.46																		
G7	Sample 79	2	1	4	47980	37	1.47																		
G7	Sample 79	2	1	5	52970	37	1.46																		
G7	Sample 79	2	1	6	57960	37	1.46																		
G7	Sample 79	2	1	7	62970	36.96	1.47																		
G7	Sample 79	2	1	8	67980	36.96	1.46																		
G7	Sample 79	2	1	9	72970	37	1.46																		
G7	Sample 79	2	1	10	77970	37	1.47																		
G7	Sample 79	2	1	11	82970	37	1.46																		
G7	Sample 79	2	1	12	87960	36.96	1.46																		
G7	Sample 79	2	1	13	92970	37	1.46																		
G7	Sample 79	2	1	14	97970	36.96	1.46																		
G7	Sample 79	2	1	15	102970	36.96	1.46																		
G8	Sample 80	2	1	1	32930	36.91	1.38																		
G8	Sample 80	2	1	2	37970	36.96	1.37																		
G8	Sample 80	2	1	3	42980	36.96	1.37																		
G8	Sample 80	2	1	4	47980	37	1.37																		
G8	Sample 80	2	1	5	52970	37	1.37																		
G8	Sample 80	2	1	6	57960	37	1.37																		
G8	Sample 80	2	1	7	62970	36.96	1.36																		
G8	Sample 80	2	1	8	67980	36.96	1.36																		
G8	Sample 80	2	1	9	72970	37	1.37																		
G8	Sample 80	2	1	10	77970	37	1.36																		
G8	Sample 80	2	1	11	82970	37	1.36																		
G8	Sample 80	2	1	12	87960	36.96	1.36																		
G8	Sample 80	2	1	13	92970	37	1.36																		
G8	Sample 80	2	1	14	97970	36.96	1.37																		
G8	Sample 80	2	1	15	102970	36.96	1.38																		
G9	Sample 81	2	1	1	32930	36.91	1.28																		
G9	Sample 81	2	1	2	37970	36.96	1.28																		
G9	Sample 81	2	1	3	42980	36.96	1.27																		
G9	Sample 81	2	1	4	47980	37	1.27																		
G9	Sample 81	2	1	5	52970	37	1.28																		
G9	Sample 81	2	1	6	57960	37	1.26																		
G9	Sample 81	2	1	7	62970	36.96	1.28																		
G9	Sample 81	2	1	8	67980	36.96	1.27																		
G9	Sample 81	2	1	9	72970	37	1.27																		
G9	Sample 81	2	1	10	77970	37	1.27																		
G9	Sample 81	2	1	11	82970	37	1.27																		
G9	Sample 81	2	1	12	87960	36.96	1.26																		
G9	Sample 81	2	1	13	92970	37	1.27																		
G9	Sample 81	2	1	14	97970	36.96	1.26																		
G9	Sample 81	2	1	15	102970	36.96	1.26																		
G10	Sample 82	2	1	1	32930	36.91	1.39																		
G10	Sample 82	2	1	2	37970	36.96	1.39																		
G10	Sample 82	2	1	3	42980	36.96	1.39																		
G10	Sample 82	2	1	4	47980	37	1.39																		
G10	Sample 82	2	1	5	52970	37	1.38																		
G10	Sample 82	2	1	6	57960	37	1.38																		
G10	Sample 82	2	1	7	62970	36.96	1.39																		
G10	Sample 82	2	1	8	67980	36.96	1.39																		
G10	Sample 82	2	1	9	72970	37	1.39																		
G10	Sample 82	2	1	10	77970	37	1.38																		
G10	Sample 82	2	1	11	82970	37	1.38																		
G10	Sample 82	2	1	12	87960	36.96	1.38																		
G10	Sample 82	2	1	13	92970	37	1.38																		
G10	Sample 82	2	1	14	97970	36.96	1.37																		
G10	Sample 82	2	1	15	102970	36.96	1.37																		
G11	Sample 83	2	1	1	32930	36.91	1.36																		
G11	Sample 83	2	1	2	37970	36.96	1.34																		
G11	Sample 83	2	1	3	42980	36.96	1.34																		
G11	Sample 83	2	1	4	47980	37	1.35																		
G11	Sample 83	2	1	5	52970	37	1.35																		
G11	Sample 83	2	1	6	57960	37	1.34																		
G11	Sample 83	2	1	7	62970	36.96	1.34																		
G11	Sample 83	2	1	8	67980	36.96	1.34																		
G11	Sample 83	2	1	9	72970	37	1.34																		
G11	Sample 83	2	1	10	77970	37	1.34																		
G11	Sample 83	2	1	11	82970	37	1.34																		
G11	Sample 83	2	1	12	87960	36.96	1.34																		
G11	Sample 83	2	1	13	92970	37	1.33																		
G11	Sample 83	2	1	14	97970	36.96	1.34																		
G11	Sample 83	2	1	15	102970	36.96	1.33																		
G12	Sample 84	2	1	1	32930	36.91	1.28																		
G12	Sample 84	2	1	2	37970	36.96	1.27																		
G12	Sample 84	2	1	3	42980	36.96	1.26																		
G12	Sample 84	2	1	4	47980	37	1.27																		
G12	Sample 84	2	1	5	52970	37	1.28																		
G12	Sample 84	2	1	6	57960	37	1.27																		
G12	Sample 84	2	1	7	62970	36.96	1.26																		
G12	Sample 84	2	1	8	67980	36.96	1.27																		
G12	Sample 84	2	1	9	72970	37	1.27																		
G12	Sample 84	2	1	10	77970	37	1.26																		
G12	Sample 84	2	1	11	82970	37	1.27																		
G12	Sample 84	2	1	12	87960	36.96	1.26																		
G12	Sample 84	2	1	13	92970	37	1.26																		
G12	Sample 84	2	1	14	97970	36.96	1.26																		
G12	Sample 84	2	1	15	102970	36.96	1.26																		
H1	Sample 85	2	1	1	32930	36.91	1.37																		
H1	Sample 85	2	1	2	37970	36.96	1.37																		
H1	Sample 85	2	1	3	42980	36.96	1.37																		
H1	Sample 85	2	1	4	47980	37	1.37																		
H1	Sample 85	2	1	5	52970	37	1.37																		
H1	Sample 85	2	1	6	57960	37	1.37																		
H1	Sample 85	2	1	7	62970	36.96	1.37																		
H1	Sample 85	2	1	8	67980	36.96	1.37																		
H1	Sample 85	2	1	9	72970	37	1.37																		
H1	Sample 85	2	1	10	77970	37	1.37																		
H1	Sample 85	2	1	11	82970	37	1.38																		
H1	Sample 85	2	1	12	87960	36.96	1.36																		
H1	Sample 85	2	1	13	92970	37	1.37																		
H1	Sample 85	2	1	14	97970	36.96	1.37																		
H1	Sample 85	2	1	15	102970	36.96	1.37																		
H2	Sample 86	2	1	1	32930	36.91	1.47																		
H2	Sample 86	2	1	2	37970	36.96	1.46																		
H2	Sample 86	2	1	3	42980	36.96	1.46																		
H2	Sample 86	2	1	4	47980	37	1.46																		
H2	Sample 86	2	1	5	52970	37	1.46																		
H2	Sample 86	2	1	6	57960	37	1.46																		
H2	Sample 86	2	1	7	62970	36.96	1.46																		
H2	Sample 86	2	1	8	67980	36.96	1.46																		
H2	Sample 86	2	1	9	72970	37	1.46																		
H2	Sample 86	2	1	10	77970	37	1.46																		
H2	Sample 86	2	1	11	82970	37	1.46																		
H2	Sample 86	2	1	12	87960	36.96	1.46																		
H2	Sample 86	2	1	13	92970	37	1.47																		
H2	Sample 86	2	1	14	97970	36.96	1.46																		
H2	Sample 86	2	1	15	102970	36.96	1.46																		
H3	Sample 87	2	1	1	32930	36.91	1.56																		
H3	Sample 87	2	1	2	37970	36.96	1.56																		
H3	Sample 87	2	1	3	42980	36.96	1.56																		
H3	Sample 87	2	1	4	47980	37	1.56																		
H3	Sample 87	2	1	5	52970	37	1.56																		
H3	Sample 87	2	1	6	57960	37	1.57																		
H3	Sample 87	2	1	7	62970	36.96	1.57																		
H3	Sample 87	2	1	8	67980	36.96	1.56																		
H3	Sample 87	2	1	9	72970	37	1.56																		
H3	Sample 87	2	1	10	77970	37	1.57																		
H3	Sample 87	2	1	11	82970	37	1.57																		
H3	Sample 87	2	1	12	87960	36.96	1.57																		
H3	Sample 87	2	1	13	92970	37	1.57																		
H3	Sample 87	2	1	14	97970	36.96	1.57																		
H3	Sample 87	2	1	15	102970	36.96	1.57																		
H4	Sample 88	2	1	1	32930	36.91	1.55																		
H4	Sample 88	2	1	2	37970	36.96	1.53																		
H4	Sample 88	2	1	3	42980	36.96	1.54																		
H4	Sample 88	2	1	4	47980	37	1.53																		
H4	Sample 88	2	1	5	52970	37	1.54																		
H4	Sample 88	2	1	6	57960	37	1.54																		
H4	Sample 88	2	1	7	62970	36.96	1.54																		
H4	Sample 88	2	1	8	67980	36.96	1.54																		
H4	Sample 88	2	1	9	72970	37	1.53																		
H4	Sample 88	2	1	10	77970	37	1.53																		
H4	Sample 88	2	1	11	82970	37	1.54																		
H4	Sample 88	2	1	12	87960	36.96	1.54																		
H4	Sample 88	2	1	13	92970	37	1.54																		
H4	Sample 88	2	1	14	97970	36.96	1.55																		
H4	Sample 88	2	1	15	102970	36.96	1.53																		
H5	Sample 89	2	1	1	32930	36.91	1.51																		
H5	Sample 89	2	1	2	37970	36.96	1.51																		
H5	Sample 89	2	1	3	42980	36.96	1.51																		
H5	Sample 89	2	1	4	47980	37	1.51																		
H5	Sample 89	2	1	5	52970	37	1.51																		
H5	Sample 89	2	1	6	57960	37	1.5																		
H5	Sample 89	2	1	7	62970	36.96	1.51																		
H5	Sample 89	2	1	8	67980	36.96	1.5																		
H5	Sample 89	2	1	9	72970	37	1.51																		
H5	Sample 89	2	1	10	77970	37	1.5																		
H5	Sample 89	2	1	11	82970	37	1.51																		
H5	Sample 89	2	1	12	87960	36.96	1.51																		
H5	Sample 89	2	1	13	92970	37	1.51																		
H5	Sample 89	2	1	14	97970	36.96	1.52																		
H5	Sample 89	2	1	15	102970	36.96	1.51																		
H6	Sample 90	2	1	1	32930	36.91	1.49																		
H6	Sample 90	2	1	2	37970	36.96	1.49																		
H6	Sample 90	2	1	3	42980	36.96	1.49																		
H6	Sample 90	2	1	4	47980	37	1.48																		
H6	Sample 90	2	1	5	52970	37	1.49																		
H6	Sample 90	2	1	6	57960	37	1.48																		
H6	Sample 90	2	1	7	62970	36.96	1.49																		
H6	Sample 90	2	1	8	67980	36.96	1.49																		
H6	Sample 90	2	1	9	72970	37	1.48																		
H6	Sample 90	2	1	10	77970	37	1.49																		
H6	Sample 90	2	1	11	82970	37	1.49																		
H6	Sample 90	2	1	12	87960	36.96	1.49																		
H6	Sample 90	2	1	13	92970	37	1.48																		
H6	Sample 90	2	1	14	97970	36.96	1.48																		
H6	Sample 90	2	1	15	102970	36.96	1.49																		
H7	Sample 91	2	1	1	32930	36.91	1.45																		
H7	Sample 91	2	1	2	37970	36.96	1.44																		
H7	Sample 91	2	1	3	42980	36.96	1.44																		
H7	Sample 91	2	1	4	47980	37	1.45																		
H7	Sample 91	2	1	5	52970	37	1.45																		
H7	Sample 91	2	1	6	57960	37	1.45																		
H7	Sample 91	2	1	7	62970	36.96	1.45																		
H7	Sample 91	2	1	8	67980	36.96	1.45																		
H7	Sample 91	2	1	9	72970	37	1.45																		
H7	Sample 91	2	1	10	77970	37	1.45																		
H7	Sample 91	2	1	11	82970	37	1.45																		
H7	Sample 91	2	1	12	87960	36.96	1.44																		
H7	Sample 91	2	1	13	92970	37	1.44																		
H7	Sample 91	2	1	14	97970	36.96	1.44																		
H7	Sample 91	2	1	15	102970	36.96	1.44																		
H8	Sample 92	2	1	1	32930	36.91	1.43																		
H8	Sample 92	2	1	2	37970	36.96	1.42																		
H8	Sample 92	2	1	3	42980	36.96	1.42																		
H8	Sample 92	2	1	4	47980	37	1.42																		
H8	Sample 92	2	1	5	52970	37	1.42																		
H8	Sample 92	2	1	6	57960	37	1.41																		
H8	Sample 92	2	1	7	62970	36.96	1.42																		
H8	Sample 92	2	1	8	67980	36.96	1.43																		
H8	Sample 92	2	1	9	72970	37	1.42																		
H8	Sample 92	2	1	10	77970	37	1.42																		
H8	Sample 92	2	1	11	82970	37	1.42																		
H8	Sample 92	2	1	12	87960	36.96	1.42																		
H8	Sample 92	2	1	13	92970	37	1.43																		
H8	Sample 92	2	1	14	97970	36.96	1.42																		
H8	Sample 92	2	1	15	102970	36.96	1.42																		
H9	Sample 93	2	1	1	32930	36.91	1.23																		
H9	Sample 93	2	1	2	37970	36.96	1.24																		
H9	Sample 93	2	1	3	42980	36.96	1.23																		
H9	Sample 93	2	1	4	47980	37	1.23																		
H9	Sample 93	2	1	5	52970	37	1.23																		
H9	Sample 93	2	1	6	57960	37	1.24																		
H9	Sample 93	2	1	7	62970	36.96	1.23																		
H9	Sample 93	2	1	8	67980	36.96	1.23																		
H9	Sample 93	2	1	9	72970	37	1.23																		
H9	Sample 93	2	1	10	77970	37	1.23																		
H9	Sample 93	2	1	11	82970	37	1.23																		
H9	Sample 93	2	1	12	87960	36.96	1.23																		
H9	Sample 93	2	1	13	92970	37	1.23																		
H9	Sample 93	2	1	14	97970	36.96	1.24																		
H9	Sample 93	2	1	15	102970	36.96	1.22																		
H10	Sample 94	2	1	1	32930	36.91	1.29																		
H10	Sample 94	2	1	2	37970	36.96	1.29																		
H10	Sample 94	2	1	3	42980	36.96	1.29																		
H10	Sample 94	2	1	4	47980	37	1.29																		
H10	Sample 94	2	1	5	52970	37	1.28																		
H10	Sample 94	2	1	6	57960	37	1.28																		
H10	Sample 94	2	1	7	62970	36.96	1.29																		
H10	Sample 94	2	1	8	67980	36.96	1.29																		
H10	Sample 94	2	1	9	72970	37	1.29																		
H10	Sample 94	2	1	10	77970	37	1.28																		
H10	Sample 94	2	1	11	82970	37	1.28																		
H10	Sample 94	2	1	12	87960	36.96	1.29																		
H10	Sample 94	2	1	13	92970	37	1.29																		
H10	Sample 94	2	1	14	97970	36.96	1.29																		
H10	Sample 94	2	1	15	102970	36.96	1.28																		
H11	Sample 95	2	1	1	32930	36.91	1.21																		
H11	Sample 95	2	1	2	37970	36.96	1.21																		
H11	Sample 95	2	1	3	42980	36.96	1.21																		
H11	Sample 95	2	1	4	47980	37	1.2																		
H11	Sample 95	2	1	5	52970	37	1.21																		
H11	Sample 95	2	1	6	57960	37	1.2																		
H11	Sample 95	2	1	7	62970	36.96	1.21																		
H11	Sample 95	2	1	8	67980	36.96	1.2																		
H11	Sample 95	2	1	9	72970	37	1.2																		
H11	Sample 95	2	1	10	77970	37	1.2																		
H11	Sample 95	2	1	11	82970	37	1.2																		
H11	Sample 95	2	1	12	87960	36.96	1.2																		
H11	Sample 95	2	1	13	92970	37	1.2																		
H11	Sample 95	2	1	14	97970	36.96	1.21																		
H11	Sample 95	2	1	15	102970	36.96	1.2																		
H12	Sample 96	2	1	1	32930	36.91	1.24																		
H12	Sample 96	2	1	2	37970	36.96	1.22																		
H12	Sample 96	2	1	3	42980	36.96	1.23																		
H12	Sample 96	2	1	4	47980	37	1.23																		
H12	Sample 96	2	1	5	52970	37	1.23																		
H12	Sample 96	2	1	6	57960	37	1.22																		
H12	Sample 96	2	1	7	62970	36.96	1.23																		
H12	Sample 96	2	1	8	67980	36.96	1.23																		
H12	Sample 96	2	1	9	72970	37	1.23																		
H12	Sample 96	2	1	10	77970	37	1.22																		
H12	Sample 96	2	1	11	82970	37	1.23																		
H12	Sample 96	2	1	12	87960	36.96	1.23																		
H12	Sample 96	2	1	13	92970	37	1.23																		
H12	Sample 96	2	1	14	97970	36.96	1.23																		
H12	Sample 96	2	1	15	102970	36.96	1.22																		
