Raw Data 		Experiment - evIC50_3_plate1_11APRIL2026 (Run on LCS480 1.5.1.62)																							
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510																		
C9	Sample 33	2	1	1	32930	36.91	1.34																		
C9	Sample 33	2	1	2	37970	36.96	1.34																		
C9	Sample 33	2	1	3	42980	36.96	1.33																		
C9	Sample 33	2	1	4	47980	37	1.34																		
C9	Sample 33	2	1	5	52970	37	1.33																		
C9	Sample 33	2	1	6	57960	37	1.33																		
C9	Sample 33	2	1	7	62970	36.96	1.33																		
C9	Sample 33	2	1	8	67980	36.96	1.33																		
C9	Sample 33	2	1	9	72970	37	1.33																		
C9	Sample 33	2	1	10	77970	37	1.33																		
C9	Sample 33	2	1	11	82970	37	1.33																		
C9	Sample 33	2	1	12	87960	36.96	1.33																		
C9	Sample 33	2	1	13	92970	37	1.33																		
C9	Sample 33	2	1	14	97970	36.96	1.33																		
C9	Sample 33	2	1	15	102970	36.96	1.32																		
C10	Sample 34	2	1	1	32930	36.91	1.41																		
C10	Sample 34	2	1	2	37970	36.96	1.41																		
C10	Sample 34	2	1	3	42980	36.96	1.4																		
C10	Sample 34	2	1	4	47980	37	1.41																		
C10	Sample 34	2	1	5	52970	37	1.41																		
C10	Sample 34	2	1	6	57960	37	1.4																		
C10	Sample 34	2	1	7	62970	36.96	1.41																		
C10	Sample 34	2	1	8	67980	36.96	1.4																		
C10	Sample 34	2	1	9	72970	37	1.41																		
C10	Sample 34	2	1	10	77970	37	1.4																		
C10	Sample 34	2	1	11	82970	37	1.4																		
C10	Sample 34	2	1	12	87960	36.96	1.4																		
C10	Sample 34	2	1	13	92970	37	1.4																		
C10	Sample 34	2	1	14	97970	36.96	1.4																		
C10	Sample 34	2	1	15	102970	36.96	1.4																		
C11	Sample 35	2	1	1	32930	36.91	1.39																		
C11	Sample 35	2	1	2	37970	36.96	1.39																		
C11	Sample 35	2	1	3	42980	36.96	1.39																		
C11	Sample 35	2	1	4	47980	37	1.39																		
C11	Sample 35	2	1	5	52970	37	1.39																		
C11	Sample 35	2	1	6	57960	37	1.39																		
C11	Sample 35	2	1	7	62970	36.96	1.38																		
C11	Sample 35	2	1	8	67980	36.96	1.38																		
C11	Sample 35	2	1	9	72970	37	1.39																		
C11	Sample 35	2	1	10	77970	37	1.37																		
C11	Sample 35	2	1	11	82970	37	1.38																		
C11	Sample 35	2	1	12	87960	36.96	1.38																		
C11	Sample 35	2	1	13	92970	37	1.38																		
C11	Sample 35	2	1	14	97970	36.96	1.38																		
C11	Sample 35	2	1	15	102970	36.96	1.37																		
C12	Sample 36	2	1	1	32930	36.91	1.3																		
C12	Sample 36	2	1	2	37970	36.96	1.29																		
C12	Sample 36	2	1	3	42980	36.96	1.29																		
C12	Sample 36	2	1	4	47980	37	1.3																		
C12	Sample 36	2	1	5	52970	37	1.29																		
C12	Sample 36	2	1	6	57960	37	1.3																		
C12	Sample 36	2	1	7	62970	36.96	1.3																		
C12	Sample 36	2	1	8	67980	36.96	1.29																		
C12	Sample 36	2	1	9	72970	37	1.3																		
C12	Sample 36	2	1	10	77970	37	1.29																		
C12	Sample 36	2	1	11	82970	37	1.29																		
C12	Sample 36	2	1	12	87960	36.96	1.29																		
C12	Sample 36	2	1	13	92970	37	1.3																		
C12	Sample 36	2	1	14	97970	36.96	1.28																		
C12	Sample 36	2	1	15	102970	36.96	1.29																		
D1	Sample 37	2	1	1	32930	36.91	1.08																		
D1	Sample 37	2	1	2	37970	36.96	1.08																		
D1	Sample 37	2	1	3	42980	36.96	1.08																		
D1	Sample 37	2	1	4	47980	37	1.08																		
D1	Sample 37	2	1	5	52970	37	1.08																		
D1	Sample 37	2	1	6	57960	37	1.08																		
D1	Sample 37	2	1	7	62970	36.96	1.07																		
D1	Sample 37	2	1	8	67980	36.96	1.07																		
D1	Sample 37	2	1	9	72970	37	1.07																		
D1	Sample 37	2	1	10	77970	37	1.07																		
D1	Sample 37	2	1	11	82970	37	1.07																		
D1	Sample 37	2	1	12	87960	36.96	1.07																		
D1	Sample 37	2	1	13	92970	37	1.07																		
D1	Sample 37	2	1	14	97970	36.96	1.08																		
D1	Sample 37	2	1	15	102970	36.96	1.08																		
D2	Sample 38	2	1	1	32930	36.91	1.17																		
D2	Sample 38	2	1	2	37970	36.96	1.17																		
D2	Sample 38	2	1	3	42980	36.96	1.17																		
D2	Sample 38	2	1	4	47980	37	1.17																		
D2	Sample 38	2	1	5	52970	37	1.17																		
D2	Sample 38	2	1	6	57960	37	1.17																		
D2	Sample 38	2	1	7	62970	36.96	1.17																		
D2	Sample 38	2	1	8	67980	36.96	1.17																		
D2	Sample 38	2	1	9	72970	37	1.17																		
D2	Sample 38	2	1	10	77970	37	1.16																		
D2	Sample 38	2	1	11	82970	37	1.16																		
D2	Sample 38	2	1	12	87960	36.96	1.16																		
D2	Sample 38	2	1	13	92970	37	1.17																		
D2	Sample 38	2	1	14	97970	36.96	1.17																		
D2	Sample 38	2	1	15	102970	36.96	1.17																		
D3	Sample 39	2	1	1	32930	36.91	1.32																		
D3	Sample 39	2	1	2	37970	36.96	1.33																		
D3	Sample 39	2	1	3	42980	36.96	1.32																		
D3	Sample 39	2	1	4	47980	37	1.33																		
D3	Sample 39	2	1	5	52970	37	1.33																		
D3	Sample 39	2	1	6	57960	37	1.33																		
D3	Sample 39	2	1	7	62970	36.96	1.33																		
D3	Sample 39	2	1	8	67980	36.96	1.32																		
D3	Sample 39	2	1	9	72970	37	1.32																		
D3	Sample 39	2	1	10	77970	37	1.32																		
D3	Sample 39	2	1	11	82970	37	1.32																		
D3	Sample 39	2	1	12	87960	36.96	1.32																		
D3	Sample 39	2	1	13	92970	37	1.32																		
D3	Sample 39	2	1	14	97970	36.96	1.32																		
D3	Sample 39	2	1	15	102970	36.96	1.32																		
D4	Sample 40	2	1	1	32930	36.91	1.27																		
D4	Sample 40	2	1	2	37970	36.96	1.27																		
D4	Sample 40	2	1	3	42980	36.96	1.26																		
D4	Sample 40	2	1	4	47980	37	1.26																		
D4	Sample 40	2	1	5	52970	37	1.27																		
D4	Sample 40	2	1	6	57960	37	1.26																		
D4	Sample 40	2	1	7	62970	36.96	1.25																		
D4	Sample 40	2	1	8	67980	36.96	1.26																		
D4	Sample 40	2	1	9	72970	37	1.26																		
D4	Sample 40	2	1	10	77970	37	1.26																		
D4	Sample 40	2	1	11	82970	37	1.26																		
D4	Sample 40	2	1	12	87960	36.96	1.26																		
D4	Sample 40	2	1	13	92970	37	1.25																		
D4	Sample 40	2	1	14	97970	36.96	1.26																		
D4	Sample 40	2	1	15	102970	36.96	1.26																		
D5	Sample 41	2	1	1	32930	36.91	1.33																		
D5	Sample 41	2	1	2	37970	36.96	1.32																		
D5	Sample 41	2	1	3	42980	36.96	1.31																		
D5	Sample 41	2	1	4	47980	37	1.32																		
D5	Sample 41	2	1	5	52970	37	1.31																		
D5	Sample 41	2	1	6	57960	37	1.31																		
D5	Sample 41	2	1	7	62970	36.96	1.3																		
D5	Sample 41	2	1	8	67980	36.96	1.31																		
D5	Sample 41	2	1	9	72970	37	1.31																		
D5	Sample 41	2	1	10	77970	37	1.3																		
D5	Sample 41	2	1	11	82970	37	1.3																		
D5	Sample 41	2	1	12	87960	36.96	1.3																		
D5	Sample 41	2	1	13	92970	37	1.3																		
D5	Sample 41	2	1	14	97970	36.96	1.3																		
D5	Sample 41	2	1	15	102970	36.96	1.3																		
D6	Sample 42	2	1	1	32930	36.91	1.24																		
D6	Sample 42	2	1	2	37970	36.96	1.24																		
D6	Sample 42	2	1	3	42980	36.96	1.24																		
D6	Sample 42	2	1	4	47980	37	1.24																		
D6	Sample 42	2	1	5	52970	37	1.24																		
D6	Sample 42	2	1	6	57960	37	1.24																		
D6	Sample 42	2	1	7	62970	36.96	1.24																		
D6	Sample 42	2	1	8	67980	36.96	1.23																		
D6	Sample 42	2	1	9	72970	37	1.23																		
D6	Sample 42	2	1	10	77970	37	1.23																		
D6	Sample 42	2	1	11	82970	37	1.23																		
D6	Sample 42	2	1	12	87960	36.96	1.23																		
D6	Sample 42	2	1	13	92970	37	1.24																		
D6	Sample 42	2	1	14	97970	36.96	1.23																		
D6	Sample 42	2	1	15	102970	36.96	1.23																		
D7	Sample 43	2	1	1	32930	36.91	1.45																		
D7	Sample 43	2	1	2	37970	36.96	1.44																		
D7	Sample 43	2	1	3	42980	36.96	1.44																		
D7	Sample 43	2	1	4	47980	37	1.44																		
D7	Sample 43	2	1	5	52970	37	1.45																		
D7	Sample 43	2	1	6	57960	37	1.44																		
D7	Sample 43	2	1	7	62970	36.96	1.44																		
D7	Sample 43	2	1	8	67980	36.96	1.44																		
D7	Sample 43	2	1	9	72970	37	1.44																		
D7	Sample 43	2	1	10	77970	37	1.44																		
D7	Sample 43	2	1	11	82970	37	1.44																		
D7	Sample 43	2	1	12	87960	36.96	1.44																		
D7	Sample 43	2	1	13	92970	37	1.43																		
D7	Sample 43	2	1	14	97970	36.96	1.44																		
D7	Sample 43	2	1	15	102970	36.96	1.44																		
D8	Sample 44	2	1	1	32930	36.91	1.44																		
D8	Sample 44	2	1	2	37970	36.96	1.44																		
D8	Sample 44	2	1	3	42980	36.96	1.42																		
D8	Sample 44	2	1	4	47980	37	1.43																		
D8	Sample 44	2	1	5	52970	37	1.43																		
D8	Sample 44	2	1	6	57960	37	1.42																		
D8	Sample 44	2	1	7	62970	36.96	1.43																		
D8	Sample 44	2	1	8	67980	36.96	1.42																		
D8	Sample 44	2	1	9	72970	37	1.42																		
D8	Sample 44	2	1	10	77970	37	1.42																		
D8	Sample 44	2	1	11	82970	37	1.43																		
D8	Sample 44	2	1	12	87960	36.96	1.43																		
D8	Sample 44	2	1	13	92970	37	1.42																		
D8	Sample 44	2	1	14	97970	36.96	1.42																		
D8	Sample 44	2	1	15	102970	36.96	1.42																		
D9	Sample 45	2	1	1	32930	36.91	1.33																		
D9	Sample 45	2	1	2	37970	36.96	1.32																		
D9	Sample 45	2	1	3	42980	36.96	1.32																		
D9	Sample 45	2	1	4	47980	37	1.33																		
D9	Sample 45	2	1	5	52970	37	1.32																		
D9	Sample 45	2	1	6	57960	37	1.32																		
D9	Sample 45	2	1	7	62970	36.96	1.31																		
D9	Sample 45	2	1	8	67980	36.96	1.32																		
D9	Sample 45	2	1	9	72970	37	1.31																		
D9	Sample 45	2	1	10	77970	37	1.31																		
D9	Sample 45	2	1	11	82970	37	1.31																		
D9	Sample 45	2	1	12	87960	36.96	1.32																		
D9	Sample 45	2	1	13	92970	37	1.31																		
D9	Sample 45	2	1	14	97970	36.96	1.31																		
D9	Sample 45	2	1	15	102970	36.96	1.32																		
D10	Sample 46	2	1	1	32930	36.91	1.46																		
D10	Sample 46	2	1	2	37970	36.96	1.45																		
D10	Sample 46	2	1	3	42980	36.96	1.44																		
D10	Sample 46	2	1	4	47980	37	1.44																		
D10	Sample 46	2	1	5	52970	37	1.44																		
D10	Sample 46	2	1	6	57960	37	1.44																		
D10	Sample 46	2	1	7	62970	36.96	1.43																		
D10	Sample 46	2	1	8	67980	36.96	1.44																		
D10	Sample 46	2	1	9	72970	37	1.44																		
D10	Sample 46	2	1	10	77970	37	1.44																		
D10	Sample 46	2	1	11	82970	37	1.43																		
D10	Sample 46	2	1	12	87960	36.96	1.44																		
D10	Sample 46	2	1	13	92970	37	1.44																		
D10	Sample 46	2	1	14	97970	36.96	1.43																		
D10	Sample 46	2	1	15	102970	36.96	1.44																		
D11	Sample 47	2	1	1	32930	36.91	1.42																		
D11	Sample 47	2	1	2	37970	36.96	1.41																		
D11	Sample 47	2	1	3	42980	36.96	1.4																		
D11	Sample 47	2	1	4	47980	37	1.4																		
D11	Sample 47	2	1	5	52970	37	1.4																		
D11	Sample 47	2	1	6	57960	37	1.39																		
D11	Sample 47	2	1	7	62970	36.96	1.4																		
D11	Sample 47	2	1	8	67980	36.96	1.4																		
D11	Sample 47	2	1	9	72970	37	1.39																		
D11	Sample 47	2	1	10	77970	37	1.39																		
D11	Sample 47	2	1	11	82970	37	1.39																		
D11	Sample 47	2	1	12	87960	36.96	1.39																		
D11	Sample 47	2	1	13	92970	37	1.39																		
D11	Sample 47	2	1	14	97970	36.96	1.38																		
D11	Sample 47	2	1	15	102970	36.96	1.39																		
D12	Sample 48	2	1	1	32930	36.91	1.25																		
D12	Sample 48	2	1	2	37970	36.96	1.25																		
D12	Sample 48	2	1	3	42980	36.96	1.25																		
D12	Sample 48	2	1	4	47980	37	1.25																		
D12	Sample 48	2	1	5	52970	37	1.25																		
D12	Sample 48	2	1	6	57960	37	1.24																		
D12	Sample 48	2	1	7	62970	36.96	1.25																		
D12	Sample 48	2	1	8	67980	36.96	1.25																		
D12	Sample 48	2	1	9	72970	37	1.24																		
D12	Sample 48	2	1	10	77970	37	1.24																		
D12	Sample 48	2	1	11	82970	37	1.24																		
D12	Sample 48	2	1	12	87960	36.96	1.25																		
D12	Sample 48	2	1	13	92970	37	1.24																		
D12	Sample 48	2	1	14	97970	36.96	1.24																		
D12	Sample 48	2	1	15	102970	36.96	1.24																		
E1	Sample 49	2	1	1	32930	36.91	1.07																		
E1	Sample 49	2	1	2	37970	36.96	1.07																		
E1	Sample 49	2	1	3	42980	36.96	1.06																		
E1	Sample 49	2	1	4	47980	37	1.06																		
E1	Sample 49	2	1	5	52970	37	1.06																		
E1	Sample 49	2	1	6	57960	37	1.06																		
E1	Sample 49	2	1	7	62970	36.96	1.07																		
E1	Sample 49	2	1	8	67980	36.96	1.07																		
E1	Sample 49	2	1	9	72970	37	1.07																		
E1	Sample 49	2	1	10	77970	37	1.06																		
E1	Sample 49	2	1	11	82970	37	1.07																		
E1	Sample 49	2	1	12	87960	36.96	1.07																		
E1	Sample 49	2	1	13	92970	37	1.07																		
E1	Sample 49	2	1	14	97970	36.96	1.07																		
E1	Sample 49	2	1	15	102970	36.96	1.06																		
E2	Sample 50	2	1	1	32930	36.91	1.12																		
E2	Sample 50	2	1	2	37970	36.96	1.12																		
E2	Sample 50	2	1	3	42980	36.96	1.12																		
E2	Sample 50	2	1	4	47980	37	1.12																		
E2	Sample 50	2	1	5	52970	37	1.11																		
E2	Sample 50	2	1	6	57960	37	1.11																		
E2	Sample 50	2	1	7	62970	36.96	1.12																		
E2	Sample 50	2	1	8	67980	36.96	1.12																		
E2	Sample 50	2	1	9	72970	37	1.11																		
E2	Sample 50	2	1	10	77970	37	1.11																		
E2	Sample 50	2	1	11	82970	37	1.11																		
E2	Sample 50	2	1	12	87960	36.96	1.1																		
E2	Sample 50	2	1	13	92970	37	1.12																		
E2	Sample 50	2	1	14	97970	36.96	1.11																		
E2	Sample 50	2	1	15	102970	36.96	1.11																		
E3	Sample 51	2	1	1	32930	36.91	1.45																		
E3	Sample 51	2	1	2	37970	36.96	1.44																		
E3	Sample 51	2	1	3	42980	36.96	1.44																		
E3	Sample 51	2	1	4	47980	37	1.44																		
E3	Sample 51	2	1	5	52970	37	1.44																		
E3	Sample 51	2	1	6	57960	37	1.43																		
E3	Sample 51	2	1	7	62970	36.96	1.44																		
E3	Sample 51	2	1	8	67980	36.96	1.44																		
E3	Sample 51	2	1	9	72970	37	1.44																		
E3	Sample 51	2	1	10	77970	37	1.43																		
E3	Sample 51	2	1	11	82970	37	1.44																		
E3	Sample 51	2	1	12	87960	36.96	1.44																		
E3	Sample 51	2	1	13	92970	37	1.44																		
E3	Sample 51	2	1	14	97970	36.96	1.43																		
E3	Sample 51	2	1	15	102970	36.96	1.43																		
E4	Sample 52	2	1	1	32930	36.91	1.44																		
E4	Sample 52	2	1	2	37970	36.96	1.44																		
E4	Sample 52	2	1	3	42980	36.96	1.43																		
E4	Sample 52	2	1	4	47980	37	1.44																		
E4	Sample 52	2	1	5	52970	37	1.43																		
E4	Sample 52	2	1	6	57960	37	1.42																		
E4	Sample 52	2	1	7	62970	36.96	1.42																		
E4	Sample 52	2	1	8	67980	36.96	1.43																		
E4	Sample 52	2	1	9	72970	37	1.43																		
E4	Sample 52	2	1	10	77970	37	1.43																		
E4	Sample 52	2	1	11	82970	37	1.43																		
E4	Sample 52	2	1	12	87960	36.96	1.43																		
E4	Sample 52	2	1	13	92970	37	1.43																		
E4	Sample 52	2	1	14	97970	36.96	1.43																		
E4	Sample 52	2	1	15	102970	36.96	1.43																		
E5	Sample 53	2	1	1	32930	36.91	1.31																		
E5	Sample 53	2	1	2	37970	36.96	1.31																		
E5	Sample 53	2	1	3	42980	36.96	1.3																		
E5	Sample 53	2	1	4	47980	37	1.3																		
E5	Sample 53	2	1	5	52970	37	1.3																		
E5	Sample 53	2	1	6	57960	37	1.29																		
E5	Sample 53	2	1	7	62970	36.96	1.29																		
E5	Sample 53	2	1	8	67980	36.96	1.3																		
E5	Sample 53	2	1	9	72970	37	1.3																		
E5	Sample 53	2	1	10	77970	37	1.3																		
E5	Sample 53	2	1	11	82970	37	1.3																		
E5	Sample 53	2	1	12	87960	36.96	1.29																		
E5	Sample 53	2	1	13	92970	37	1.3																		
E5	Sample 53	2	1	14	97970	36.96	1.29																		
E5	Sample 53	2	1	15	102970	36.96	1.29																		
E6	Sample 54	2	1	1	32930	36.91	1.26																		
E6	Sample 54	2	1	2	37970	36.96	1.25																		
E6	Sample 54	2	1	3	42980	36.96	1.25																		
E6	Sample 54	2	1	4	47980	37	1.26																		
E6	Sample 54	2	1	5	52970	37	1.25																		
E6	Sample 54	2	1	6	57960	37	1.25																		
E6	Sample 54	2	1	7	62970	36.96	1.25																		
E6	Sample 54	2	1	8	67980	36.96	1.26																		
E6	Sample 54	2	1	9	72970	37	1.25																		
E6	Sample 54	2	1	10	77970	37	1.25																		
E6	Sample 54	2	1	11	82970	37	1.25																		
E6	Sample 54	2	1	12	87960	36.96	1.25																		
E6	Sample 54	2	1	13	92970	37	1.26																		
E6	Sample 54	2	1	14	97970	36.96	1.25																		
E6	Sample 54	2	1	15	102970	36.96	1.25																		
E7	Sample 55	2	1	1	32930	36.91	1.53																		
E7	Sample 55	2	1	2	37970	36.96	1.53																		
E7	Sample 55	2	1	3	42980	36.96	1.52																		
E7	Sample 55	2	1	4	47980	37	1.52																		
E7	Sample 55	2	1	5	52970	37	1.52																		
E7	Sample 55	2	1	6	57960	37	1.52																		
E7	Sample 55	2	1	7	62970	36.96	1.52																		
E7	Sample 55	2	1	8	67980	36.96	1.52																		
E7	Sample 55	2	1	9	72970	37	1.52																		
E7	Sample 55	2	1	10	77970	37	1.52																		
E7	Sample 55	2	1	11	82970	37	1.53																		
E7	Sample 55	2	1	12	87960	36.96	1.51																		
E7	Sample 55	2	1	13	92970	37	1.52																		
E7	Sample 55	2	1	14	97970	36.96	1.51																		
E7	Sample 55	2	1	15	102970	36.96	1.52																		
E8	Sample 56	2	1	1	32930	36.91	1.46																		
E8	Sample 56	2	1	2	37970	36.96	1.46																		
E8	Sample 56	2	1	3	42980	36.96	1.46																		
E8	Sample 56	2	1	4	47980	37	1.46																		
E8	Sample 56	2	1	5	52970	37	1.44																		
E8	Sample 56	2	1	6	57960	37	1.45																		
E8	Sample 56	2	1	7	62970	36.96	1.45																		
E8	Sample 56	2	1	8	67980	36.96	1.45																		
E8	Sample 56	2	1	9	72970	37	1.45																		
E8	Sample 56	2	1	10	77970	37	1.45																		
E8	Sample 56	2	1	11	82970	37	1.44																		
E8	Sample 56	2	1	12	87960	36.96	1.43																		
E8	Sample 56	2	1	13	92970	37	1.42																		
E8	Sample 56	2	1	14	97970	36.96	1.42																		
E8	Sample 56	2	1	15	102970	36.96	1.42																		
E9	Sample 57	2	1	1	32930	36.91	1.3																		
E9	Sample 57	2	1	2	37970	36.96	1.3																		
E9	Sample 57	2	1	3	42980	36.96	1.29																		
E9	Sample 57	2	1	4	47980	37	1.29																		
E9	Sample 57	2	1	5	52970	37	1.29																		
E9	Sample 57	2	1	6	57960	37	1.29																		
E9	Sample 57	2	1	7	62970	36.96	1.28																		
E9	Sample 57	2	1	8	67980	36.96	1.29																		
E9	Sample 57	2	1	9	72970	37	1.29																		
E9	Sample 57	2	1	10	77970	37	1.28																		
E9	Sample 57	2	1	11	82970	37	1.29																		
E9	Sample 57	2	1	12	87960	36.96	1.28																		
E9	Sample 57	2	1	13	92970	37	1.29																		
E9	Sample 57	2	1	14	97970	36.96	1.29																		
E9	Sample 57	2	1	15	102970	36.96	1.29																		
E10	Sample 58	2	1	1	32930	36.91	1.41																		
E10	Sample 58	2	1	2	37970	36.96	1.41																		
E10	Sample 58	2	1	3	42980	36.96	1.4																		
E10	Sample 58	2	1	4	47980	37	1.4																		
E10	Sample 58	2	1	5	52970	37	1.39																		
E10	Sample 58	2	1	6	57960	37	1.4																		
E10	Sample 58	2	1	7	62970	36.96	1.39																		
E10	Sample 58	2	1	8	67980	36.96	1.4																		
E10	Sample 58	2	1	9	72970	37	1.39																		
E10	Sample 58	2	1	10	77970	37	1.39																		
E10	Sample 58	2	1	11	82970	37	1.39																		
E10	Sample 58	2	1	12	87960	36.96	1.39																		
E10	Sample 58	2	1	13	92970	37	1.39																		
E10	Sample 58	2	1	14	97970	36.96	1.39																		
E10	Sample 58	2	1	15	102970	36.96	1.38																		
E11	Sample 59	2	1	1	32930	36.91	1.37																		
E11	Sample 59	2	1	2	37970	36.96	1.36																		
E11	Sample 59	2	1	3	42980	36.96	1.36																		
E11	Sample 59	2	1	4	47980	37	1.37																		
E11	Sample 59	2	1	5	52970	37	1.36																		
E11	Sample 59	2	1	6	57960	37	1.35																		
E11	Sample 59	2	1	7	62970	36.96	1.35																		
E11	Sample 59	2	1	8	67980	36.96	1.35																		
E11	Sample 59	2	1	9	72970	37	1.35																		
E11	Sample 59	2	1	10	77970	37	1.34																		
E11	Sample 59	2	1	11	82970	37	1.35																		
E11	Sample 59	2	1	12	87960	36.96	1.34																		
E11	Sample 59	2	1	13	92970	37	1.35																		
E11	Sample 59	2	1	14	97970	36.96	1.35																		
E11	Sample 59	2	1	15	102970	36.96	1.35																		
E12	Sample 60	2	1	1	32930	36.91	1.29																		
E12	Sample 60	2	1	2	37970	36.96	1.28																		
E12	Sample 60	2	1	3	42980	36.96	1.28																		
E12	Sample 60	2	1	4	47980	37	1.27																		
E12	Sample 60	2	1	5	52970	37	1.28																		
E12	Sample 60	2	1	6	57960	37	1.28																		
E12	Sample 60	2	1	7	62970	36.96	1.28																		
E12	Sample 60	2	1	8	67980	36.96	1.27																		
E12	Sample 60	2	1	9	72970	37	1.28																		
E12	Sample 60	2	1	10	77970	37	1.27																		
E12	Sample 60	2	1	11	82970	37	1.28																		
E12	Sample 60	2	1	12	87960	36.96	1.28																		
E12	Sample 60	2	1	13	92970	37	1.28																		
E12	Sample 60	2	1	14	97970	36.96	1.27																		
E12	Sample 60	2	1	15	102970	36.96	1.28																		
F1	Sample 61	2	1	1	32930	36.91	1.1																		
F1	Sample 61	2	1	2	37970	36.96	1.1																		
F1	Sample 61	2	1	3	42980	36.96	1.09																		
F1	Sample 61	2	1	4	47980	37	1.1																		
F1	Sample 61	2	1	5	52970	37	1.1																		
F1	Sample 61	2	1	6	57960	37	1.1																		
F1	Sample 61	2	1	7	62970	36.96	1.1																		
F1	Sample 61	2	1	8	67980	36.96	1.09																		
F1	Sample 61	2	1	9	72970	37	1.1																		
F1	Sample 61	2	1	10	77970	37	1.1																		
F1	Sample 61	2	1	11	82970	37	1.1																		
F1	Sample 61	2	1	12	87960	36.96	1.1																		
F1	Sample 61	2	1	13	92970	37	1.11																		
F1	Sample 61	2	1	14	97970	36.96	1.1																		
F1	Sample 61	2	1	15	102970	36.96	1.11																		
F2	Sample 62	2	1	1	32930	36.91	1.25																		
F2	Sample 62	2	1	2	37970	36.96	1.24																		
F2	Sample 62	2	1	3	42980	36.96	1.24																		
F2	Sample 62	2	1	4	47980	37	1.25																		
F2	Sample 62	2	1	5	52970	37	1.25																		
F2	Sample 62	2	1	6	57960	37	1.24																		
F2	Sample 62	2	1	7	62970	36.96	1.25																		
F2	Sample 62	2	1	8	67980	36.96	1.24																		
F2	Sample 62	2	1	9	72970	37	1.24																		
F2	Sample 62	2	1	10	77970	37	1.24																		
F2	Sample 62	2	1	11	82970	37	1.25																		
F2	Sample 62	2	1	12	87960	36.96	1.24																		
F2	Sample 62	2	1	13	92970	37	1.24																		
F2	Sample 62	2	1	14	97970	36.96	1.24																		
F2	Sample 62	2	1	15	102970	36.96	1.24																		
F3	Sample 63	2	1	1	32930	36.91	1.6																		
F3	Sample 63	2	1	2	37970	36.96	1.59																		
F3	Sample 63	2	1	3	42980	36.96	1.59																		
F3	Sample 63	2	1	4	47980	37	1.59																		
F3	Sample 63	2	1	5	52970	37	1.59																		
F3	Sample 63	2	1	6	57960	37	1.59																		
F3	Sample 63	2	1	7	62970	36.96	1.6																		
F3	Sample 63	2	1	8	67980	36.96	1.59																		
F3	Sample 63	2	1	9	72970	37	1.59																		
F3	Sample 63	2	1	10	77970	37	1.58																		
F3	Sample 63	2	1	11	82970	37	1.59																		
F3	Sample 63	2	1	12	87960	36.96	1.58																		
F3	Sample 63	2	1	13	92970	37	1.59																		
F3	Sample 63	2	1	14	97970	36.96	1.59																		
F3	Sample 63	2	1	15	102970	36.96	1.58																		
F4	Sample 64	2	1	1	32930	36.91	1.52																		
F4	Sample 64	2	1	2	37970	36.96	1.52																		
F4	Sample 64	2	1	3	42980	36.96	1.51																		
F4	Sample 64	2	1	4	47980	37	1.51																		
F4	Sample 64	2	1	5	52970	37	1.51																		
F4	Sample 64	2	1	6	57960	37	1.5																		
F4	Sample 64	2	1	7	62970	36.96	1.51																		
F4	Sample 64	2	1	8	67980	36.96	1.51																		
F4	Sample 64	2	1	9	72970	37	1.51																		
F4	Sample 64	2	1	10	77970	37	1.5																		
F4	Sample 64	2	1	11	82970	37	1.51																		
F4	Sample 64	2	1	12	87960	36.96	1.5																		
F4	Sample 64	2	1	13	92970	37	1.51																		
F4	Sample 64	2	1	14	97970	36.96	1.5																		
F4	Sample 64	2	1	15	102970	36.96	1.51																		
F5	Sample 65	2	1	1	32930	36.91	1.34																		
F5	Sample 65	2	1	2	37970	36.96	1.33																		
F5	Sample 65	2	1	3	42980	36.96	1.33																		
F5	Sample 65	2	1	4	47980	37	1.33																		
F5	Sample 65	2	1	5	52970	37	1.33																		
F5	Sample 65	2	1	6	57960	37	1.32																		
F5	Sample 65	2	1	7	62970	36.96	1.33																		
F5	Sample 65	2	1	8	67980	36.96	1.33																		
F5	Sample 65	2	1	9	72970	37	1.32																		
F5	Sample 65	2	1	10	77970	37	1.33																		
F5	Sample 65	2	1	11	82970	37	1.33																		
F5	Sample 65	2	1	12	87960	36.96	1.32																		
F5	Sample 65	2	1	13	92970	37	1.32																		
F5	Sample 65	2	1	14	97970	36.96	1.32																		
F5	Sample 65	2	1	15	102970	36.96	1.32																		
F6	Sample 66	2	1	1	32930	36.91	1.28																		
F6	Sample 66	2	1	2	37970	36.96	1.27																		
F6	Sample 66	2	1	3	42980	36.96	1.26																		
F6	Sample 66	2	1	4	47980	37	1.26																		
F6	Sample 66	2	1	5	52970	37	1.25																		
F6	Sample 66	2	1	6	57960	37	1.25																		
F6	Sample 66	2	1	7	62970	36.96	1.25																		
F6	Sample 66	2	1	8	67980	36.96	1.25																		
F6	Sample 66	2	1	9	72970	37	1.25																		
F6	Sample 66	2	1	10	77970	37	1.25																		
F6	Sample 66	2	1	11	82970	37	1.26																		
F6	Sample 66	2	1	12	87960	36.96	1.26																		
F6	Sample 66	2	1	13	92970	37	1.26																		
F6	Sample 66	2	1	14	97970	36.96	1.26																		
F6	Sample 66	2	1	15	102970	36.96	1.26																		
F7	Sample 67	2	1	1	32930	36.91	1.54																		
F7	Sample 67	2	1	2	37970	36.96	1.54																		
F7	Sample 67	2	1	3	42980	36.96	1.53																		
