Raw Data 		Experiment - evIC50_2_plate3_08APRIL2026 (Run on LCS480 1.5.1.62)					
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510
A1	Sample 1	2	1	1	32220	36.96	0.77
A1	Sample 1	2	1	2	37200	36.96	0.77
A1	Sample 1	2	1	3	42190	36.96	0.77
A1	Sample 1	2	1	4	47190	36.96	0.77
A1	Sample 1	2	1	5	52200	36.96	0.77
A1	Sample 1	2	1	6	57190	37	0.78
A1	Sample 1	2	1	7	62190	37	0.77
A1	Sample 1	2	1	8	67180	37	0.77
A1	Sample 1	2	1	9	72190	36.96	0.78
A1	Sample 1	2	1	10	77190	36.96	0.77
A1	Sample 1	2	1	11	82210	37	0.77
A1	Sample 1	2	1	12	87200	36.96	0.77
A1	Sample 1	2	1	13	92200	36.96	0.77
A1	Sample 1	2	1	14	97190	36.96	0.77
A1	Sample 1	2	1	15	102200	36.96	0.77
A2	Sample 2	2	1	1	32220	36.96	0.85
A2	Sample 2	2	1	2	37200	36.96	0.85
A2	Sample 2	2	1	3	42190	36.96	0.86
A2	Sample 2	2	1	4	47190	36.96	0.85
A2	Sample 2	2	1	5	52200	36.96	0.85
A2	Sample 2	2	1	6	57190	37	0.85
A2	Sample 2	2	1	7	62190	37	0.84
A2	Sample 2	2	1	8	67180	37	0.85
A2	Sample 2	2	1	9	72190	36.96	0.85
A2	Sample 2	2	1	10	77190	36.96	0.85
A2	Sample 2	2	1	11	82210	37	0.85
A2	Sample 2	2	1	12	87200	36.96	0.84
A2	Sample 2	2	1	13	92200	36.96	0.85
A2	Sample 2	2	1	14	97190	36.96	0.85
A2	Sample 2	2	1	15	102200	36.96	0.85
A3	Sample 3	2	1	1	32220	36.96	0.9
A3	Sample 3	2	1	2	37200	36.96	0.9
A3	Sample 3	2	1	3	42190	36.96	0.9
A3	Sample 3	2	1	4	47190	36.96	0.9
A3	Sample 3	2	1	5	52200	36.96	0.89
A3	Sample 3	2	1	6	57190	37	0.9
A3	Sample 3	2	1	7	62190	37	0.89
A3	Sample 3	2	1	8	67180	37	0.89
A3	Sample 3	2	1	9	72190	36.96	0.89
A3	Sample 3	2	1	10	77190	36.96	0.89
A3	Sample 3	2	1	11	82210	37	0.9
A3	Sample 3	2	1	12	87200	36.96	0.89
A3	Sample 3	2	1	13	92200	36.96	0.9
A3	Sample 3	2	1	14	97190	36.96	0.89
A3	Sample 3	2	1	15	102200	36.96	0.89
A4	Sample 4	2	1	1	32220	36.96	0.83
A4	Sample 4	2	1	2	37200	36.96	0.83
A4	Sample 4	2	1	3	42190	36.96	0.82
A4	Sample 4	2	1	4	47190	36.96	0.82
A4	Sample 4	2	1	5	52200	36.96	0.82
A4	Sample 4	2	1	6	57190	37	0.83
A4	Sample 4	2	1	7	62190	37	0.83
A4	Sample 4	2	1	8	67180	37	0.83
A4	Sample 4	2	1	9	72190	36.96	0.83
A4	Sample 4	2	1	10	77190	36.96	0.82
A4	Sample 4	2	1	11	82210	37	0.83
A4	Sample 4	2	1	12	87200	36.96	0.82
A4	Sample 4	2	1	13	92200	36.96	0.83
A4	Sample 4	2	1	14	97190	36.96	0.82
A4	Sample 4	2	1	15	102200	36.96	0.82
A5	Sample 5	2	1	1	32220	36.96	1.13
A5	Sample 5	2	1	2	37200	36.96	1.13
A5	Sample 5	2	1	3	42190	36.96	1.14
A5	Sample 5	2	1	4	47190	36.96	1.13
A5	Sample 5	2	1	5	52200	36.96	1.12
A5	Sample 5	2	1	6	57190	37	1.13
A5	Sample 5	2	1	7	62190	37	1.13
A5	Sample 5	2	1	8	67180	37	1.12
A5	Sample 5	2	1	9	72190	36.96	1.13
A5	Sample 5	2	1	10	77190	36.96	1.12
A5	Sample 5	2	1	11	82210	37	1.13
A5	Sample 5	2	1	12	87200	36.96	1.12
A5	Sample 5	2	1	13	92200	36.96	1.12
A5	Sample 5	2	1	14	97190	36.96	1.13
A5	Sample 5	2	1	15	102200	36.96	1.12
A6	Sample 6	2	1	1	32220	36.96	1.18
A6	Sample 6	2	1	2	37200	36.96	1.18
A6	Sample 6	2	1	3	42190	36.96	1.18
A6	Sample 6	2	1	4	47190	36.96	1.18
A6	Sample 6	2	1	5	52200	36.96	1.18
A6	Sample 6	2	1	6	57190	37	1.18
A6	Sample 6	2	1	7	62190	37	1.18
A6	Sample 6	2	1	8	67180	37	1.18
A6	Sample 6	2	1	9	72190	36.96	1.17
A6	Sample 6	2	1	10	77190	36.96	1.18
A6	Sample 6	2	1	11	82210	37	1.17
A6	Sample 6	2	1	12	87200	36.96	1.18
A6	Sample 6	2	1	13	92200	36.96	1.17
A6	Sample 6	2	1	14	97190	36.96	1.17
A6	Sample 6	2	1	15	102200	36.96	1.18
A7	Sample 7	2	1	1	32220	36.96	1.15
A7	Sample 7	2	1	2	37200	36.96	1.15
A7	Sample 7	2	1	3	42190	36.96	1.14
A7	Sample 7	2	1	4	47190	36.96	1.14
A7	Sample 7	2	1	5	52200	36.96	1.13
A7	Sample 7	2	1	6	57190	37	1.14
A7	Sample 7	2	1	7	62190	37	1.13
A7	Sample 7	2	1	8	67180	37	1.13
A7	Sample 7	2	1	9	72190	36.96	1.12
A7	Sample 7	2	1	10	77190	36.96	1.13
A7	Sample 7	2	1	11	82210	37	1.12
A7	Sample 7	2	1	12	87200	36.96	1.12
A7	Sample 7	2	1	13	92200	36.96	1.13
A7	Sample 7	2	1	14	97190	36.96	1.13
A7	Sample 7	2	1	15	102200	36.96	1.12
A8	Sample 8	2	1	1	32220	36.96	1.11
A8	Sample 8	2	1	2	37200	36.96	1.11
A8	Sample 8	2	1	3	42190	36.96	1.11
A8	Sample 8	2	1	4	47190	36.96	1.11
A8	Sample 8	2	1	5	52200	36.96	1.1
A8	Sample 8	2	1	6	57190	37	1.1
A8	Sample 8	2	1	7	62190	37	1.11
A8	Sample 8	2	1	8	67180	37	1.1
A8	Sample 8	2	1	9	72190	36.96	1.1
A8	Sample 8	2	1	10	77190	36.96	1.09
A8	Sample 8	2	1	11	82210	37	1.11
A8	Sample 8	2	1	12	87200	36.96	1.1
A8	Sample 8	2	1	13	92200	36.96	1.1
A8	Sample 8	2	1	14	97190	36.96	1.1
A8	Sample 8	2	1	15	102200	36.96	1.1
A9	Sample 9	2	1	1	32220	36.96	2.78
A9	Sample 9	2	1	2	37200	36.96	2.77
A9	Sample 9	2	1	3	42190	36.96	2.77
A9	Sample 9	2	1	4	47190	36.96	2.78
A9	Sample 9	2	1	5	52200	36.96	2.78
A9	Sample 9	2	1	6	57190	37	2.78
A9	Sample 9	2	1	7	62190	37	2.78
A9	Sample 9	2	1	8	67180	37	2.77
A9	Sample 9	2	1	9	72190	36.96	2.78
A9	Sample 9	2	1	10	77190	36.96	2.78
A9	Sample 9	2	1	11	82210	37	2.77
A9	Sample 9	2	1	12	87200	36.96	2.78
A9	Sample 9	2	1	13	92200	36.96	2.77
A9	Sample 9	2	1	14	97190	36.96	2.78
A9	Sample 9	2	1	15	102200	36.96	2.77
A10	Sample 10	2	1	1	32220	36.96	2.84
A10	Sample 10	2	1	2	37200	36.96	2.84
A10	Sample 10	2	1	3	42190	36.96	2.83
A10	Sample 10	2	1	4	47190	36.96	2.83
A10	Sample 10	2	1	5	52200	36.96	2.82
A10	Sample 10	2	1	6	57190	37	2.82
A10	Sample 10	2	1	7	62190	37	2.81
A10	Sample 10	2	1	8	67180	37	2.82
A10	Sample 10	2	1	9	72190	36.96	2.81
A10	Sample 10	2	1	10	77190	36.96	2.81
A10	Sample 10	2	1	11	82210	37	2.81
A10	Sample 10	2	1	12	87200	36.96	2.81
A10	Sample 10	2	1	13	92200	36.96	2.81
A10	Sample 10	2	1	14	97190	36.96	2.8
A10	Sample 10	2	1	15	102200	36.96	2.8
A11	Sample 11	2	1	1	32220	36.96	2.63
A11	Sample 11	2	1	2	37200	36.96	2.62
A11	Sample 11	2	1	3	42190	36.96	2.62
A11	Sample 11	2	1	4	47190	36.96	2.62
A11	Sample 11	2	1	5	52200	36.96	2.61
A11	Sample 11	2	1	6	57190	37	2.62
A11	Sample 11	2	1	7	62190	37	2.61
A11	Sample 11	2	1	8	67180	37	2.61
A11	Sample 11	2	1	9	72190	36.96	2.62
A11	Sample 11	2	1	10	77190	36.96	2.62
A11	Sample 11	2	1	11	82210	37	2.61
A11	Sample 11	2	1	12	87200	36.96	2.61
A11	Sample 11	2	1	13	92200	36.96	2.61
A11	Sample 11	2	1	14	97190	36.96	2.61
A11	Sample 11	2	1	15	102200	36.96	2.61
A12	Sample 12	2	1	1	32220	36.96	2.52
A12	Sample 12	2	1	2	37200	36.96	2.51
A12	Sample 12	2	1	3	42190	36.96	2.5
A12	Sample 12	2	1	4	47190	36.96	2.5
A12	Sample 12	2	1	5	52200	36.96	2.5
A12	Sample 12	2	1	6	57190	37	2.51
A12	Sample 12	2	1	7	62190	37	2.5
A12	Sample 12	2	1	8	67180	37	2.51
A12	Sample 12	2	1	9	72190	36.96	2.49
A12	Sample 12	2	1	10	77190	36.96	2.5
A12	Sample 12	2	1	11	82210	37	2.49
A12	Sample 12	2	1	12	87200	36.96	2.5
A12	Sample 12	2	1	13	92200	36.96	2.49
A12	Sample 12	2	1	14	97190	36.96	2.49
A12	Sample 12	2	1	15	102200	36.96	2.5
B1	Sample 13	2	1	1	32220	36.96	0.74
B1	Sample 13	2	1	2	37200	36.96	0.74
B1	Sample 13	2	1	3	42190	36.96	0.74
B1	Sample 13	2	1	4	47190	36.96	0.74
B1	Sample 13	2	1	5	52200	36.96	0.74
B1	Sample 13	2	1	6	57190	37	0.74
B1	Sample 13	2	1	7	62190	37	0.74
B1	Sample 13	2	1	8	67180	37	0.74
B1	Sample 13	2	1	9	72190	36.96	0.74
B1	Sample 13	2	1	10	77190	36.96	0.74
B1	Sample 13	2	1	11	82210	37	0.74
B1	Sample 13	2	1	12	87200	36.96	0.73
B1	Sample 13	2	1	13	92200	36.96	0.74
B1	Sample 13	2	1	14	97190	36.96	0.74
B1	Sample 13	2	1	15	102200	36.96	0.73
B2	Sample 14	2	1	1	32220	36.96	0.74
B2	Sample 14	2	1	2	37200	36.96	0.74
B2	Sample 14	2	1	3	42190	36.96	0.74
B2	Sample 14	2	1	4	47190	36.96	0.74
B2	Sample 14	2	1	5	52200	36.96	0.74
B2	Sample 14	2	1	6	57190	37	0.74
B2	Sample 14	2	1	7	62190	37	0.74
B2	Sample 14	2	1	8	67180	37	0.74
B2	Sample 14	2	1	9	72190	36.96	0.74
B2	Sample 14	2	1	10	77190	36.96	0.73
B2	Sample 14	2	1	11	82210	37	0.74
B2	Sample 14	2	1	12	87200	36.96	0.74
B2	Sample 14	2	1	13	92200	36.96	0.74
B2	Sample 14	2	1	14	97190	36.96	0.74
B2	Sample 14	2	1	15	102200	36.96	0.73
B3	Sample 15	2	1	1	32220	36.96	0.88
B3	Sample 15	2	1	2	37200	36.96	0.87
B3	Sample 15	2	1	3	42190	36.96	0.88
B3	Sample 15	2	1	4	47190	36.96	0.88
B3	Sample 15	2	1	5	52200	36.96	0.88
