Raw Data 		Experiment - evIC50_11_plate6_24APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	32940	36.91	0.79
A1	Sample 1	2	1	2	37970	36.96	0.79
A1	Sample 1	2	1	3	42970	36.96	0.79
A1	Sample 1	2	1	4	47960	36.96	0.79
A1	Sample 1	2	1	5	52980	37	0.78
A1	Sample 1	2	1	6	57970	36.96	0.78
A1	Sample 1	2	1	7	62960	37	0.78
A1	Sample 1	2	1	8	67970	36.96	0.78
A1	Sample 1	2	1	9	72970	37	0.78
A1	Sample 1	2	1	10	77960	37	0.78
A1	Sample 1	2	1	11	82970	37	0.78
A1	Sample 1	2	1	12	87970	37	0.78
A1	Sample 1	2	1	13	92960	36.96	0.78
A1	Sample 1	2	1	14	97970	36.96	0.78
A1	Sample 1	2	1	15	102970	37	0.78
A2	Sample 2	2	1	1	32940	36.91	0.81
A2	Sample 2	2	1	2	37970	36.96	0.80
A2	Sample 2	2	1	3	42970	36.96	0.80
A2	Sample 2	2	1	4	47960	36.96	0.80
A2	Sample 2	2	1	5	52980	37	0.79
A2	Sample 2	2	1	6	57970	36.96	0.79
A2	Sample 2	2	1	7	62960	37	0.79
A2	Sample 2	2	1	8	67970	36.96	0.79
A2	Sample 2	2	1	9	72970	37	0.79
A2	Sample 2	2	1	10	77960	37	0.79
A2	Sample 2	2	1	11	82970	37	0.79
A2	Sample 2	2	1	12	87970	37	0.79
A2	Sample 2	2	1	13	92960	36.96	0.79
A2	Sample 2	2	1	14	97970	36.96	0.79
A2	Sample 2	2	1	15	102970	37	0.78
A3	Sample 3	2	1	1	32940	36.91	0.91
A3	Sample 3	2	1	2	37970	36.96	0.90
A3	Sample 3	2	1	3	42970	36.96	0.90
A3	Sample 3	2	1	4	47960	36.96	0.89
A3	Sample 3	2	1	5	52980	37	0.89
A3	Sample 3	2	1	6	57970	36.96	0.88
A3	Sample 3	2	1	7	62960	37	0.89
A3	Sample 3	2	1	8	67970	36.96	0.88
A3	Sample 3	2	1	9	72970	37	0.89
A3	Sample 3	2	1	10	77960	37	0.88
A3	Sample 3	2	1	11	82970	37	0.88
A3	Sample 3	2	1	12	87970	37	0.88
A3	Sample 3	2	1	13	92960	36.96	0.88
A3	Sample 3	2	1	14	97970	36.96	0.88
A3	Sample 3	2	1	15	102970	37	0.88
A4	Sample 4	2	1	1	32940	36.91	0.90
A4	Sample 4	2	1	2	37970	36.96	0.90
A4	Sample 4	2	1	3	42970	36.96	0.90
A4	Sample 4	2	1	4	47960	36.96	0.89
A4	Sample 4	2	1	5	52980	37	0.88
A4	Sample 4	2	1	6	57970	36.96	0.88
A4	Sample 4	2	1	7	62960	37	0.88
A4	Sample 4	2	1	8	67970	36.96	0.88
A4	Sample 4	2	1	9	72970	37	0.88
A4	Sample 4	2	1	10	77960	37	0.89
A4	Sample 4	2	1	11	82970	37	0.87
A4	Sample 4	2	1	12	87970	37	0.88
A4	Sample 4	2	1	13	92960	36.96	0.88
A4	Sample 4	2	1	14	97970	36.96	0.88
A4	Sample 4	2	1	15	102970	37	0.88
A5	Sample 5	2	1	1	32940	36.91	1.14
A5	Sample 5	2	1	2	37970	36.96	1.14
A5	Sample 5	2	1	3	42970	36.96	1.13
A5	Sample 5	2	1	4	47960	36.96	1.13
A5	Sample 5	2	1	5	52980	37	1.13
A5	Sample 5	2	1	6	57970	36.96	1.12
A5	Sample 5	2	1	7	62960	37	1.12
A5	Sample 5	2	1	8	67970	36.96	1.11
A5	Sample 5	2	1	9	72970	37	1.11
A5	Sample 5	2	1	10	77960	37	1.11
A5	Sample 5	2	1	11	82970	37	1.11
A5	Sample 5	2	1	12	87970	37	1.11
A5	Sample 5	2	1	13	92960	36.96	1.11
A5	Sample 5	2	1	14	97970	36.96	1.11
A5	Sample 5	2	1	15	102970	37	1.11
A6	Sample 6	2	1	1	32940	36.91	1.11
A6	Sample 6	2	1	2	37970	36.96	1.10
A6	Sample 6	2	1	3	42970	36.96	1.09
A6	Sample 6	2	1	4	47960	36.96	1.08
A6	Sample 6	2	1	5	52980	37	1.08
A6	Sample 6	2	1	6	57970	36.96	1.07
A6	Sample 6	2	1	7	62960	37	1.08
A6	Sample 6	2	1	8	67970	36.96	1.07
A6	Sample 6	2	1	9	72970	37	1.07
A6	Sample 6	2	1	10	77960	37	1.07
A6	Sample 6	2	1	11	82970	37	1.06
A6	Sample 6	2	1	12	87970	37	1.06
A6	Sample 6	2	1	13	92960	36.96	1.07
A6	Sample 6	2	1	14	97970	36.96	1.06
A6	Sample 6	2	1	15	102970	37	1.06
A7	Sample 7	2	1	1	32940	36.91	1.21
A7	Sample 7	2	1	2	37970	36.96	1.19
A7	Sample 7	2	1	3	42970	36.96	1.19
A7	Sample 7	2	1	4	47960	36.96	1.19
A7	Sample 7	2	1	5	52980	37	1.18
A7	Sample 7	2	1	6	57970	36.96	1.18
A7	Sample 7	2	1	7	62960	37	1.18
A7	Sample 7	2	1	8	67970	36.96	1.17
A7	Sample 7	2	1	9	72970	37	1.18
A7	Sample 7	2	1	10	77960	37	1.18
A7	Sample 7	2	1	11	82970	37	1.17
A7	Sample 7	2	1	12	87970	37	1.17
A7	Sample 7	2	1	13	92960	36.96	1.16
A7	Sample 7	2	1	14	97970	36.96	1.17
A7	Sample 7	2	1	15	102970	37	1.16
A8	Sample 8	2	1	1	32940	36.91	1.14
A8	Sample 8	2	1	2	37970	36.96	1.13
A8	Sample 8	2	1	3	42970	36.96	1.12
A8	Sample 8	2	1	4	47960	36.96	1.12
A8	Sample 8	2	1	5	52980	37	1.12
A8	Sample 8	2	1	6	57970	36.96	1.11
A8	Sample 8	2	1	7	62960	37	1.10
A8	Sample 8	2	1	8	67970	36.96	1.10
A8	Sample 8	2	1	9	72970	37	1.10
A8	Sample 8	2	1	10	77960	37	1.09
A8	Sample 8	2	1	11	82970	37	1.09
A8	Sample 8	2	1	12	87970	37	1.09
A8	Sample 8	2	1	13	92960	36.96	1.09
A8	Sample 8	2	1	14	97970	36.96	1.10
A8	Sample 8	2	1	15	102970	37	1.09
A9	Sample 9	2	1	1	32940	36.91	0.83
A9	Sample 9	2	1	2	37970	36.96	0.82
A9	Sample 9	2	1	3	42970	36.96	0.81
A9	Sample 9	2	1	4	47960	36.96	0.81
A9	Sample 9	2	1	5	52980	37	0.81
A9	Sample 9	2	1	6	57970	36.96	0.80
A9	Sample 9	2	1	7	62960	37	0.81
A9	Sample 9	2	1	8	67970	36.96	0.80
A9	Sample 9	2	1	9	72970	37	0.80
A9	Sample 9	2	1	10	77960	37	0.80
A9	Sample 9	2	1	11	82970	37	0.80
A9	Sample 9	2	1	12	87970	37	0.79
A9	Sample 9	2	1	13	92960	36.96	0.79
A9	Sample 9	2	1	14	97970	36.96	0.79
A9	Sample 9	2	1	15	102970	37	0.79
A10	Sample 10	2	1	1	32940	36.91	0.80
A10	Sample 10	2	1	2	37970	36.96	0.80
A10	Sample 10	2	1	3	42970	36.96	0.80
A10	Sample 10	2	1	4	47960	36.96	0.80
A10	Sample 10	2	1	5	52980	37	0.79
A10	Sample 10	2	1	6	57970	36.96	0.80
A10	Sample 10	2	1	7	62960	37	0.80
A10	Sample 10	2	1	8	67970	36.96	0.80
A10	Sample 10	2	1	9	72970	37	0.80
A10	Sample 10	2	1	10	77960	37	0.80
A10	Sample 10	2	1	11	82970	37	0.80
A10	Sample 10	2	1	12	87970	37	0.79
A10	Sample 10	2	1	13	92960	36.96	0.79
A10	Sample 10	2	1	14	97970	36.96	0.79
A10	Sample 10	2	1	15	102970	37	0.79
A11	Sample 11	2	1	1	32940	36.91	0.78
A11	Sample 11	2	1	2	37970	36.96	0.79
A11	Sample 11	2	1	3	42970	36.96	0.80
A11	Sample 11	2	1	4	47960	36.96	0.80
A11	Sample 11	2	1	5	52980	37	0.79
A11	Sample 11	2	1	6	57970	36.96	0.80
A11	Sample 11	2	1	7	62960	37	0.80
A11	Sample 11	2	1	8	67970	36.96	0.79
A11	Sample 11	2	1	9	72970	37	0.80
A11	Sample 11	2	1	10	77960	37	0.79
A11	Sample 11	2	1	11	82970	37	0.80
A11	Sample 11	2	1	12	87970	37	0.79
A11	Sample 11	2	1	13	92960	36.96	0.79
A11	Sample 11	2	1	14	97970	36.96	0.80
A11	Sample 11	2	1	15	102970	37	0.80
A12	Sample 12	2	1	1	32940	36.91	0.76
A12	Sample 12	2	1	2	37970	36.96	0.76
A12	Sample 12	2	1	3	42970	36.96	0.76
A12	Sample 12	2	1	4	47960	36.96	0.76
A12	Sample 12	2	1	5	52980	37	0.75
A12	Sample 12	2	1	6	57970	36.96	0.76
A12	Sample 12	2	1	7	62960	37	0.76
A12	Sample 12	2	1	8	67970	36.96	0.75
A12	Sample 12	2	1	9	72970	37	0.76
A12	Sample 12	2	1	10	77960	37	0.75
A12	Sample 12	2	1	11	82970	37	0.76
A12	Sample 12	2	1	12	87970	37	0.75
A12	Sample 12	2	1	13	92960	36.96	0.76
A12	Sample 12	2	1	14	97970	36.96	0.76
A12	Sample 12	2	1	15	102970	37	0.76
B1	Sample 13	2	1	1	32940	36.91	0.76
B1	Sample 13	2	1	2	37970	36.96	0.76
B1	Sample 13	2	1	3	42970	36.96	0.76
B1	Sample 13	2	1	4	47960	36.96	0.75
B1	Sample 13	2	1	5	52980	37	0.74
B1	Sample 13	2	1	6	57970	36.96	0.74
B1	Sample 13	2	1	7	62960	37	0.73
B1	Sample 13	2	1	8	67970	36.96	0.73
B1	Sample 13	2	1	9	72970	37	0.74
B1	Sample 13	2	1	10	77960	37	0.74
B1	Sample 13	2	1	11	82970	37	0.74
B1	Sample 13	2	1	12	87970	37	0.73
B1	Sample 13	2	1	13	92960	36.96	0.73
