Raw Data 		Experiment - evIC50_5_plate6_15APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	34450	36.96	1.29
A1	Sample 1	2	1	2	39480	36.96	1.30
A1	Sample 1	2	1	3	44490	37	1.30
A1	Sample 1	2	1	4	49480	36.96	1.29
A1	Sample 1	2	1	5	54490	37	1.29
A1	Sample 1	2	1	6	59490	36.96	1.29
A1	Sample 1	2	1	7	64480	37	1.29
A1	Sample 1	2	1	8	69490	36.96	1.28
A1	Sample 1	2	1	9	74490	36.96	1.29
A1	Sample 1	2	1	10	79490	37	1.29
A1	Sample 1	2	1	11	84490	37	1.29
A1	Sample 1	2	1	12	89490	37	1.29
A1	Sample 1	2	1	13	94490	37	1.29
A1	Sample 1	2	1	14	99480	36.91	1.28
A1	Sample 1	2	1	15	104490	37	1.28
A2	Sample 2	2	1	1	34450	36.96	1.37
A2	Sample 2	2	1	2	39480	36.96	1.38
A2	Sample 2	2	1	3	44490	37	1.38
A2	Sample 2	2	1	4	49480	36.96	1.37
A2	Sample 2	2	1	5	54490	37	1.37
A2	Sample 2	2	1	6	59490	36.96	1.36
A2	Sample 2	2	1	7	64480	37	1.36
A2	Sample 2	2	1	8	69490	36.96	1.36
A2	Sample 2	2	1	9	74490	36.96	1.38
A2	Sample 2	2	1	10	79490	37	1.37
A2	Sample 2	2	1	11	84490	37	1.37
A2	Sample 2	2	1	12	89490	37	1.37
A2	Sample 2	2	1	13	94490	37	1.37
A2	Sample 2	2	1	14	99480	36.91	1.37
A2	Sample 2	2	1	15	104490	37	1.36
A3	Sample 3	2	1	1	34450	36.96	1.46
A3	Sample 3	2	1	2	39480	36.96	1.46
A3	Sample 3	2	1	3	44490	37	1.46
A3	Sample 3	2	1	4	49480	36.96	1.45
A3	Sample 3	2	1	5	54490	37	1.46
A3	Sample 3	2	1	6	59490	36.96	1.45
A3	Sample 3	2	1	7	64480	37	1.45
A3	Sample 3	2	1	8	69490	36.96	1.44
A3	Sample 3	2	1	9	74490	36.96	1.45
A3	Sample 3	2	1	10	79490	37	1.46
A3	Sample 3	2	1	11	84490	37	1.45
A3	Sample 3	2	1	12	89490	37	1.45
A3	Sample 3	2	1	13	94490	37	1.45
A3	Sample 3	2	1	14	99480	36.91	1.45
A3	Sample 3	2	1	15	104490	37	1.44
A4	Sample 4	2	1	1	34450	36.96	1.47
A4	Sample 4	2	1	2	39480	36.96	1.47
A4	Sample 4	2	1	3	44490	37	1.47
