Raw Data 		Experiment - evIC50_8_plate8_21APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	31220	36.86	0.88
A1	Sample 1	2	1	2	35920	36.96	0.88
A1	Sample 1	2	1	3	40610	36.96	0.86
A1	Sample 1	2	1	4	45310	37	0.85
A1	Sample 1	2	1	5	50020	36.96	0.86
A1	Sample 1	2	1	6	54710	37	0.86
A1	Sample 1	2	1	7	59310	37	0.86
A1	Sample 1	2	1	8	63910	36.96	0.85
A1	Sample 1	2	1	9	68620	37	0.85
A1	Sample 1	2	1	10	73320	37	0.86
A1	Sample 1	2	1	11	78010	36.96	0.84
A1	Sample 1	2	1	12	82720	36.96	0.85
A1	Sample 1	2	1	13	87410	37	0.84
A1	Sample 1	2	1	14	92130	36.96	0.84
A1	Sample 1	2	1	15	96820	36.96	0.84
A2	Sample 2	2	1	1	31220	36.86	0.92
A2	Sample 2	2	1	2	35920	36.96	0.92
A2	Sample 2	2	1	3	40610	36.96	0.90
A2	Sample 2	2	1	4	45310	37	0.90
A2	Sample 2	2	1	5	50020	36.96	0.90
A2	Sample 2	2	1	6	54710	37	0.90
A2	Sample 2	2	1	7	59310	37	0.90
A2	Sample 2	2	1	8	63910	36.96	0.89
A2	Sample 2	2	1	9	68620	37	0.90
A2	Sample 2	2	1	10	73320	37	0.90
A2	Sample 2	2	1	11	78010	36.96	0.90
A2	Sample 2	2	1	12	82720	36.96	0.88
A2	Sample 2	2	1	13	87410	37	0.88
A2	Sample 2	2	1	14	92130	36.96	0.89
A2	Sample 2	2	1	15	96820	36.96	0.89
A3	Sample 3	2	1	1	31220	36.86	1.00
A3	Sample 3	2	1	2	35920	36.96	0.99
A3	Sample 3	2	1	3	40610	36.96	0.98
A3	Sample 3	2	1	4	45310	37	0.97
A3	Sample 3	2	1	5	50020	36.96	0.98
A3	Sample 3	2	1	6	54710	37	0.98
A3	Sample 3	2	1	7	59310	37	0.96
A3	Sample 3	2	1	8	63910	36.96	0.96
A3	Sample 3	2	1	9	68620	37	0.96
A3	Sample 3	2	1	10	73320	37	0.98
A3	Sample 3	2	1	11	78010	36.96	0.96
A3	Sample 3	2	1	12	82720	36.96	0.96
