Raw Data 		Experiment - evIC50_10_plate6_23APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	28720	36.96	0.59
A1	Sample 1	2	1	2	32980	36.96	0.61
A1	Sample 1	2	1	3	37290	36.96	0.57
A1	Sample 1	2	1	4	41590	36.96	0.61
A1	Sample 1	2	1	5	45900	37	0.59
A1	Sample 1	2	1	6	50190	36.96	0.59
A1	Sample 1	2	1	7	54490	36.96	0.57
A1	Sample 1	2	1	8	58780	37	0.57
A1	Sample 1	2	1	9	63080	37	0.59
A1	Sample 1	2	1	10	67400	37	0.61
A1	Sample 1	2	1	11	71680	37	0.59
A1	Sample 1	2	1	12	75990	36.96	0.59
A1	Sample 1	2	1	13	80290	36.96	0.57
A1	Sample 1	2	1	14	84590	36.96	0.61
A1	Sample 1	2	1	15	88890	37	0.59
A2	Sample 2	2	1	1	28720	36.96	0.57
A2	Sample 2	2	1	2	32980	36.96	0.55
A2	Sample 2	2	1	3	37290	36.96	0.54
A2	Sample 2	2	1	4	41590	36.96	0.57
A2	Sample 2	2	1	5	45900	37	0.57
A2	Sample 2	2	1	6	50190	36.96	0.59
A2	Sample 2	2	1	7	54490	36.96	0.59
A2	Sample 2	2	1	8	58780	37	0.59
A2	Sample 2	2	1	9	63080	37	0.60
A2	Sample 2	2	1	10	67400	37	0.60
A2	Sample 2	2	1	11	71680	37	0.60
A2	Sample 2	2	1	12	75990	36.96	0.59
A2	Sample 2	2	1	13	80290	36.96	0.59
A2	Sample 2	2	1	14	84590	36.96	0.60
A2	Sample 2	2	1	15	88890	37	0.59
A3	Sample 3	2	1	1	28720	36.96	0.63
A3	Sample 3	2	1	2	32980	36.96	0.63
A3	Sample 3	2	1	3	37290	36.96	0.62
A3	Sample 3	2	1	4	41590	36.96	0.65
A3	Sample 3	2	1	5	45900	37	0.63
A3	Sample 3	2	1	6	50190	36.96	0.65
A3	Sample 3	2	1	7	54490	36.96	0.65
A3	Sample 3	2	1	8	58780	37	0.67
A3	Sample 3	2	1	9	63080	37	0.67
A3	Sample 3	2	1	10	67400	37	0.70
A3	Sample 3	2	1	11	71680	37	0.67
A3	Sample 3	2	1	12	75990	36.96	0.67
A3	Sample 3	2	1	13	80290	36.96	0.67
A3	Sample 3	2	1	14	84590	36.96	0.68
A3	Sample 3	2	1	15	88890	37	0.67
A4	Sample 4	2	1	1	28720	36.96	0.70
A4	Sample 4	2	1	2	32980	36.96	0.70
A4	Sample 4	2	1	3	37290	36.96	0.66
A4	Sample 4	2	1	4	41590	36.96	0.68
A4	Sample 4	2	1	5	45900	37	0.68
A4	Sample 4	2	1	6	50190	36.96	0.68
A4	Sample 4	2	1	7	54490	36.96	0.68
A4	Sample 4	2	1	8	58780	37	0.66
A4	Sample 4	2	1	9	63080	37	0.68
A4	Sample 4	2	1	10	67400	37	0.68
A4	Sample 4	2	1	11	71680	37	0.68
A4	Sample 4	2	1	12	75990	36.96	0.66
A4	Sample 4	2	1	13	80290	36.96	0.66
A4	Sample 4	2	1	14	84590	36.96	0.66
A4	Sample 4	2	1	15	88890	37	0.66
A5	Sample 5	2	1	1	28720	36.96	7.85
A5	Sample 5	2	1	2	32980	36.96	7.81
A5	Sample 5	2	1	3	37290	36.96	7.77
A5	Sample 5	2	1	4	41590	36.96	7.77
A5	Sample 5	2	1	5	45900	37	7.69
