Raw Data 		Experiment - evIC50_9_plate2_22APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	34750	36.86	0.50
A1	Sample 1	2	1	2	39770	36.91	0.49
A1	Sample 1	2	1	3	44760	36.96	0.49
A1	Sample 1	2	1	4	49770	36.96	0.50
A1	Sample 1	2	1	5	54770	36.96	0.49
A1	Sample 1	2	1	6	59770	36.96	0.49
A1	Sample 1	2	1	7	64770	36.96	0.49
A1	Sample 1	2	1	8	69770	37	0.49
A1	Sample 1	2	1	9	74770	36.96	0.48
A1	Sample 1	2	1	10	79780	36.96	0.49
A1	Sample 1	2	1	11	84780	36.96	0.49
A1	Sample 1	2	1	12	89770	36.96	0.48
A1	Sample 1	2	1	13	94770	37	0.48
A1	Sample 1	2	1	14	99770	37	0.48
A1	Sample 1	2	1	15	104770	36.96	0.48
A2	Sample 2	2	1	1	34750	36.86	0.50
A2	Sample 2	2	1	2	39770	36.91	0.49
A2	Sample 2	2	1	3	44760	36.96	0.48
A2	Sample 2	2	1	4	49770	36.96	0.48
A2	Sample 2	2	1	5	54770	36.96	0.49
A2	Sample 2	2	1	6	59770	36.96	0.48
A2	Sample 2	2	1	7	64770	36.96	0.48
A2	Sample 2	2	1	8	69770	37	0.48
A2	Sample 2	2	1	9	74770	36.96	0.48
A2	Sample 2	2	1	10	79780	36.96	0.48
A2	Sample 2	2	1	11	84780	36.96	0.47
A2	Sample 2	2	1	12	89770	36.96	0.47
A2	Sample 2	2	1	13	94770	37	0.47
A2	Sample 2	2	1	14	99770	37	0.47
A2	Sample 2	2	1	15	104770	36.96	0.47
A3	Sample 3	2	1	1	34750	36.86	0.54
A3	Sample 3	2	1	2	39770	36.91	0.54
A3	Sample 3	2	1	3	44760	36.96	0.52
A3	Sample 3	2	1	4	49770	36.96	0.52
A3	Sample 3	2	1	5	54770	36.96	0.53
A3	Sample 3	2	1	6	59770	36.96	0.52
A3	Sample 3	2	1	7	64770	36.96	0.53
A3	Sample 3	2	1	8	69770	37	0.52
A3	Sample 3	2	1	9	74770	36.96	0.52
A3	Sample 3	2	1	10	79780	36.96	0.52
A3	Sample 3	2	1	11	84780	36.96	0.52
A3	Sample 3	2	1	12	89770	36.96	0.52
A3	Sample 3	2	1	13	94770	37	0.52
A3	Sample 3	2	1	14	99770	37	0.52
A3	Sample 3	2	1	15	104770	36.96	0.52
A4	Sample 4	2	1	1	34750	36.86	0.54
A4	Sample 4	2	1	2	39770	36.91	0.54
A4	Sample 4	2	1	3	44760	36.96	0.53
A4	Sample 4	2	1	4	49770	36.96	0.53
A4	Sample 4	2	1	5	54770	36.96	0.53
A4	Sample 4	2	1	6	59770	36.96	0.53
A4	Sample 4	2	1	7	64770	36.96	0.53
A4	Sample 4	2	1	8	69770	37	0.53
A4	Sample 4	2	1	9	74770	36.96	0.52
A4	Sample 4	2	1	10	79780	36.96	0.52
A4	Sample 4	2	1	11	84780	36.96	0.52
A4	Sample 4	2	1	12	89770	36.96	0.52
A4	Sample 4	2	1	13	94770	37	0.52
A4	Sample 4	2	1	14	99770	37	0.52
A4	Sample 4	2	1	15	104770	36.96	0.52
A5	Sample 5	2	1	1	34750	36.86	0.69
A5	Sample 5	2	1	2	39770	36.91	0.68
A5	Sample 5	2	1	3	44760	36.96	0.67
A5	Sample 5	2	1	4	49770	36.96	0.67
A5	Sample 5	2	1	5	54770	36.96	0.68
A5	Sample 5	2	1	6	59770	36.96	0.68
A5	Sample 5	2	1	7	64770	36.96	0.67
A5	Sample 5	2	1	8	69770	37	0.67
A5	Sample 5	2	1	9	74770	36.96	0.67
A5	Sample 5	2	1	10	79780	36.96	0.67
A5	Sample 5	2	1	11	84780	36.96	0.66
A5	Sample 5	2	1	12	89770	36.96	0.67
A5	Sample 5	2	1	13	94770	37	0.67
A5	Sample 5	2	1	14	99770	37	0.66
A5	Sample 5	2	1	15	104770	36.96	0.66
A6	Sample 6	2	1	1	34750	36.86	0.68
A6	Sample 6	2	1	2	39770	36.91	0.68
A6	Sample 6	2	1	3	44760	36.96	0.67
A6	Sample 6	2	1	4	49770	36.96	0.67
A6	Sample 6	2	1	5	54770	36.96	0.66
A6	Sample 6	2	1	6	59770	36.96	0.66
A6	Sample 6	2	1	7	64770	36.96	0.67
A6	Sample 6	2	1	8	69770	37	0.67
A6	Sample 6	2	1	9	74770	36.96	0.66
A6	Sample 6	2	1	10	79780	36.96	0.66
A6	Sample 6	2	1	11	84780	36.96	0.65
A6	Sample 6	2	1	12	89770	36.96	0.66
A6	Sample 6	2	1	13	94770	37	0.66
A6	Sample 6	2	1	14	99770	37	0.66
A6	Sample 6	2	1	15	104770	36.96	0.66
A7	Sample 7	2	1	1	34750	36.86	0.70
A7	Sample 7	2	1	2	39770	36.91	0.70
A7	Sample 7	2	1	3	44760	36.96	0.68
A7	Sample 7	2	1	4	49770	36.96	0.68
A7	Sample 7	2	1	5	54770	36.96	0.69
A7	Sample 7	2	1	6	59770	36.96	0.68
A7	Sample 7	2	1	7	64770	36.96	0.68
