Raw Data 		Experiment - evIC50_8_plate5_21APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	31650	36.96	1.37
A1	Sample 1	2	1	2	36480	36.96	1.36
A1	Sample 1	2	1	3	41280	36.96	1.34
A1	Sample 1	2	1	4	46180	37	1.34
A1	Sample 1	2	1	5	51080	37	1.33
A1	Sample 1	2	1	6	55990	37	1.31
A1	Sample 1	2	1	7	60880	36.96	1.32
A1	Sample 1	2	1	8	65780	37	1.32
A1	Sample 1	2	1	9	70700	36.96	1.32
A1	Sample 1	2	1	10	75590	37	1.32
A1	Sample 1	2	1	11	80490	37	1.31
A1	Sample 1	2	1	12	85390	36.96	1.31
A1	Sample 1	2	1	13	90290	36.96	1.32
A1	Sample 1	2	1	14	95090	37	1.31
A1	Sample 1	2	1	15	99880	36.96	1.31
A2	Sample 2	2	1	1	31650	36.96	1.34
A2	Sample 2	2	1	2	36480	36.96	1.33
A2	Sample 2	2	1	3	41280	36.96	1.32
A2	Sample 2	2	1	4	46180	37	1.31
A2	Sample 2	2	1	5	51080	37	1.31
A2	Sample 2	2	1	6	55990	37	1.29
A2	Sample 2	2	1	7	60880	36.96	1.30
A2	Sample 2	2	1	8	65780	37	1.29
A2	Sample 2	2	1	9	70700	36.96	1.30
A2	Sample 2	2	1	10	75590	37	1.30
A2	Sample 2	2	1	11	80490	37	1.29
A2	Sample 2	2	1	12	85390	36.96	1.28
A2	Sample 2	2	1	13	90290	36.96	1.28
A2	Sample 2	2	1	14	95090	37	1.28
A2	Sample 2	2	1	15	99880	36.96	1.29
A3	Sample 3	2	1	1	31650	36.96	1.52
A3	Sample 3	2	1	2	36480	36.96	1.50
A3	Sample 3	2	1	3	41280	36.96	1.49
A3	Sample 3	2	1	4	46180	37	1.47
A3	Sample 3	2	1	5	51080	37	1.47
A3	Sample 3	2	1	6	55990	37	1.46
A3	Sample 3	2	1	7	60880	36.96	1.46
A3	Sample 3	2	1	8	65780	37	1.45
A3	Sample 3	2	1	9	70700	36.96	1.45
A3	Sample 3	2	1	10	75590	37	1.46
A3	Sample 3	2	1	11	80490	37	1.45
A3	Sample 3	2	1	12	85390	36.96	1.44
A3	Sample 3	2	1	13	90290	36.96	1.45
A3	Sample 3	2	1	14	95090	37	1.45
A3	Sample 3	2	1	15	99880	36.96	1.46
A4	Sample 4	2	1	1	31650	36.96	1.48
A4	Sample 4	2	1	2	36480	36.96	1.46
A4	Sample 4	2	1	3	41280	36.96	1.45
