Raw Data 		Experiment - evIC50_4_plate3_13APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	30750	36.96	1.27
A1	Sample 1	2	1	2	35620	36.96	1.26
A1	Sample 1	2	1	3	40530	36.96	1.25
A1	Sample 1	2	1	4	45420	36.96	1.26
A1	Sample 1	2	1	5	50300	36.96	1.27
A1	Sample 1	2	1	6	55210	37	1.27
A1	Sample 1	2	1	7	60120	37	1.26
A1	Sample 1	2	1	8	65020	37	1.26
A1	Sample 1	2	1	9	69910	36.96	1.26
A1	Sample 1	2	1	10	74820	37	1.26
A1	Sample 1	2	1	11	79720	37	1.26
A1	Sample 1	2	1	12	84610	37	1.26
A1	Sample 1	2	1	13	89510	36.96	1.27
A1	Sample 1	2	1	14	94410	37	1.26
A1	Sample 1	2	1	15	99310	36.96	1.27
A2	Sample 2	2	1	1	30750	36.96	1.25
A2	Sample 2	2	1	2	35620	36.96	1.25
A2	Sample 2	2	1	3	40530	36.96	1.24
A2	Sample 2	2	1	4	45420	36.96	1.25
A2	Sample 2	2	1	5	50300	36.96	1.25
A2	Sample 2	2	1	6	55210	37	1.24
A2	Sample 2	2	1	7	60120	37	1.24
A2	Sample 2	2	1	8	65020	37	1.24
A2	Sample 2	2	1	9	69910	36.96	1.24
A2	Sample 2	2	1	10	74820	37	1.24
A2	Sample 2	2	1	11	79720	37	1.24
A2	Sample 2	2	1	12	84610	37	1.24
A2	Sample 2	2	1	13	89510	36.96	1.24
A2	Sample 2	2	1	14	94410	37	1.24
A2	Sample 2	2	1	15	99310	36.96	1.24
A3	Sample 3	2	1	1	30750	36.96	1.41
A3	Sample 3	2	1	2	35620	36.96	1.53
A3	Sample 3	2	1	3	40530	36.96	1.45
A3	Sample 3	2	1	4	45420	36.96	1.44
A3	Sample 3	2	1	5	50300	36.96	1.44
A3	Sample 3	2	1	6	55210	37	1.44
A3	Sample 3	2	1	7	60120	37	1.45
A3	Sample 3	2	1	8	65020	37	1.43
A3	Sample 3	2	1	9	69910	36.96	1.43
A3	Sample 3	2	1	10	74820	37	1.45
A3	Sample 3	2	1	11	79720	37	1.43
A3	Sample 3	2	1	12	84610	37	1.43
A3	Sample 3	2	1	13	89510	36.96	1.44
A3	Sample 3	2	1	14	94410	37	1.44
A3	Sample 3	2	1	15	99310	36.96	1.44
A4	Sample 4	2	1	1	30750	36.96	1.45
A4	Sample 4	2	1	2	35620	36.96	1.45
A4	Sample 4	2	1	3	40530	36.96	1.45
A4	Sample 4	2	1	4	45420	36.96	1.44
A4	Sample 4	2	1	5	50300	36.96	1.45
A4	Sample 4	2	1	6	55210	37	1.45
A4	Sample 4	2	1	7	60120	37	1.45
A4	Sample 4	2	1	8	65020	37	1.44
A4	Sample 4	2	1	9	69910	36.96	1.44
A4	Sample 4	2	1	10	74820	37	1.44
A4	Sample 4	2	1	11	79720	37	1.45
A4	Sample 4	2	1	12	84610	37	1.44
A4	Sample 4	2	1	13	89510	36.96	1.44
A4	Sample 4	2	1	14	94410	37	1.44
A4	Sample 4	2	1	15	99310	36.96	1.45
A5	Sample 5	2	1	1	30750	36.96	1.30
A5	Sample 5	2	1	2	35620	36.96	1.29
A5	Sample 5	2	1	3	40530	36.96	1.29
A5	Sample 5	2	1	4	45420	36.96	1.29
A5	Sample 5	2	1	5	50300	36.96	1.30
A5	Sample 5	2	1	6	55210	37	1.28
A5	Sample 5	2	1	7	60120	37	1.30
A5	Sample 5	2	1	8	65020	37	1.28
A5	Sample 5	2	1	9	69910	36.96	1.28
A5	Sample 5	2	1	10	74820	37	1.28
A5	Sample 5	2	1	11	79720	37	1.28
A5	Sample 5	2	1	12	84610	37	1.28
A5	Sample 5	2	1	13	89510	36.96	1.28
A5	Sample 5	2	1	14	94410	37	1.28
A5	Sample 5	2	1	15	99310	36.96	1.29
A6	Sample 6	2	1	1	30750	36.96	1.23
A6	Sample 6	2	1	2	35620	36.96	1.23
A6	Sample 6	2	1	3	40530	36.96	1.22
A6	Sample 6	2	1	4	45420	36.96	1.22
A6	Sample 6	2	1	5	50300	36.96	1.23
A6	Sample 6	2	1	6	55210	37	1.22
A6	Sample 6	2	1	7	60120	37	1.22
A6	Sample 6	2	1	8	65020	37	1.21
A6	Sample 6	2	1	9	69910	36.96	1.22
A6	Sample 6	2	1	10	74820	37	1.22
A6	Sample 6	2	1	11	79720	37	1.21
A6	Sample 6	2	1	12	84610	37	1.21
A6	Sample 6	2	1	13	89510	36.96	1.21
A6	Sample 6	2	1	14	94410	37	1.22
A6	Sample 6	2	1	15	99310	36.96	1.22
A7	Sample 7	2	1	1	30750	36.96	1.42
A7	Sample 7	2	1	2	35620	36.96	1.42
A7	Sample 7	2	1	3	40530	36.96	1.41
A7	Sample 7	2	1	4	45420	36.96	1.42
A7	Sample 7	2	1	5	50300	36.96	1.41
A7	Sample 7	2	1	6	55210	37	1.41
A7	Sample 7	2	1	7	60120	37	1.41
A7	Sample 7	2	1	8	65020	37	1.41
A7	Sample 7	2	1	9	69910	36.96	1.41
A7	Sample 7	2	1	10	74820	37	1.41
A7	Sample 7	2	1	11	79720	37	1.41
A7	Sample 7	2	1	12	84610	37	1.40
A7	Sample 7	2	1	13	89510	36.96	1.41
A7	Sample 7	2	1	14	94410	37	1.41
A7	Sample 7	2	1	15	99310	36.96	1.41
A8	Sample 8	2	1	1	30750	36.96	1.22
A8	Sample 8	2	1	2	35620	36.96	1.21
A8	Sample 8	2	1	3	40530	36.96	1.21
A8	Sample 8	2	1	4	45420	36.96	1.22
A8	Sample 8	2	1	5	50300	36.96	1.21
A8	Sample 8	2	1	6	55210	37	1.21
A8	Sample 8	2	1	7	60120	37	1.21
A8	Sample 8	2	1	8	65020	37	1.20
A8	Sample 8	2	1	9	69910	36.96	1.20
A8	Sample 8	2	1	10	74820	37	1.21
A8	Sample 8	2	1	11	79720	37	1.21
A8	Sample 8	2	1	12	84610	37	1.20
A8	Sample 8	2	1	13	89510	36.96	1.21
A8	Sample 8	2	1	14	94410	37	1.21
A8	Sample 8	2	1	15	99310	36.96	1.21
A9	Sample 9	2	1	1	30750	36.96	0.66
A9	Sample 9	2	1	2	35620	36.96	0.65
A9	Sample 9	2	1	3	40530	36.96	0.65
A9	Sample 9	2	1	4	45420	36.96	0.65
A9	Sample 9	2	1	5	50300	36.96	0.66
A9	Sample 9	2	1	6	55210	37	0.66
A9	Sample 9	2	1	7	60120	37	0.65
A9	Sample 9	2	1	8	65020	37	0.65
A9	Sample 9	2	1	9	69910	36.96	0.65
A9	Sample 9	2	1	10	74820	37	0.65
A9	Sample 9	2	1	11	79720	37	0.66
A9	Sample 9	2	1	12	84610	37	0.65
A9	Sample 9	2	1	13	89510	36.96	0.65
A9	Sample 9	2	1	14	94410	37	0.66
A9	Sample 9	2	1	15	99310	36.96	0.65
A10	Sample 10	2	1	1	30750	36.96	0.66
A10	Sample 10	2	1	2	35620	36.96	0.66
A10	Sample 10	2	1	3	40530	36.96	0.66
A10	Sample 10	2	1	4	45420	36.96	0.66
A10	Sample 10	2	1	5	50300	36.96	0.66
A10	Sample 10	2	1	6	55210	37	0.66
A10	Sample 10	2	1	7	60120	37	0.67
A10	Sample 10	2	1	8	65020	37	0.66
A10	Sample 10	2	1	9	69910	36.96	0.65
A10	Sample 10	2	1	10	74820	37	0.66
A10	Sample 10	2	1	11	79720	37	0.66
A10	Sample 10	2	1	12	84610	37	0.66
A10	Sample 10	2	1	13	89510	36.96	0.66
A10	Sample 10	2	1	14	94410	37	0.66
A10	Sample 10	2	1	15	99310	36.96	0.66
A11	Sample 11	2	1	1	30750	36.96	0.65
A11	Sample 11	2	1	2	35620	36.96	0.64
A11	Sample 11	2	1	3	40530	36.96	0.65
